time,temperature_2m,surface_pressure,wind_speed_10m,wind_direction_10m,cloud_cover,temperature_1000hPa,geopotential_height_1000hPa,wind_speed_1000hPa,wind_direction_1000hPa,temperature_975hPa,geopotential_height_975hPa,wind_speed_975hPa,wind_direction_975hPa,temperature_950hPa,geopotential_height_950hPa,wind_speed_950hPa,wind_direction_950hPa,temperature_925hPa,geopotential_height_925hPa,wind_speed_925hPa,wind_direction_925hPa,temperature_900hPa,geopotential_height_900hPa,wind_speed_900hPa,wind_direction_900hPa,temperature_850hPa,geopotential_height_850hPa,wind_speed_850hPa,wind_direction_850hPa
2026-08-22 00:00:00+02:00,25.3,1012.8,1.14,15,0,26.2,130.0,3.22,54,24.4,352.55,3.82,64,22.6,580.0,4.52,72,21.5,812.0,4.03,87,20.3,1050.0,3.46,110,17.1,1541.0,5.04,141
2026-08-22 01:00:00+02:00,24.8,1013.1,1.12,333,3,26.1,132.0,2.12,45,24.2,355.04,2.96,65,22.4,583.0,3.99,76,20.8,814.0,4.25,88,19.6,1051.0,4.13,100,16.9,1542.0,5.29,138
2026-08-22 02:00:00+02:00,24.6,1013.0,1.12,333,29,25.8,131.0,2.1,25,24.0,354.04,2.64,60,22.3,582.0,3.73,78,20.5,814.0,3.91,88,19.4,1050.0,4.66,94,16.9,1541.0,5.58,129
2026-08-22 03:00:00+02:00,24.3,1012.9,1.25,331,48,25.5,130.0,2.47,14,23.8,352.55,2.57,54,22.2,580.0,3.61,80,20.1,812.0,3.6,83,19.1,1048.0,4.7,99,16.8,1539.0,6.05,127
2026-08-22 04:00:00+02:00,24.3,1012.5,1.24,346,40,25.4,126.0,2.85,18,23.7,348.55,2.77,52,22.0,576.0,3.52,78,20.0,808.0,3.51,81,19.1,1044.0,4.7,99,16.7,1534.0,6.15,127
2026-08-22 05:00:00+02:00,24.1,1012.5,1.1,355,41,25.1,126.0,2.86,25,23.3,348.55,2.84,51,21.5,576.0,3.37,73,19.7,807.0,3.16,82,18.9,1043.0,4.46,105,16.4,1533.0,5.77,128
2026-08-22 06:00:00+02:00,24.2,1012.5,1.08,22,60,24.9,126.0,3.26,50,23.1,348.06,3.91,59,21.2,575.0,4.62,65,19.5,806.0,4.21,79,18.6,1043.0,4.77,103,16.1,1532.0,5.52,127
2026-08-22 07:00:00+02:00,24.1,1013.0,1.25,29,63,24.6,130.0,3.45,60,22.8,352.06,4.35,60,21.0,579.0,5.26,59,19.5,810.0,5.09,71,18.3,1046.0,4.77,93,15.8,1535.0,4.99,126
2026-08-22 08:00:00+02:00,24.2,1013.4,1.1,5,56,24.8,133.0,3.04,44,23.0,355.06,4.46,53,21.1,582.0,5.94,58,19.5,813.0,6.29,70,18.0,1049.0,5.95,86,15.6,1537.0,4.98,117
2026-08-22 09:00:00+02:00,25.3,1013.7,1.8,19,70,24.7,137.0,3.97,34,22.8,358.08,5.26,43,20.9,584.0,6.63,48,19.1,815.0,6.0,66,17.7,1051.0,5.7,91,15.6,1539.0,4.51,128
2026-08-22 10:00:00+02:00,26.2,1013.9,3.49,27,65,24.6,138.0,5.73,29,22.6,359.57,6.16,40,20.6,586.0,6.79,49,19.5,817.0,5.21,67,18.2,1053.0,5.24,94,15.9,1541.0,4.43,121
2026-08-22 11:00:00+02:00,27.4,1013.8,3.76,50,83,25.5,138.0,5.75,50,23.4,360.06,5.94,51,21.3,587.0,6.13,52,19.9,818.0,5.27,58,18.5,1055.0,4.77,77,15.6,1544.0,4.64,101
2026-08-22 12:00:00+02:00,28.0,1013.7,3.72,59,70,25.7,137.0,5.47,59,23.7,359.55,5.48,57,21.7,587.0,5.49,55,20.3,818.0,4.35,64,18.9,1055.0,3.92,78,15.7,1544.0,3.85,99
2026-08-22 13:00:00+02:00,28.4,1013.5,4.03,67,60,25.9,136.0,5.87,67,24.0,358.06,5.55,66,22.1,585.0,5.24,64,21.0,817.0,3.64,72,19.4,1054.0,3.58,77,16.2,1544.0,3.58,98
2026-08-22 14:00:00+02:00,29.0,1013.5,3.83,75,34,26.2,135.0,5.48,75,24.1,357.55,5.36,75,22.1,585.0,5.24,75,21.2,816.0,3.18,72,19.5,1053.0,3.1,77,16.7,1543.0,3.25,103
2026-08-22 15:00:00+02:00,28.9,1013.2,4.06,80,59,26.1,132.0,5.97,81,24.1,354.55,5.6,81,22.2,582.0,5.23,81,21.3,814.0,3.42,79,19.8,1051.0,3.14,90,16.7,1541.0,3.46,114
2026-08-22 16:00:00+02:00,28.6,1012.9,4.14,82,52,25.9,130.0,6.14,83,24.0,352.55,5.75,82,22.1,580.0,5.36,80,21.4,812.0,4.16,84,19.4,1049.0,4.07,88,17.0,1540.0,3.63,119
2026-08-22 17:00:00+02:00,28.9,1012.2,4.39,78,56,26.4,124.0,6.71,80,24.5,346.55,6.61,78,22.6,574.0,6.52,77,21.8,807.0,5.39,77,19.9,1044.0,4.91,85,17.6,1536.0,3.93,123
2026-08-22 18:00:00+02:00,28.4,1012.4,4.14,82,67,26.3,126.0,6.65,83,24.3,349.04,6.79,83,22.4,577.0,6.94,83,21.4,809.0,5.66,81,19.4,1047.0,5.25,85,17.5,1537.0,3.62,115
2026-08-22 19:00:00+02:00,27.9,1012.4,3.75,81,59,26.1,127.0,5.94,83,24.2,349.55,6.15,85,22.3,577.0,6.36,86,21.2,809.0,5.04,86,19.6,1047.0,4.54,89,16.8,1537.0,4.05,104
2026-08-22 20:00:00+02:00,27.4,1012.6,3.51,87,62,26.1,128.0,6.0,89,24.3,351.04,6.28,91,22.5,579.0,6.56,92,21.0,811.0,5.48,92,19.8,1049.0,5.01,93,17.6,1540.0,3.86,113
2026-08-22 21:00:00+02:00,26.9,1013.1,2.53,81,48,25.9,133.0,5.01,87,24.0,355.55,5.4,90,22.1,583.0,5.82,93,20.6,815.0,5.31,98,19.5,1052.0,4.82,98,17.3,1543.0,4.31,114
2026-08-22 22:00:00+02:00,26.5,1013.8,1.75,59,57,25.7,138.0,3.67,73,23.8,360.55,4.5,86,22.0,588.0,5.5,94,20.6,820.0,5.23,106,19.4,1057.0,4.6,111,17.3,1549.0,4.31,114
2026-08-22 23:00:00+02:00,26.3,1014.2,1.25,61,56,25.7,142.0,3.01,75,23.8,364.55,3.3,83,21.8,592.0,3.66,90,20.5,824.0,3.9,114,19.3,1061.0,3.84,125,16.8,1552.0,4.14,113
