time,icon_d2_index,icon_d2_max_positive_gradient_K_per_100m,icon_d2_inversion_deltaT_K,icon_d2_inversion_depth_m,icon_d2_inversion_base_m,icon_d2_inversion_top_m,icon_d2_level_count
2026-08-18 00:00:00+02:00,0.7816282051282158,0.3846153846153901,0.10000000000000142,26.0,2.0,28.0,7
2026-08-18 01:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-18 02:00:00+02:00,0.9420158730158862,0.476190476190483,0.10000000000000142,21.0,2.0,23.0,7
2026-08-18 03:00:00+02:00,1.0309122807017685,0.5263157894736916,0.10000000000000142,19.0,2.0,21.0,7
2026-08-18 04:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-18 05:00:00+02:00,3.3575,3.8461538461538463,0.6999999999999993,230.0,2.0,232.0,7
2026-08-18 06:00:00+02:00,2.8369999999999997,2.499999999999991,0.1999999999999993,8.0,2.0,10.0,7
2026-08-18 07:00:00+02:00,2.8385,2.2222222222222143,0.1999999999999993,9.0,2.0,11.0,7
2026-08-18 08:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-18 09:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-18 10:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-18 11:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-18 12:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-18 13:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,6
2026-08-18 14:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,6
2026-08-18 15:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,6
2026-08-18 16:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,6
2026-08-18 17:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,6
2026-08-18 18:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,6
2026-08-18 19:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,6
2026-08-18 20:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,6
2026-08-18 21:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,6
2026-08-18 22:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,6
2026-08-18 23:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,6
