time,temperature_C,height_msl_m,pressure_hPa,sounding_id,height_agl_m,sounding_start,station_id,wmo
2026-08-18 02:00:00+02:00,17.2,376,971.54,1,0.0,2026-08-18 02:00:00+02:00,02385,10618
2026-08-18 02:00:02+02:00,16.9,385,970.51,1,0.0,2026-08-18 02:00:00+02:00,02385,10618
2026-08-18 02:00:04+02:00,17.0,394,969.41,1,0.0,2026-08-18 02:00:00+02:00,02385,10618
2026-08-18 02:00:06+02:00,17.1,401,968.61,1,0.0,2026-08-18 02:00:00+02:00,02385,10618
2026-08-18 02:00:08+02:00,17.6,410,967.67,1,0.0,2026-08-18 02:00:00+02:00,02385,10618
2026-08-18 02:00:10+02:00,17.9,418,966.71,1,0.0,2026-08-18 02:00:00+02:00,02385,10618
2026-08-18 02:00:12+02:00,17.8,427,965.72,1,0.0,2026-08-18 02:00:00+02:00,02385,10618
2026-08-18 02:00:14+02:00,17.8,436,964.69,1,0.0,2026-08-18 02:00:00+02:00,02385,10618
2026-08-18 02:00:16+02:00,17.7,445,963.66,1,0.0,2026-08-18 02:00:00+02:00,02385,10618
2026-08-18 02:00:18+02:00,17.5,455,962.62,1,0.0,2026-08-18 02:00:00+02:00,02385,10618
2026-08-18 02:00:20+02:00,17.4,464,961.59,1,0.0,2026-08-18 02:00:00+02:00,02385,10618
2026-08-18 02:00:22+02:00,17.3,473,960.58,1,0.0,2026-08-18 02:00:00+02:00,02385,10618
2026-08-18 02:00:24+02:00,17.3,481,959.62,1,0.0,2026-08-18 02:00:00+02:00,02385,10618
2026-08-18 02:00:26+02:00,17.3,490,958.7,1,0.0,2026-08-18 02:00:00+02:00,02385,10618
2026-08-18 02:00:28+02:00,17.3,498,957.76,1,0.0,2026-08-18 02:00:00+02:00,02385,10618
2026-08-18 02:00:30+02:00,17.4,507,956.78,1,0.0,2026-08-18 02:00:00+02:00,02385,10618
2026-08-18 02:00:32+02:00,17.6,516,955.75,1,0.0,2026-08-18 02:00:00+02:00,02385,10618
2026-08-18 02:00:34+02:00,17.5,525,954.72,1,0.0,2026-08-18 02:00:00+02:00,02385,10618
2026-08-18 02:00:36+02:00,17.4,534,953.74,1,0.0,2026-08-18 02:00:00+02:00,02385,10618
2026-08-18 02:00:38+02:00,17.4,542,952.84,1,0.0,2026-08-18 02:00:00+02:00,02385,10618
2026-08-18 02:00:40+02:00,17.4,550,951.95,1,0.0,2026-08-18 02:00:00+02:00,02385,10618
2026-08-18 02:00:42+02:00,17.4,558,951.04,1,0.0,2026-08-18 02:00:00+02:00,02385,10618
2026-08-18 02:00:44+02:00,17.5,567,950.07,1,0.0,2026-08-18 02:00:00+02:00,02385,10618
2026-08-18 02:00:46+02:00,17.6,576,949.04,1,0.0,2026-08-18 02:00:00+02:00,02385,10618
2026-08-18 02:00:48+02:00,17.7,586,947.97,1,0.0,2026-08-18 02:00:00+02:00,02385,10618
2026-08-18 02:00:50+02:00,17.7,596,946.88,1,0.0,2026-08-18 02:00:00+02:00,02385,10618
2026-08-18 02:00:52+02:00,17.7,605,945.8,1,0.0,2026-08-18 02:00:00+02:00,02385,10618
