time,icon_d2_index,icon_d2_max_positive_gradient_K_per_100m,icon_d2_inversion_deltaT_K,icon_d2_inversion_depth_m,icon_d2_inversion_base_m,icon_d2_inversion_top_m,icon_d2_level_count
2026-08-08 00:00:00+02:00,3.9395000000000002,1.7333333333333343,2.0,293.0,2.0,295.0,7
2026-08-08 01:00:00+02:00,4.163,2.4324324324324333,2.6000000000000014,292.0,2.0,294.0,7
2026-08-08 02:00:00+02:00,4.5365,3.287671232876711,3.6000000000000014,291.0,2.0,293.0,7
2026-08-08 03:00:00+02:00,4.271000000000001,2.602739726027398,2.9000000000000004,289.0,2.0,291.0,7
2026-08-08 04:00:00+02:00,4.5125,2.8767123287671255,2.6999999999999993,511.0,2.0,513.0,7
2026-08-08 05:00:00+02:00,4.8500000000000005,3.0136986301369877,3.5999999999999996,511.0,2.0,513.0,7
2026-08-08 06:00:00+02:00,4.887499999999999,2.73972602739726,3.6999999999999993,510.0,2.0,512.0,7
2026-08-08 07:00:00+02:00,4.775,1.8666666666666671,3.4000000000000004,512.0,2.0,514.0,7
2026-08-08 08:00:00+02:00,2.8176124031007745,0.7906976744186044,1.8999999999999986,437.0,72.0,509.0,7
2026-08-08 09:00:00+02:00,0.6928687782805396,0.13574660633484034,0.29999999999999716,221.0,292.0,513.0,7
2026-08-08 10:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-08 11:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-08 12:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-08 13:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-08 14:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-08 15:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-08 16:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-08 17:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-08 18:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-08 19:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-08 20:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-08 21:00:00+02:00,3.288499999999999,3.8235294117646976,1.2999999999999972,34.0,2.0,36.0,7
2026-08-08 22:00:00+02:00,4.115,6.6666666666666625,2.6000000000000014,260.0,2.0,262.0,7
2026-08-08 23:00:00+02:00,4.6385000000000005,10.85714285714286,5.0,259.0,2.0,261.0,7
