time,level_type,pressure_hPa,height_msl_m,height_agl_m,temperature_C,usable_for_inversion
2026-07-28 00:00:00+02:00,surface,,104.0,2.0,17.5,True
2026-07-28 00:00:00+02:00,pressure,1000.0,172.0,70.0,20.4,True
2026-07-28 00:00:00+02:00,pressure,975.0,391.0,289.0,20.3,True
2026-07-28 00:00:00+02:00,pressure,950.0,614.0,512.0,18.5,True
2026-07-28 00:00:00+02:00,pressure,925.0,840.76,738.76,16.3,True
2026-07-28 00:00:00+02:00,pressure,900.0,1072.66,970.6600000000001,14.2,True
2026-07-28 00:00:00+02:00,pressure,850.0,1553.0,1451.0,10.0,True
2026-07-28 01:00:00+02:00,surface,,104.0,2.0,16.8,True
2026-07-28 01:00:00+02:00,pressure,1000.0,178.0,76.0,20.1,True
2026-07-28 01:00:00+02:00,pressure,975.0,396.0,294.0,19.4,True
2026-07-28 01:00:00+02:00,pressure,950.0,619.0,517.0,17.6,True
2026-07-28 01:00:00+02:00,pressure,925.0,845.52,743.52,15.6,True
2026-07-28 01:00:00+02:00,pressure,900.0,1077.18,975.1800000000001,13.7,True
2026-07-28 01:00:00+02:00,pressure,850.0,1557.0,1455.0,9.8,True
2026-07-28 02:00:00+02:00,surface,,104.0,2.0,15.0,True
2026-07-28 02:00:00+02:00,pressure,1000.0,178.0,76.0,18.7,True
2026-07-28 02:00:00+02:00,pressure,975.0,395.0,293.0,18.6,True
2026-07-28 02:00:00+02:00,pressure,950.0,617.0,515.0,17.0,True
2026-07-28 02:00:00+02:00,pressure,925.0,843.06,741.06,15.1,True
2026-07-28 02:00:00+02:00,pressure,900.0,1074.23,972.23,13.3,True
2026-07-28 02:00:00+02:00,pressure,850.0,1553.0,1451.0,9.5,True
2026-07-28 03:00:00+02:00,surface,,104.0,2.0,14.6,True
2026-07-28 03:00:00+02:00,pressure,1000.0,179.0,77.0,18.6,True
2026-07-28 03:00:00+02:00,pressure,975.0,396.0,294.0,18.3,True
2026-07-28 03:00:00+02:00,pressure,950.0,618.0,516.0,16.5,True
2026-07-28 03:00:00+02:00,pressure,925.0,844.05,742.05,14.8,True
2026-07-28 03:00:00+02:00,pressure,900.0,1075.23,973.23,13.0,True
2026-07-28 03:00:00+02:00,pressure,850.0,1554.0,1452.0,9.5,True
2026-07-28 04:00:00+02:00,surface,,104.0,2.0,14.3,True
2026-07-28 04:00:00+02:00,pressure,1000.0,182.0,80.0,18.5,True
2026-07-28 04:00:00+02:00,pressure,975.0,400.0,298.0,17.9,True
2026-07-28 04:00:00+02:00,pressure,950.0,621.0,519.0,16.4,True
2026-07-28 04:00:00+02:00,pressure,925.0,847.06,745.06,14.7,True
2026-07-28 04:00:00+02:00,pressure,900.0,1078.23,976.23,12.9,True
2026-07-28 04:00:00+02:00,pressure,850.0,1557.0,1455.0,9.4,True
