time,temperature_2m,surface_pressure,wind_speed_10m,wind_direction_10m,cloud_cover,temperature_1000hPa,geopotential_height_1000hPa,wind_speed_1000hPa,wind_direction_1000hPa,temperature_975hPa,geopotential_height_975hPa,wind_speed_975hPa,wind_direction_975hPa,temperature_950hPa,geopotential_height_950hPa,wind_speed_950hPa,wind_direction_950hPa,temperature_925hPa,geopotential_height_925hPa,wind_speed_925hPa,wind_direction_925hPa,temperature_900hPa,geopotential_height_900hPa,wind_speed_900hPa,wind_direction_900hPa,temperature_850hPa,geopotential_height_850hPa,wind_speed_850hPa,wind_direction_850hPa,max_inv_gradient_K_per_100m,inversion_depth_m,positive_deltaT_K,lowest_profile_height_agl_m,inversion_index,dwd_temperature_obs,surface_temp_bias_K,inversion_index_corrected,surface_correction_used
2026-08-10 00:00:00+02:00,21.1,1003.1,0.67,27,0,24.5,128.0,1.22,35,26.1,351.0,3.48,330,24.8,579.0,3.68,308,22.8,810.89,4.27,286,20.8,1048.15,5.31,271,16.8,1540.0,8.02,254,13.076923076923071,249.0,5.0,28.0,4.6235,,,4.6235,False
2026-08-10 01:00:00+02:00,20.8,1003.0,1.08,22,33,24.7,128.0,1.77,43,26.3,350.0,3.42,346,24.6,578.0,3.65,313,22.7,810.12,5.14,291,20.8,1047.63,7.01,280,17.0,1540.0,11.14,269,14.999999999999995,248.0,5.5,28.0,4.622000000000001,,,4.622000000000001,False
2026-08-10 02:00:00+02:00,19.2,1002.9,0.58,329,3,23.1,127.0,0.6,360,25.1,348.0,2.61,353,24.1,575.0,3.08,324,22.2,806.89,4.28,295,20.4,1044.15,6.03,281,16.7,1536.0,10.0,269,15.600000000000009,246.0,5.900000000000002,27.0,4.619000000000001,,,4.619000000000001,False
2026-08-10 03:00:00+02:00,18.9,1003.1,0.22,207,0,22.7,128.0,0.36,124,24.9,350.0,1.72,25,24.1,577.0,1.91,308,22.2,808.65,3.38,284,20.3,1045.68,5.08,275,16.5,1537.0,8.61,268,14.615384615384619,248.0,6.0,28.0,4.622000000000001,,,4.622000000000001,False
2026-08-10 04:00:00+02:00,17.8,1003.0,0.63,162,0,21.8,128.0,0.91,174,24.7,349.0,0.94,96,24.0,576.0,1.4,270,22.1,807.89,2.95,269,20.3,1045.15,4.5,268,16.5,1537.0,7.6,268,15.384615384615385,247.0,6.899999999999999,28.0,4.620500000000001,,,4.620500000000001,False
2026-08-10 05:00:00+02:00,16.6,1003.0,0.8,180,0,20.3,128.0,1.65,194,24.0,348.0,2.3,188,23.4,575.0,2.75,219,21.7,806.42,3.38,240,19.9,1043.2,4.32,254,16.3,1534.0,6.59,268,14.230769230769228,246.0,7.399999999999999,28.0,4.619000000000001,,,4.619000000000001,False
2026-08-10 06:00:00+02:00,15.9,1003.1,0.95,162,0,20.1,129.0,1.91,174,23.5,349.0,3.52,182,23.4,576.0,3.9,204,21.6,807.42,3.88,222,19.8,1044.2,4.22,238,16.2,1535.0,5.64,261,15.555555555555559,247.0,7.6,29.0,4.620500000000001,,,4.620500000000001,False
2026-08-10 07:00:00+02:00,16.2,1003.2,0.89,153,6,19.9,129.0,1.73,170,23.3,349.0,3.77,188,23.4,576.0,4.86,205,21.6,807.42,4.83,220,19.8,1044.2,5.11,234,16.2,1535.0,6.42,255,13.7037037037037,474.0,7.199999999999999,29.0,4.961,,,4.961,False
2026-08-10 08:00:00+02:00,18.9,1003.3,1.1,175,0,19.6,130.0,2.2,177,23.2,350.0,5.19,182,23.3,576.0,6.07,203,21.6,807.42,5.99,215,19.9,1044.2,6.17,227,16.4,1535.0,7.26,247,2.50000000000001,474.0,4.400000000000002,30.0,4.961,,,4.961,False
2026-08-10 09:00:00+02:00,22.5,1003.5,2.31,175,25,21.8,131.0,2.81,176,22.9,351.0,6.1,190,23.1,578.0,6.82,218,21.5,809.42,6.89,227,19.9,1046.2,7.15,236,16.8,1537.0,8.13,252,0.49999999999999906,447.0,1.3000000000000007,31.0,2.074666666666665,,,2.074666666666665,False
