time,icon_d2_index,icon_d2_max_positive_gradient_K_per_100m,icon_d2_inversion_deltaT_K,icon_d2_inversion_depth_m,icon_d2_inversion_base_m,icon_d2_inversion_top_m,icon_d2_level_count
2026-08-19 00:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-19 01:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-19 02:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-19 03:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-19 04:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-19 05:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-19 06:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-19 07:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-19 08:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-19 09:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-19 10:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-19 11:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-19 12:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-19 13:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-19 14:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-19 15:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-19 16:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-19 17:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-19 18:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-19 19:00:00+02:00,1.4672564102563794,0.7692307692307528,0.09999999999999787,13.0,2.0,15.0,7
2026-08-19 20:00:00+02:00,1.7206666666666914,0.909090909090922,0.10000000000000142,11.0,2.0,13.0,7
2026-08-19 21:00:00+02:00,2.8745000000000003,3.750000000000009,0.3000000000000007,8.0,2.0,10.0,7
2026-08-19 22:00:00+02:00,1.3680238095238286,0.7142857142857244,0.10000000000000142,14.0,2.0,16.0,7
2026-08-19 23:00:00+02:00,2.257362745098032,1.17647058823529,0.1999999999999993,17.0,2.0,19.0,7
