time,temperature_obs
2026-09-23 02:00:00+02:00,8.4
2026-09-23 02:10:00+02:00,9.7
2026-09-23 02:20:00+02:00,9.0
2026-09-23 02:30:00+02:00,8.3
2026-09-23 02:40:00+02:00,8.2
2026-09-23 02:50:00+02:00,7.7
2026-09-23 03:00:00+02:00,7.4
2026-09-23 03:10:00+02:00,7.5
2026-09-23 03:20:00+02:00,7.3
2026-09-23 03:30:00+02:00,7.3
2026-09-23 03:40:00+02:00,7.3
2026-09-23 03:50:00+02:00,7.6
2026-09-23 04:00:00+02:00,7.1
2026-09-23 04:10:00+02:00,7.1
2026-09-23 04:20:00+02:00,7.6
2026-09-23 04:30:00+02:00,7.8
2026-09-23 04:40:00+02:00,9.6
2026-09-23 04:50:00+02:00,8.3
2026-09-23 05:00:00+02:00,7.7
2026-09-23 05:10:00+02:00,9.1
2026-09-23 05:20:00+02:00,9.2
2026-09-23 05:30:00+02:00,9.1
2026-09-23 05:40:00+02:00,8.1
2026-09-23 05:50:00+02:00,7.7
2026-09-23 06:00:00+02:00,7.1
2026-09-23 06:10:00+02:00,6.8
2026-09-23 06:20:00+02:00,6.2
2026-09-23 06:30:00+02:00,7.1
2026-09-23 06:40:00+02:00,6.8
2026-09-23 06:50:00+02:00,6.6
2026-09-23 07:00:00+02:00,6.5
2026-09-23 07:10:00+02:00,6.4
2026-09-23 07:20:00+02:00,6.6
2026-09-23 07:30:00+02:00,6.9
2026-09-23 07:40:00+02:00,7.1
2026-09-23 07:50:00+02:00,7.4
2026-09-23 08:00:00+02:00,7.8
2026-09-23 08:10:00+02:00,8.2
2026-09-23 08:20:00+02:00,8.5
2026-09-23 08:30:00+02:00,8.8
2026-09-23 08:40:00+02:00,9.2
2026-09-23 08:50:00+02:00,9.9
2026-09-23 09:00:00+02:00,10.5
2026-09-23 09:10:00+02:00,11.6
2026-09-23 09:20:00+02:00,12.2
2026-09-23 09:30:00+02:00,12.5
2026-09-23 09:40:00+02:00,13.2
2026-09-23 09:50:00+02:00,14.3
2026-09-23 10:00:00+02:00,14.7
2026-09-23 10:10:00+02:00,15.5
2026-09-23 10:20:00+02:00,16.0
2026-09-23 10:30:00+02:00,16.2
2026-09-23 10:40:00+02:00,17.1
2026-09-23 10:50:00+02:00,16.6
2026-09-23 11:00:00+02:00,17.5
2026-09-23 11:10:00+02:00,17.4
2026-09-23 11:20:00+02:00,17.9
2026-09-23 11:30:00+02:00,18.0
2026-09-23 11:40:00+02:00,18.0
2026-09-23 11:50:00+02:00,18.4
2026-09-23 12:00:00+02:00,18.4
2026-09-23 12:10:00+02:00,18.5
2026-09-23 12:20:00+02:00,18.6
2026-09-23 12:30:00+02:00,18.8
2026-09-23 12:40:00+02:00,19.6
2026-09-23 12:50:00+02:00,19.4
2026-09-23 13:00:00+02:00,19.4
2026-09-23 13:10:00+02:00,19.7
2026-09-23 13:20:00+02:00,20.4
2026-09-23 13:30:00+02:00,20.3
2026-09-23 13:40:00+02:00,20.0
2026-09-23 13:50:00+02:00,20.6
2026-09-23 14:00:00+02:00,20.5
2026-09-23 14:10:00+02:00,20.8
2026-09-23 14:20:00+02:00,20.7
2026-09-23 14:30:00+02:00,20.9
2026-09-23 14:40:00+02:00,21.6
2026-09-23 14:50:00+02:00,21.4
2026-09-23 15:00:00+02:00,21.3
2026-09-23 15:10:00+02:00,21.4
2026-09-23 15:20:00+02:00,21.9
2026-09-23 15:30:00+02:00,21.6
2026-09-23 15:40:00+02:00,22.1
2026-09-23 15:50:00+02:00,21.9
2026-09-23 16:00:00+02:00,22.5
2026-09-23 16:10:00+02:00,22.0
2026-09-23 16:20:00+02:00,21.8
2026-09-23 16:30:00+02:00,22.4
2026-09-23 16:40:00+02:00,23.0
2026-09-23 16:50:00+02:00,22.0
2026-09-23 17:00:00+02:00,22.5
2026-09-23 17:10:00+02:00,22.4
2026-09-23 17:20:00+02:00,22.4
2026-09-23 17:30:00+02:00,22.1
2026-09-23 17:40:00+02:00,21.8
2026-09-23 17:50:00+02:00,21.4
2026-09-23 18:00:00+02:00,21.9
2026-09-23 18:10:00+02:00,21.7
2026-09-23 18:20:00+02:00,21.2
2026-09-23 18:30:00+02:00,22.0
2026-09-23 18:40:00+02:00,21.6
2026-09-23 18:50:00+02:00,21.5
2026-09-23 19:00:00+02:00,21.2
2026-09-23 19:10:00+02:00,20.7
2026-09-23 19:20:00+02:00,18.9
2026-09-23 19:30:00+02:00,18.4
2026-09-23 19:40:00+02:00,17.1
2026-09-23 19:50:00+02:00,15.8
2026-09-23 20:00:00+02:00,15.4
2026-09-23 20:10:00+02:00,14.7
2026-09-23 20:20:00+02:00,14.4
2026-09-23 20:30:00+02:00,15.3
2026-09-23 20:40:00+02:00,16.7
2026-09-23 20:50:00+02:00,16.7
2026-09-23 21:00:00+02:00,15.8
2026-09-23 21:10:00+02:00,15.8
2026-09-23 21:20:00+02:00,15.6
2026-09-23 21:30:00+02:00,15.5
2026-09-23 21:40:00+02:00,15.1
2026-09-23 21:50:00+02:00,15.2
