time,temperature_2m,surface_pressure,wind_speed_10m,wind_direction_10m,cloud_cover,temperature_1000hPa,geopotential_height_1000hPa,wind_speed_1000hPa,wind_direction_1000hPa,temperature_975hPa,geopotential_height_975hPa,wind_speed_975hPa,wind_direction_975hPa,temperature_950hPa,geopotential_height_950hPa,wind_speed_950hPa,wind_direction_950hPa,temperature_925hPa,geopotential_height_925hPa,wind_speed_925hPa,wind_direction_925hPa,temperature_900hPa,geopotential_height_900hPa,wind_speed_900hPa,wind_direction_900hPa,temperature_850hPa,geopotential_height_850hPa,wind_speed_850hPa,wind_direction_850hPa,max_inv_gradient_K_per_100m,inversion_depth_m,positive_deltaT_K,lowest_profile_height_agl_m,inversion_index,dwd_temperature_obs,surface_temp_bias_K,inversion_index_corrected,surface_correction_used
2026-08-05 00:00:00+02:00,27.7,1001.2,2.5,178,80,27.9,111.0,2.7,178,28.5,336.0,7.08,201,27.8,567.0,6.01,243,25.8,801.68,6.65,241,23.7,1041.87,7.3,240,19.7,1540.0,8.6,237,0.26666666666666733,225.0,0.6000000000000014,11.0,1.0513888888888907,,,1.0513888888888907,False
2026-08-05 01:00:00+02:00,26.3,1001.9,1.28,141,100,26.4,117.0,1.5,143,27.6,341.0,2.87,283,25.8,571.0,4.89,303,24.0,804.51,4.57,284,22.3,1043.49,4.78,265,18.8,1539.0,6.5,237,0.535714285714287,224.0,1.2000000000000028,17.0,1.7681428571428606,,,1.7681428571428606,False
2026-08-05 02:00:00+02:00,26.7,1002.2,1.77,164,73,26.9,120.0,2.34,160,27.6,344.0,2.93,222,26.0,574.0,3.6,287,24.1,807.28,3.79,266,22.2,1046.01,4.41,249,18.5,1541.0,6.37,229,0.3125000000000013,224.0,0.7000000000000028,20.0,1.17141666666667,,,1.17141666666667,False
2026-08-05 03:00:00+02:00,26.3,1003.2,3.11,184,99,26.3,128.0,4.4,181,25.4,351.0,7.74,192,24.6,580.0,4.43,241,22.7,812.35,4.31,250,20.8,1050.1,4.29,259,16.9,1543.0,4.59,276,0.0,0.0,0.0,28.0,0.0,,,0.0,False
2026-08-05 04:00:00+02:00,25.5,1002.9,1.58,162,90,25.5,127.0,2.18,164,25.5,350.0,4.27,256,24.0,578.0,4.52,271,22.1,810.12,5.14,266,20.1,1047.63,5.8,262,16.3,1540.0,7.18,256,0.0,0.0,0.0,27.0,0.0,,,0.0,False
2026-08-05 05:00:00+02:00,25.1,1002.6,0.86,216,92,25.1,124.0,1.17,211,24.7,346.0,4.58,275,22.6,574.0,5.09,277,21.0,805.42,5.4,269,19.5,1042.2,5.81,262,16.4,1533.0,6.85,251,0.0,0.0,0.0,24.0,0.0,,,0.0,False
2026-08-05 06:00:00+02:00,24.9,1002.8,1.2,222,100,25.1,126.0,1.7,225,24.2,348.0,3.23,264,23.1,575.0,4.04,299,21.5,806.42,4.37,270,19.9,1043.2,5.52,250,16.7,1534.0,8.9,230,0.8333333333333451,24.0,0.20000000000000284,26.0,1.6387777777778005,,,1.6387777777778005,False
2026-08-05 07:00:00+02:00,24.9,1003.3,0.67,207,53,24.9,129.0,1.22,215,23.3,351.0,3.99,242,22.1,578.0,6.52,261,20.5,808.95,6.04,264,18.9,1045.25,5.58,267,15.8,1535.0,4.7,275,0.0,0.0,0.0,29.0,0.0,,,0.0,False
2026-08-05 08:00:00+02:00,25.5,1003.2,0.91,174,79,25.0,129.0,1.1,175,23.1,351.0,2.33,201,21.5,577.0,4.57,246,20.0,807.96,4.99,251,18.4,1044.25,5.43,256,15.3,1534.0,6.39,262,0.0,0.0,0.0,29.0,0.0,,,0.0,False
2026-08-05 09:00:00+02:00,26.5,1003.9,1.84,193,41,25.5,134.0,2.16,193,23.3,357.0,2.43,200,21.3,583.0,3.46,244,19.9,813.95,4.45,248,18.5,1050.25,5.46,251,15.7,1540.0,7.49,254,0.0,0.0,0.0,34.0,0.0,,,0.0,False
2026-08-05 10:00:00+02:00,27.6,1004.0,2.16,214,49,26.3,135.0,2.58,216,23.9,358.0,3.03,218,21.6,585.0,3.06,219,20.2,815.95,3.94,234,18.7,1052.24,4.99,243,15.8,1542.0,7.29,253,0.0,0.0,0.0,35.0,0.0,,,0.0,False
2026-08-05 11:00:00+02:00,29.3,1004.0,2.33,227,31,27.6,135.0,2.83,225,25.1,359.0,3.3,226,22.8,586.0,3.43,229,21.1,817.42,4.56,237,19.3,1054.2,5.74,241,15.8,1545.0,8.16,246,0.0,0.0,0.0,35.0,0.0,,,0.0,False
2026-08-05 12:00:00+02:00,30.6,1004.0,2.97,228,91,29.1,136.0,3.89,228,26.6,360.0,4.71,230,24.3,589.0,5.08,234,22.2,820.42,6.57,242,20.0,1057.2,8.16,248,15.8,1548.0,11.46,254,0.0,0.0,0.0,36.0,0.0,,,0.0,False
2026-08-05 13:00:00+02:00,32.2,1003.9,3.3,256,42,30.3,134.0,4.24,255,27.7,359.0,5.21,253,25.3,589.0,5.51,249,23.0,821.11,5.78,246,20.6,1058.62,6.05,244,15.8,1551.0,6.64,239,0.0,0.0,0.0,34.0,0.0,,,0.0,False
2026-08-05 14:00:00+02:00,32.4,1003.6,3.3,235,60,30.9,132.0,4.08,234,28.3,358.0,5.2,235,26.0,587.0,5.49,235,23.6,819.81,5.7,235,21.2,1058.06,5.91,234,16.4,1552.0,6.33,233,0.0,0.0,0.0,32.0,0.0,,,0.0,False
2026-08-05 15:00:00+02:00,33.3,1003.1,3.61,236,40,31.7,127.0,4.33,236,28.8,353.0,5.55,237,26.5,584.0,5.94,238,24.1,816.81,6.09,239,21.7,1055.05,6.25,240,16.9,1549.0,6.57,242,0.0,0.0,0.0,27.0,0.0,,,0.0,False
2026-08-05 16:00:00+02:00,33.1,1003.0,3.81,265,83,32.1,127.0,4.93,264,29.5,353.0,6.9,262,27.2,584.0,7.23,259,24.8,817.51,7.1,254,22.4,1056.48,7.01,250,17.6,1552.0,6.97,241,0.0,0.0,0.0,27.0,0.0,,,0.0,False
2026-08-05 17:00:00+02:00,33.2,1002.4,4.17,240,63,32.3,121.0,4.89,239,29.5,348.0,6.96,237,27.2,578.0,7.13,236,24.8,811.51,7.19,239,22.4,1050.49,7.28,241,17.6,1546.0,7.48,246,0.0,0.0,0.0,21.0,0.0,,,0.0,False
2026-08-05 18:00:00+02:00,33.0,1002.6,3.78,217,92,32.3,123.0,4.62,219,29.6,349.0,7.12,222,27.4,580.0,7.98,224,25.1,813.51,9.18,228,22.8,1052.49,10.41,231,18.2,1548.0,12.92,235,0.0,0.0,0.0,23.0,0.0,,,0.0,False
2026-08-05 19:00:00+02:00,31.9,1002.8,4.22,256,49,31.4,124.0,5.36,256,28.8,350.0,8.37,255,26.6,580.0,9.05,254,24.3,813.05,9.36,250,22.1,1051.53,9.7,247,17.5,1546.0,10.49,240,0.0,0.0,0.0,24.0,0.0,,,0.0,False
2026-08-05 20:00:00+02:00,31.6,1002.8,3.2,272,12,31.3,124.0,4.2,273,29.1,350.0,6.95,272,26.8,580.0,7.31,269,24.5,813.28,7.18,266,22.1,1052.01,7.07,262,17.4,1547.0,6.94,255,0.0,0.0,0.0,24.0,0.0,,,0.0,False
2026-08-05 21:00:00+02:00,29.9,1003.4,2.3,270,37,30.1,130.0,3.7,270,28.4,355.0,7.89,266,26.2,585.0,9.3,264,23.9,817.81,8.45,262,21.6,1056.06,7.61,259,17.0,1550.0,6.0,252,0.7142857142857244,28.0,0.20000000000000284,30.0,1.4265238095238295,,,1.4265238095238295,False
2026-08-05 22:00:00+02:00,28.3,1004.3,2.84,280,10,28.5,139.0,5.18,280,27.2,363.0,11.35,279,25.0,592.0,11.33,279,22.9,824.12,10.11,273,20.7,1061.63,9.03,266,16.4,1554.0,7.53,245,0.5405405405405387,37.0,0.1999999999999993,39.0,1.1214909909909874,,,1.1214909909909874,False
2026-08-05 23:00:00+02:00,26.9,1005.1,2.12,289,40,27.1,145.0,4.4,287,25.5,368.0,9.51,294,23.9,596.0,9.53,290,21.9,827.65,8.17,281,20.0,1064.67,7.13,268,16.2,1556.0,6.61,234,0.46511627906977404,43.0,0.20000000000000284,45.0,0.9922131782945867,,,0.9922131782945867,False
