time,temperature_2m,surface_pressure,wind_speed_10m,wind_direction_10m,cloud_cover,temperature_1000hPa,geopotential_height_1000hPa,wind_speed_1000hPa,wind_direction_1000hPa,temperature_975hPa,geopotential_height_975hPa,wind_speed_975hPa,wind_direction_975hPa,temperature_950hPa,geopotential_height_950hPa,wind_speed_950hPa,wind_direction_950hPa,temperature_925hPa,geopotential_height_925hPa,wind_speed_925hPa,wind_direction_925hPa,temperature_900hPa,geopotential_height_900hPa,wind_speed_900hPa,wind_direction_900hPa,temperature_850hPa,geopotential_height_850hPa,wind_speed_850hPa,wind_direction_850hPa
2026-08-31 00:00:00+02:00,19.9,1000.8,0.81,150,100,20.4,109.0,0.81,150,21.8,329.0,2.92,153,20.6,554.0,3.76,182,18.7,783.1,4.97,207,16.7,1017.44,6.72,220,12.9,1503.0,10.76,233
2026-08-31 01:00:00+02:00,19.2,1001.2,1.53,281,100,19.5,112.0,1.61,277,21.3,332.0,3.57,216,19.9,556.0,3.97,221,18.1,784.63,5.43,227,16.2,1018.49,6.94,231,12.6,1503.0,10.01,235
2026-08-31 02:00:00+02:00,17.6,1001.9,1.0,354,100,17.4,118.0,1.22,351,18.2,335.0,3.01,333,17.7,558.0,2.04,252,16.2,785.7,3.24,230,14.6,1018.58,4.64,220,11.5,1501.0,7.62,212
2026-08-31 03:00:00+02:00,17.0,1001.7,1.12,80,100,16.9,117.0,1.32,81,16.3,333.0,1.35,360,15.9,554.0,2.28,225,14.8,781.0,4.62,226,13.7,1013.15,6.96,226,11.5,1494.0,11.64,226
2026-08-31 04:00:00+02:00,17.1,1001.8,0.92,131,100,17.0,118.0,0.99,135,17.1,334.0,3.22,237,16.2,556.0,8.08,243,14.8,782.53,9.39,246,13.4,1014.2,10.72,248,10.6,1494.0,13.41,251
2026-08-31 05:00:00+02:00,16.9,1001.7,1.33,193,85,17.0,116.0,1.53,191,16.7,333.0,4.78,210,15.6,554.0,10.06,241,14.5,780.3,11.5,243,13.3,1011.72,12.95,244,11.1,1491.0,15.87,247
2026-08-31 06:00:00+02:00,17.3,1002.4,2.1,180,95,17.3,122.0,2.8,182,16.9,339.0,8.21,227,15.3,560.0,10.45,246,14.0,785.83,11.65,251,12.7,1016.76,12.91,255,10.1,1495.0,15.55,260
2026-08-31 07:00:00+02:00,17.6,1002.9,2.98,194,89,17.6,127.0,4.15,195,16.7,343.0,9.71,220,15.2,564.0,11.25,244,13.7,789.6,11.81,248,12.3,1020.29,12.42,252,9.4,1498.0,13.8,259
2026-08-31 08:00:00+02:00,17.9,1002.6,2.94,198,63,17.8,124.0,3.89,198,16.6,341.0,8.81,221,15.0,562.0,9.7,239,13.5,787.37,10.75,244,12.1,1017.81,11.87,248,9.2,1495.0,14.28,255
2026-08-31 09:00:00+02:00,18.9,1003.3,3.22,206,49,18.5,130.0,4.34,206,16.5,347.0,7.71,221,14.8,568.0,11.25,243,13.4,793.37,12.15,245,12.0,1023.81,13.07,247,9.1,1501.0,14.94,250
2026-08-31 10:00:00+02:00,19.5,1003.6,4.42,218,100,19.1,133.0,6.26,219,16.9,350.0,9.03,222,14.8,571.0,10.58,228,13.4,796.37,11.6,237,12.0,1026.81,12.85,244,9.2,1504.0,15.84,255
2026-08-31 11:00:00+02:00,20.3,1003.5,3.91,220,88,20.1,132.0,5.53,221,17.9,350.0,8.5,225,15.8,571.0,9.52,228,14.0,796.6,10.55,234,12.2,1027.28,11.68,239,8.7,1505.0,14.11,246
2026-08-31 12:00:00+02:00,20.4,1003.9,3.76,220,100,20.2,135.0,5.67,221,18.1,353.0,9.31,224,16.0,575.0,10.26,225,14.2,800.36,11.18,231,12.3,1030.81,12.17,235,8.6,1508.0,14.33,242
2026-08-31 13:00:00+02:00,21.2,1003.9,3.97,221,82,20.4,134.0,5.6,221,18.1,352.0,8.07,223,16.0,574.0,9.89,226,14.2,799.6,11.23,229,12.4,1030.29,12.6,232,8.8,1508.0,15.41,236
2026-08-31 14:00:00+02:00,22.7,1002.9,4.84,218,89,22.3,127.0,6.47,219,19.9,346.0,10.13,222,17.6,569.0,10.88,223,15.3,795.07,11.42,226,13.1,1026.24,12.0,229,8.6,1505.0,13.22,234
2026-08-31 15:00:00+02:00,22.3,1003.3,4.05,230,100,22.3,130.0,5.83,231,20.2,349.0,10.02,231,18.0,572.0,10.78,231,16.0,798.53,11.87,232,14.0,1030.19,12.96,233,9.9,1510.0,15.14,234
2026-08-31 16:00:00+02:00,22.6,1003.4,4.41,237,67,22.3,131.0,6.3,237,20.2,350.0,10.49,237,18.0,573.0,11.51,237,16.0,799.53,12.12,240,13.9,1031.19,12.74,242,9.8,1511.0,14.06,247
2026-08-31 17:00:00+02:00,22.0,1003.2,5.35,237,100,21.8,129.0,7.69,238,19.7,348.0,12.23,239,17.7,571.0,13.03,243,15.7,797.53,12.85,245,13.7,1029.19,12.69,247,9.8,1509.0,12.41,252
