time,temperature_obs
2026-08-31 02:00:00+02:00,18.3
2026-08-31 02:10:00+02:00,18.1
2026-08-31 02:20:00+02:00,17.6
2026-08-31 02:30:00+02:00,17.6
2026-08-31 02:40:00+02:00,17.5
2026-08-31 02:50:00+02:00,17.4
2026-08-31 03:00:00+02:00,17.4
2026-08-31 03:10:00+02:00,17.6
2026-08-31 03:20:00+02:00,17.4
2026-08-31 03:30:00+02:00,17.4
2026-08-31 03:40:00+02:00,17.5
2026-08-31 03:50:00+02:00,17.5
2026-08-31 04:00:00+02:00,17.6
2026-08-31 04:10:00+02:00,17.4
2026-08-31 04:20:00+02:00,17.4
2026-08-31 04:30:00+02:00,17.5
2026-08-31 04:40:00+02:00,17.5
2026-08-31 04:50:00+02:00,17.6
2026-08-31 05:00:00+02:00,17.4
2026-08-31 05:10:00+02:00,17.3
2026-08-31 05:20:00+02:00,17.4
2026-08-31 05:30:00+02:00,18.0
2026-08-31 05:40:00+02:00,18.0
2026-08-31 05:50:00+02:00,17.6
2026-08-31 06:00:00+02:00,17.6
2026-08-31 06:10:00+02:00,17.6
2026-08-31 06:20:00+02:00,17.6
2026-08-31 06:30:00+02:00,17.5
2026-08-31 06:40:00+02:00,17.2
2026-08-31 06:50:00+02:00,17.3
2026-08-31 07:00:00+02:00,17.3
2026-08-31 07:10:00+02:00,17.2
2026-08-31 07:20:00+02:00,17.3
2026-08-31 07:30:00+02:00,17.4
2026-08-31 07:40:00+02:00,17.5
2026-08-31 07:50:00+02:00,17.5
2026-08-31 08:00:00+02:00,17.9
2026-08-31 08:10:00+02:00,18.4
2026-08-31 08:20:00+02:00,18.5
2026-08-31 08:30:00+02:00,18.5
2026-08-31 08:40:00+02:00,19.1
2026-08-31 08:50:00+02:00,19.2
2026-08-31 09:00:00+02:00,19.2
2026-08-31 09:10:00+02:00,19.1
2026-08-31 09:20:00+02:00,19.6
2026-08-31 09:30:00+02:00,20.3
2026-08-31 09:40:00+02:00,20.1
2026-08-31 09:50:00+02:00,20.4
2026-08-31 10:00:00+02:00,20.5
2026-08-31 10:10:00+02:00,21.1
2026-08-31 10:20:00+02:00,21.0
2026-08-31 10:30:00+02:00,20.7
2026-08-31 10:40:00+02:00,20.9
2026-08-31 10:50:00+02:00,22.2
2026-08-31 11:00:00+02:00,21.5
2026-08-31 11:10:00+02:00,21.7
2026-08-31 11:20:00+02:00,21.5
2026-08-31 11:30:00+02:00,21.4
2026-08-31 11:40:00+02:00,21.2
2026-08-31 11:50:00+02:00,21.3
2026-08-31 12:00:00+02:00,21.3
2026-08-31 12:10:00+02:00,20.3
2026-08-31 12:20:00+02:00,18.6
2026-08-31 12:30:00+02:00,19.0
2026-08-31 12:40:00+02:00,20.0
2026-08-31 12:50:00+02:00,21.9
2026-08-31 13:00:00+02:00,21.3
2026-08-31 13:10:00+02:00,22.1
2026-08-31 13:20:00+02:00,23.2
2026-08-31 13:30:00+02:00,22.5
2026-08-31 13:40:00+02:00,23.2
2026-08-31 13:50:00+02:00,22.7
2026-08-31 14:00:00+02:00,24.0
2026-08-31 14:10:00+02:00,23.5
2026-08-31 14:20:00+02:00,23.8
2026-08-31 14:30:00+02:00,24.8
2026-08-31 14:40:00+02:00,24.6
2026-08-31 14:50:00+02:00,25.3
2026-08-31 15:00:00+02:00,25.6
2026-08-31 15:10:00+02:00,25.0
2026-08-31 15:20:00+02:00,24.6
2026-08-31 15:30:00+02:00,24.8
2026-08-31 15:40:00+02:00,25.7
2026-08-31 15:50:00+02:00,25.3
2026-08-31 16:00:00+02:00,24.6
2026-08-31 16:10:00+02:00,22.9
2026-08-31 16:20:00+02:00,22.4
2026-08-31 16:30:00+02:00,22.1
2026-08-31 16:40:00+02:00,22.2
2026-08-31 16:50:00+02:00,20.4
2026-08-31 17:00:00+02:00,19.5
2026-08-31 17:10:00+02:00,20.1
2026-08-31 17:20:00+02:00,21.2
2026-08-31 17:30:00+02:00,21.3
2026-08-31 17:40:00+02:00,21.7
2026-08-31 17:50:00+02:00,21.8
2026-08-31 18:00:00+02:00,21.7
2026-08-31 18:10:00+02:00,21.0
2026-08-31 18:20:00+02:00,21.0
2026-08-31 18:30:00+02:00,20.9
2026-08-31 18:40:00+02:00,21.0
2026-08-31 18:50:00+02:00,21.0
2026-08-31 19:00:00+02:00,21.0
2026-08-31 19:10:00+02:00,20.9
2026-08-31 19:20:00+02:00,20.8
2026-08-31 19:30:00+02:00,20.6
2026-08-31 19:40:00+02:00,20.5
2026-08-31 19:50:00+02:00,20.4
2026-08-31 20:00:00+02:00,20.1
2026-08-31 20:10:00+02:00,20.1
2026-08-31 20:20:00+02:00,18.7
2026-08-31 20:30:00+02:00,18.6
2026-08-31 20:40:00+02:00,18.5
2026-08-31 20:50:00+02:00,18.5
2026-08-31 21:00:00+02:00,18.5
2026-08-31 21:10:00+02:00,18.3
2026-08-31 21:20:00+02:00,18.1
2026-08-31 21:30:00+02:00,18.4
2026-08-31 21:40:00+02:00,18.6
2026-08-31 21:50:00+02:00,18.5
2026-08-31 22:00:00+02:00,18.7
2026-08-31 22:10:00+02:00,18.7
2026-08-31 22:20:00+02:00,18.3
