time,kit_mast_index,kit_max_positive_gradient_K_per_100m,kit_positive_deltaT_K,kit_inversion_base_m,kit_inversion_top_m,kit_inversion_depth_m,kit_inversion_deltaT_K,kit_source_id,kit_profile_levels,kit_missing_levels,kit_temperature_2m_C,kit_temperature_10m_C,kit_temperature_30m_C,kit_temperature_60m_C,kit_temperature_100m_C,kit_temperature_130m_C,kit_temperature_160m_C,kit_temperature_200m_C
2026-09-10 00:00:00+02:00,5.0,12.99370328524268,5.242071874156942,2.0,200.0,198.0,5.242071874156942,p2789618,8,,10.562920577884697,10.99840783892312,13.597148495971656,14.854941272804284,15.093826274067906,15.346979189540534,15.50892999429575,15.804992452041636
2026-09-10 00:20:00+02:00,4.98,17.598342400061167,5.209365898196134,2.0,100.0,98.0,4.758873710406242,p2815863,8,,10.606789893466985,10.769404361982966,14.2890728419952,15.208606719238308,15.365663603873228,15.27604249364855,15.452066151364631,15.726534681438444
2026-09-10 00:40:00+02:00,5.0,20.521247343686326,5.680752324920679,10.0,160.0,150.0,5.680752324920679,p2824638,8,,10.2461835087662,10.245273692838005,14.34952316157527,15.230106860626274,15.399563829937742,15.731934237514075,15.926026017758684,15.380014394535092
2026-09-10 00:50:00+02:00,5.0,19.43248156478872,5.491904341255218,10.0,160.0,150.0,5.491904341255218,p2809714,8,,10.081882812122368,10.047168960922212,13.933665273879956,15.205533235493965,15.391697471890229,15.512305270980749,15.53907330217743,15.17708524874115
2026-09-10 01:00:00+02:00,4.98,19.856107009226427,5.788598568127716,2.0,100.0,98.0,5.687694296350381,p2789600,8,,9.730269131103542,9.85569615891518,13.826917560760467,15.311897721834828,15.417963427453923,15.407195181856316,15.50809945363365,15.392976792606351
2026-09-10 01:20:00+02:00,5.0,23.22796960179012,6.462456274447092,2.0,160.0,158.0,6.462456274447092,p2815846,8,,9.379939995956445,9.446454128424309,14.092048048782331,15.051006351916,15.118749401523386,15.266735116872324,15.842396270403537,15.511727869110112
2026-09-10 01:40:00+02:00,5.0,24.805821886831893,6.528628082413968,2.0,160.0,158.0,6.528628082413968,p2824621,8,,8.926528449008956,9.03823462101616,13.999398998382539,14.756420259999626,14.803547310462166,14.963928770676539,15.455156531422924,15.31105684861757
2026-09-10 01:50:00+02:00,5.0,24.91731855026872,6.901027507436101,2.0,160.0,158.0,6.901027507436101,p2809697,8,,8.689183290412927,8.779620551191954,13.763084261245698,14.578345541844792,14.6349303896034,14.96307976961734,15.590210797849029,15.132113596900924
2026-09-10 02:20:00+02:00,5.0,26.55502591474532,6.947668034692102,2.0,160.0,158.0,6.947668034692102,p2815829,8,,8.335604725246455,8.439125891086556,13.75013107403562,14.708287463241582,14.954888992220292,15.121585042305991,15.283272759938557,15.00057110676196
2026-09-10 02:40:00+02:00,5.0,19.772282258421523,6.810176630683886,2.0,160.0,158.0,6.810176630683886,p2824604,8,,8.27858402263644,8.348299850699094,12.302756302383399,14.711364965593948,14.72841067539249,14.82841938924042,15.088760653320326,14.788669657264709
2026-09-10 02:50:00+02:00,5.0,16.84453495290749,6.188308033196746,2.0,160.0,158.0,6.188308033196746,p2809679,8,,8.184312045444509,8.409102188281997,11.778009178863496,13.649421901034078,14.296802851443694,14.304679129034676,14.372620078641257,14.347978483036057
2026-09-10 03:20:00+02:00,5.0,19.64302034546524,6.092038326433789,2.0,160.0,158.0,6.092038326433789,p2815811,8,,8.148499277877844,8.207265830824516,12.135869899917564,13.947683059059106,14.050190104725422,14.123661170225354,14.240537604311632,13.942079961738608
2026-09-10 03:40:00+02:00,5.0,13.811107747885387,6.144696213756545,2.0,160.0,158.0,6.144696213756545,p2824587,8,,7.819247488651294,7.913195530302666,10.675417079879743,13.024193785240175,13.785778668865186,13.895272616273509,13.963943702407839,13.633551815200812
2026-09-10 04:40:00+02:00,5.0,18.62323846925726,6.0853066630592085,2.0,160.0,158.0,6.0853066630592085,p2824569,8,,7.300623590991998,7.4031307748832536,11.127778468734705,12.677557309092204,12.89867844583889,13.140065902295811,13.385930254051207,13.013007269691467
