time,temperature_2m,surface_pressure,wind_speed_10m,wind_direction_10m,cloud_cover,temperature_1000hPa,geopotential_height_1000hPa,wind_speed_1000hPa,wind_direction_1000hPa,temperature_975hPa,geopotential_height_975hPa,wind_speed_975hPa,wind_direction_975hPa,temperature_950hPa,geopotential_height_950hPa,wind_speed_950hPa,wind_direction_950hPa,temperature_925hPa,geopotential_height_925hPa,wind_speed_925hPa,wind_direction_925hPa,temperature_900hPa,geopotential_height_900hPa,wind_speed_900hPa,wind_direction_900hPa,temperature_850hPa,geopotential_height_850hPa,wind_speed_850hPa,wind_direction_850hPa,max_inv_gradient_K_per_100m,inversion_depth_m,positive_deltaT_K,lowest_profile_height_agl_m,inversion_index,dwd_temperature_obs,surface_temp_bias_K,inversion_index_corrected,surface_correction_used
2026-08-20 00:00:00+02:00,16.0,1002.5,2.26,225,95,16.1,26.0,2.48,227,15.4,241.0,6.31,256,13.8,461.0,6.57,274,12.1,684.99,7.29,275,10.4,913.97,8.02,277,7.0,1388.0,9.47,278,0.0,0.0,0.0,2.0,0.0,,,0.0,False
2026-08-20 01:00:00+02:00,16.0,1002.6,2.14,233,88,16.2,27.0,2.44,235,15.4,242.0,5.82,266,13.7,462.0,5.8,281,12.1,685.99,6.63,277,10.5,914.97,7.48,274,7.2,1389.0,9.24,269,0.0,0.0,0.0,2.0,0.0,,,0.0,False
2026-08-20 02:00:00+02:00,15.3,1003.0,2.05,227,79,15.4,30.0,2.41,228,15.3,245.0,5.23,262,13.7,465.0,4.74,274,12.0,688.75,5.65,273,10.3,917.5,6.55,273,7.0,1391.0,8.36,273,0.0,0.0,0.0,2.0,0.0,,,0.0,False
2026-08-20 03:00:00+02:00,15.2,1002.6,1.92,242,37,15.4,26.0,2.28,241,15.3,241.0,4.98,271,13.6,461.0,4.98,276,12.0,684.75,5.89,276,10.4,913.5,6.81,275,7.2,1387.0,8.64,275,0.07194244604316649,139.0,0.10000000000000142,2.0,0.3778944844124724,,,0.3778944844124724,False
2026-08-20 04:00:00+02:00,15.1,1003.2,2.51,241,88,15.3,31.0,3.18,242,15.1,246.0,7.22,262,13.4,466.0,6.67,268,11.7,689.28,7.12,268,10.1,917.54,7.58,269,6.9,1390.0,8.48,269,0.0,0.0,0.0,2.0,0.0,,,0.0,False
2026-08-20 05:00:00+02:00,15.1,1003.2,2.6,247,93,15.2,31.0,3.27,247,15.2,246.0,8.38,261,13.6,466.0,6.88,260,12.0,689.52,7.05,260,10.3,918.02,7.22,261,7.1,1391.0,7.55,261,0.0694444444444442,144.0,0.09999999999999964,2.0,0.3808148148148143,,,0.3808148148148143,False
2026-08-20 06:00:00+02:00,14.8,1003.6,2.47,238,38,15.0,35.0,3.45,240,15.1,249.0,8.4,261,13.6,469.0,7.42,260,12.0,692.75,7.46,260,10.5,921.49,7.5,260,7.4,1395.0,7.57,260,0.2040816326530605,147.0,0.29999999999999893,2.0,0.7071496598639438,,,0.7071496598639438,False
2026-08-20 07:00:00+02:00,14.1,1003.8,2.48,220,45,14.0,37.0,3.26,223,14.5,251.0,8.27,255,13.3,470.0,7.89,259,11.8,693.75,7.52,259,10.3,922.49,7.16,259,7.4,1396.0,6.43,260,0.2684563758389264,214.0,0.5,2.0,1.000670022371365,,,1.000670022371365,False
2026-08-20 08:00:00+02:00,14.4,1003.7,2.92,202,46,14.0,36.0,3.81,203,14.2,249.0,7.3,231,12.9,469.0,7.66,241,11.6,692.52,7.66,244,10.2,921.02,7.69,247,7.5,1394.0,7.81,253,0.6060606060606066,66.0,0.40000000000000036,2.0,1.3601111111111122,,,1.3601111111111122,False
2026-08-20 09:00:00+02:00,15.2,1004.4,3.35,207,80,14.5,42.0,4.47,207,13.9,256.0,9.03,222,12.8,475.0,8.8,231,11.4,698.52,8.63,237,10.0,927.02,8.55,243,7.2,1400.0,8.66,255,1.1666666666666654,60.0,0.6999999999999993,2.0,2.491388888888886,,,2.491388888888886,False
2026-08-20 10:00:00+02:00,16.7,1004.6,3.74,214,97,16.0,43.0,5.13,213,13.8,258.0,6.59,210,12.7,477.0,7.07,223,11.3,700.75,7.43,231,9.9,929.49,7.91,238,7.0,1403.0,9.17,250,1.1864406779661005,59.0,0.6999999999999993,2.0,2.526141242937851,,,2.526141242937851,False
2026-08-20 11:00:00+02:00,17.3,1004.6,4.05,213,96,16.6,44.0,5.66,212,14.4,259.0,7.11,211,12.9,478.0,8.95,213,11.4,701.98,8.93,217,9.9,930.97,8.96,221,6.9,1405.0,9.15,228,1.2068965517241368,58.0,0.6999999999999993,2.0,2.5621436781609175,,,2.5621436781609175,False
2026-08-20 12:00:00+02:00,18.4,1004.3,3.53,205,79,17.4,41.0,4.74,205,15.1,257.0,6.3,205,13.0,476.0,7.32,210,11.7,699.98,7.91,220,10.3,928.97,8.69,228,7.5,1403.0,10.66,240,1.639344262295082,61.0,1.0,2.0,3.2165,,,3.2165,False
2026-08-20 13:00:00+02:00,19.4,1004.0,3.76,209,66,18.6,39.0,4.92,209,16.3,255.0,6.59,210,14.1,476.0,7.22,213,12.6,700.22,7.58,222,11.0,929.45,8.08,229,8.0,1404.0,9.41,241,1.2698412698412653,63.0,0.7999999999999972,2.0,2.722542328042319,,,2.722542328042319,False
2026-08-20 14:00:00+02:00,21.0,1004.0,3.82,223,63,20.0,38.0,4.82,222,17.5,256.0,6.62,220,15.3,477.0,7.05,218,13.5,702.15,7.69,222,11.7,932.36,8.38,226,8.2,1409.0,9.85,233,1.5625,64.0,1.0,2.0,3.221,,,3.221,False
2026-08-20 15:00:00+02:00,19.4,1004.0,3.31,245,100,18.9,38.0,4.25,243,17.3,255.0,7.5,229,15.5,477.0,8.82,218,13.6,701.68,9.16,217,11.7,931.4,9.51,216,8.0,1407.0,10.22,214,0.78125,64.0,0.5,2.0,1.7157916666666666,,,1.7157916666666666,False
2026-08-20 16:00:00+02:00,17.2,1004.5,2.42,294,100,16.6,43.0,3.09,295,15.1,258.0,5.3,266,13.9,478.0,5.8,259,12.6,702.68,7.18,255,11.4,932.4,8.6,252,8.8,1408.0,11.47,248,1.0169491525423693,59.0,0.5999999999999979,2.0,2.1779067796610097,,,2.1779067796610097,False
2026-08-20 17:00:00+02:00,16.9,1004.7,2.66,236,100,16.3,44.0,3.55,238,14.4,259.0,5.75,242,13.2,479.0,6.6,251,12.0,703.45,8.31,251,10.9,932.92,10.02,252,8.7,1408.0,13.45,252,1.034482758620686,58.0,0.5999999999999979,2.0,2.2085517241379233,,,2.2085517241379233,False
2026-08-20 18:00:00+02:00,16.3,1004.7,3.61,214,99,15.9,45.0,5.22,212,14.1,259.0,8.68,230,14.3,479.0,9.93,252,12.9,703.92,10.46,253,11.5,933.88,10.99,253,8.7,1410.0,12.05,253,0.7017543859649129,277.0,0.6000000000000014,2.0,1.927049707602341,,,1.927049707602341,False
2026-08-20 19:00:00+02:00,16.2,1004.5,2.8,215,100,16.0,43.0,3.92,218,14.7,257.0,6.95,243,14.7,477.0,6.01,260,13.2,701.92,7.01,259,11.7,931.88,8.01,258,8.6,1408.0,10.01,257,0.3389830508474564,59.0,0.1999999999999993,2.0,0.7849689265536698,,,0.7849689265536698,False
2026-08-20 20:00:00+02:00,15.8,1004.4,3.09,205,99,15.5,41.0,4.34,206,15.9,256.0,7.67,232,14.5,476.0,8.62,237,13.0,700.92,9.21,238,11.4,930.88,9.81,238,8.3,1407.0,11.01,240,0.49180327868852575,215.0,0.40000000000000036,2.0,1.3741393442622973,,,1.3741393442622973,False
2026-08-20 21:00:00+02:00,15.6,1005.0,3.18,204,95,15.4,46.0,4.79,203,15.0,261.0,9.61,222,13.9,481.0,10.45,233,12.4,705.22,10.55,237,10.8,934.45,10.68,240,7.7,1409.0,11.05,246,0.3571428571428559,56.0,0.1999999999999993,2.0,0.8137619047619022,,,0.8137619047619022,False
