time,temperature_2m,surface_pressure,wind_speed_10m,wind_direction_10m,cloud_cover,temperature_1000hPa,geopotential_height_1000hPa,wind_speed_1000hPa,wind_direction_1000hPa,temperature_975hPa,geopotential_height_975hPa,wind_speed_975hPa,wind_direction_975hPa,temperature_950hPa,geopotential_height_950hPa,wind_speed_950hPa,wind_direction_950hPa,temperature_925hPa,geopotential_height_925hPa,wind_speed_925hPa,wind_direction_925hPa,temperature_900hPa,geopotential_height_900hPa,wind_speed_900hPa,wind_direction_900hPa,temperature_850hPa,geopotential_height_850hPa,wind_speed_850hPa,wind_direction_850hPa
2026-08-28 00:00:00+02:00,25.4,996.7,1.43,205,100,26.1,73.0,1.43,205,28.4,297.0,9.51,147,27.6,527.0,12.31,166,26.1,762.38,11.32,172,24.6,1003.31,10.47,178,21.7,1503.0,9.3,195
2026-08-28 01:00:00+02:00,25.3,995.8,1.6,184,100,26.2,65.0,1.6,184,28.2,289.0,9.04,152,26.8,519.0,11.18,179,25.5,754.38,11.05,184,24.1,995.31,10.99,189,21.4,1495.0,11.13,199
2026-08-28 02:00:00+02:00,23.3,998.1,3.09,335,100,23.4,84.0,3.09,335,22.8,305.0,9.42,310,22.5,532.0,8.73,308,21.8,764.82,6.6,282,21.1,1003.07,6.61,246,19.8,1497.0,11.95,206
2026-08-28 03:00:00+02:00,22.2,998.8,1.7,118,100,22.5,91.0,1.7,118,21.5,311.0,1.31,18,21.3,537.0,5.14,290,20.6,768.89,5.95,263,19.9,1006.16,7.67,245,18.5,1498.0,12.19,228
2026-08-28 04:00:00+02:00,21.5,998.3,0.98,114,100,21.9,87.0,0.98,114,21.4,307.0,1.81,114,21.3,533.0,2.63,215,20.4,764.66,5.08,235,19.5,1001.69,7.75,242,17.6,1493.0,13.21,247
2026-08-28 05:00:00+02:00,20.9,997.9,1.75,156,100,21.3,84.0,1.75,156,21.8,304.0,4.46,162,22.0,530.0,5.1,198,20.7,761.66,6.45,209,19.4,998.69,7.94,215,16.9,1490.0,11.1,223
2026-08-28 06:00:00+02:00,20.5,997.7,2.61,176,100,20.8,82.0,2.61,176,21.2,301.0,6.95,178,21.8,527.0,6.81,201,20.6,758.43,7.47,212,19.3,995.21,8.33,221,16.7,1486.0,10.48,233
2026-08-28 07:00:00+02:00,20.8,997.1,2.92,174,100,21.1,77.0,2.92,174,21.0,296.0,8.47,165,21.5,522.0,8.1,191,20.5,753.43,7.93,204,19.5,990.21,8.2,217,17.4,1481.0,9.88,239
2026-08-28 08:00:00+02:00,21.2,998.2,3.7,180,100,21.3,86.0,3.7,180,20.6,306.0,10.16,179,19.4,530.0,10.43,194,18.4,760.26,10.07,203,17.4,995.83,9.95,212,15.4,1484.0,10.41,229
2026-08-28 09:00:00+02:00,22.5,998.2,3.32,173,100,22.4,85.0,3.32,173,20.5,305.0,7.36,182,19.6,529.0,8.95,213,18.5,759.03,9.49,216,17.5,994.36,10.06,220,15.3,1482.0,11.28,225
2026-08-28 10:00:00+02:00,23.4,998.5,3.09,205,100,23.2,88.0,3.09,205,20.9,308.0,4.77,207,19.4,533.0,6.55,229,18.1,762.33,7.21,226,16.9,996.92,7.88,223,14.4,1483.0,9.27,219
2026-08-28 11:00:00+02:00,23.2,998.9,3.77,191,100,23.2,92.0,3.77,191,20.9,312.0,6.44,191,18.9,536.0,6.68,195,17.3,764.87,7.29,200,15.8,998.97,7.95,204,12.7,1484.0,9.36,210
2026-08-28 12:00:00+02:00,22.8,999.6,3.33,221,100,22.7,97.0,3.33,221,20.6,317.0,6.76,229,18.8,542.0,7.8,246,17.2,770.4,8.6,243,15.7,1004.02,9.43,240,12.7,1488.0,11.13,236
2026-08-28 13:00:00+02:00,23.4,999.8,3.47,258,100,23.3,99.0,3.47,258,21.1,319.0,6.67,258,18.9,544.0,7.17,257,17.3,772.17,7.94,255,15.8,1005.54,8.7,254,12.7,1489.0,10.25,252
2026-08-28 14:00:00+02:00,24.8,999.1,2.82,186,100,24.2,92.0,2.82,186,21.7,313.0,3.78,189,19.5,538.0,3.86,193,18.1,766.87,3.86,224,16.6,1000.97,4.84,248,13.8,1486.0,8.1,271
2026-08-28 15:00:00+02:00,26.1,999.2,4.12,186,100,25.4,94.0,4.12,186,22.8,315.0,6.17,188,20.5,541.0,6.3,188,18.8,770.56,6.92,208,17.1,1005.4,8.24,224,13.8,1492.0,11.95,242
2026-08-28 16:00:00+02:00,27.1,999.1,4.46,200,100,26.7,92.0,4.37,200,24.1,315.0,7.24,204,21.8,541.0,7.75,209,19.7,770.56,9.13,223,17.6,1005.4,10.92,234,13.4,1492.0,15.13,246
2026-08-28 17:00:00+02:00,27.1,998.7,4.87,199,88,27.0,88.0,4.87,199,24.5,311.0,9.13,205,22.3,538.0,9.74,211,20.1,767.8,9.92,219,17.9,1002.87,10.31,227,13.5,1490.0,11.62,241
2026-08-28 18:00:00+02:00,27.0,998.7,5.61,230,100,27.0,90.0,5.61,230,24.7,312.0,11.22,232,22.5,539.0,11.87,232,20.2,768.8,12.04,233,17.9,1003.88,12.22,234,13.3,1491.0,12.57,236
2026-08-28 19:00:00+02:00,25.4,999.2,3.51,275,97,25.4,94.0,3.51,275,23.3,315.0,7.36,268,21.2,541.0,8.68,262,19.0,769.87,9.78,256,16.8,1003.97,10.97,251,12.3,1489.0,13.53,244
2026-08-28 20:00:00+02:00,24.1,1000.0,3.54,254,51,24.4,101.0,3.54,254,22.8,322.0,9.35,255,20.6,547.0,10.67,255,18.3,775.17,11.45,254,16.1,1008.54,12.25,252,11.6,1492.0,13.85,250
2026-08-28 21:00:00+02:00,23.4,1000.4,3.69,257,100,23.6,104.0,3.69,257,22.0,324.0,10.37,268,19.9,549.0,11.29,272,17.7,776.7,11.11,267,15.5,1009.58,11.03,261,11.1,1492.0,11.13,251
2026-08-28 22:00:00+02:00,22.0,1001.4,3.54,262,100,22.1,113.0,3.93,263,20.6,333.0,10.21,260,18.6,556.0,11.78,264,16.5,783.23,11.4,261,14.3,1015.63,11.05,258,10.1,1497.0,10.49,250
2026-08-28 23:00:00+02:00,21.2,1001.8,2.91,254,81,21.3,116.0,3.52,255,19.7,335.0,9.03,261,17.6,558.0,10.94,263,15.7,784.77,11.18,260,13.9,1016.67,11.46,258,10.1,1497.0,12.09,252
