time,temperature_obs
2026-08-28 00:00:00+02:00,27.5
2026-08-28 00:10:00+02:00,27.8
2026-08-28 00:20:00+02:00,27.6
2026-08-28 00:30:00+02:00,28.7
2026-08-28 00:40:00+02:00,28.2
2026-08-28 00:50:00+02:00,28.1
2026-08-28 01:00:00+02:00,28.2
2026-08-28 01:10:00+02:00,24.1
2026-08-28 01:20:00+02:00,24.5
2026-08-28 01:30:00+02:00,24.6
2026-08-28 01:40:00+02:00,22.5
2026-08-28 01:50:00+02:00,21.3
2026-08-28 02:00:00+02:00,21.2
2026-08-28 02:10:00+02:00,21.1
2026-08-28 02:20:00+02:00,20.7
2026-08-28 02:30:00+02:00,20.7
2026-08-28 02:40:00+02:00,20.6
2026-08-28 02:50:00+02:00,20.8
