time,icon_d2_index,icon_d2_max_positive_gradient_K_per_100m,icon_d2_inversion_deltaT_K,icon_d2_inversion_depth_m,icon_d2_inversion_base_m,icon_d2_inversion_top_m,icon_d2_level_count
2026-08-14 00:00:00+02:00,4.6850000000000005,7.999999999999999,6.199999999999999,290.0,2.0,292.0,7
2026-08-14 01:00:00+02:00,4.349,7.424242424242422,4.899999999999999,66.0,2.0,68.0,7
2026-08-14 02:00:00+02:00,4.3475,10.153846153846157,6.600000000000001,65.0,2.0,67.0,7
2026-08-14 03:00:00+02:00,4.346,13.437500000000002,8.600000000000001,64.0,2.0,66.0,7
2026-08-14 04:00:00+02:00,4.6745,15.081967213114753,9.3,283.0,2.0,285.0,7
2026-08-14 05:00:00+02:00,4.337000000000001,17.75862068965517,10.299999999999999,58.0,2.0,60.0,7
2026-08-14 06:00:00+02:00,4.667000000000001,16.249999999999996,9.399999999999999,278.0,2.0,280.0,7
2026-08-14 07:00:00+02:00,4.67,11.694915254237289,8.6,280.0,2.0,282.0,7
2026-08-14 08:00:00+02:00,5.0,5.6896551724137945,5.899999999999999,505.0,2.0,507.0,7
2026-08-14 09:00:00+02:00,2.7523001508295613,0.7239819004524878,1.8000000000000007,506.0,2.0,508.0,7
2026-08-14 10:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-14 11:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-14 12:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-14 13:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-14 14:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-14 15:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-14 16:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-14 17:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-14 18:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-14 19:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-14 20:00:00+02:00,3.1085000000000025,6.42857142857147,0.9000000000000057,14.0,2.0,16.0,7
2026-08-14 21:00:00+02:00,4.3115000000000006,14.285714285714285,3.1999999999999993,241.0,2.0,243.0,7
2026-08-14 22:00:00+02:00,4.6115,14.285714285714285,6.099999999999998,241.0,2.0,243.0,7
2026-08-14 23:00:00+02:00,4.607,24.166666666666682,9.600000000000001,238.0,2.0,240.0,7
