time,temperature_2m,surface_pressure,wind_speed_10m,wind_direction_10m,cloud_cover,temperature_1000hPa,geopotential_height_1000hPa,wind_speed_1000hPa,wind_direction_1000hPa,temperature_975hPa,geopotential_height_975hPa,wind_speed_975hPa,wind_direction_975hPa,temperature_950hPa,geopotential_height_950hPa,wind_speed_950hPa,wind_direction_950hPa,temperature_925hPa,geopotential_height_925hPa,wind_speed_925hPa,wind_direction_925hPa,temperature_900hPa,geopotential_height_900hPa,wind_speed_900hPa,wind_direction_900hPa,temperature_850hPa,geopotential_height_850hPa,wind_speed_850hPa,wind_direction_850hPa,max_inv_gradient_K_per_100m,inversion_depth_m,positive_deltaT_K,lowest_profile_height_agl_m,inversion_index,dwd_temperature_obs,surface_temp_bias_K,inversion_index_corrected,surface_correction_used
2026-08-25 00:00:00+02:00,12.7,1019.1,2.46,63,0,15.9,167.0,8.45,64,14.8,382.0,8.31,86,13.0,601.0,8.17,99,11.8,824.26,7.51,103,10.6,1052.51,6.89,108,8.1,1525.0,5.84,120,4.923076923076924,65.0,3.200000000000001,67.0,4.0475,,,4.0475,False
2026-08-25 01:00:00+02:00,12.0,1018.9,2.3,56,0,16.2,166.0,7.41,80,15.1,381.0,7.17,101,13.6,600.0,7.89,107,12.0,823.49,7.67,112,10.3,1051.98,7.49,116,7.1,1525.0,7.27,125,6.562499999999999,64.0,4.199999999999999,66.0,4.346,,,4.346,False
2026-08-25 02:00:00+02:00,11.6,1018.7,2.66,70,0,15.7,164.0,8.3,89,14.7,379.0,8.55,96,13.0,598.0,8.08,100,11.6,821.03,7.84,106,10.1,1049.03,7.69,112,7.1,1521.0,7.65,124,6.61290322580645,62.0,4.1,64.0,4.343,13.466666666666667,1.8666666666666671,4.50725,True
2026-08-25 03:00:00+02:00,11.2,1018.7,2.38,75,0,15.1,164.0,8.33,95,14.6,378.0,8.77,104,13.0,597.0,7.72,109,11.6,820.03,7.89,114,10.1,1048.03,8.13,119,7.1,1520.0,8.76,127,6.290322580645162,62.0,3.9000000000000004,64.0,4.3055,13.25,2.0500000000000007,4.479125,True
2026-08-25 04:00:00+02:00,10.9,1018.5,2.5,74,0,14.7,162.0,8.73,95,14.8,376.0,10.15,104,13.2,595.0,8.78,107,11.7,818.26,8.49,110,10.2,1046.51,8.23,112,7.2,1519.0,7.76,118,6.333333333333331,274.0,3.9000000000000004,62.0,4.6235,13.033333333333333,2.133333333333333,4.717625,True
2026-08-25 05:00:00+02:00,10.7,1018.3,2.72,73,0,14.9,160.0,9.65,96,14.5,374.0,9.88,100,13.0,593.0,8.55,105,11.7,816.03,8.25,106,10.4,1044.03,7.95,108,7.7,1516.0,7.38,112,7.241379310344829,58.0,4.200000000000001,60.0,4.337000000000001,12.65,1.950000000000001,4.502750000000001,True
2026-08-25 06:00:00+02:00,10.4,1018.1,2.55,79,0,14.8,158.0,9.72,94,14.3,372.0,10.48,99,12.8,591.0,9.09,101,11.4,814.03,8.4,104,9.9,1042.03,7.73,107,7.0,1514.0,6.51,117,7.8571428571428585,56.0,4.4,58.0,4.3340000000000005,12.416666666666666,2.0166666666666657,4.500500000000001,True
2026-08-25 07:00:00+02:00,10.4,1017.9,2.57,77,0,14.4,156.0,9.43,95,14.3,370.0,10.41,103,12.9,589.0,9.34,105,11.5,812.26,8.74,106,10.2,1040.51,8.15,107,7.4,1513.0,6.97,109,7.4074074074074066,54.0,4.0,56.0,4.331,12.816666666666668,2.416666666666668,4.4982500000000005,True
2026-08-25 08:00:00+02:00,11.8,1017.7,3.2,70,0,14.1,155.0,9.72,86,14.6,369.0,10.84,96,13.0,589.0,9.88,98,11.7,812.26,9.56,98,10.3,1040.51,9.23,98,7.6,1513.0,8.57,98,4.339622641509432,267.0,2.799999999999999,55.0,4.2005,14.4,2.5999999999999996,3.150375,True
2026-08-25 09:00:00+02:00,14.1,1017.9,3.42,75,12,13.6,156.0,9.04,85,14.6,370.0,11.73,93,13.2,589.0,10.69,95,11.7,812.49,10.53,95,10.3,1040.99,10.37,95,7.4,1514.0,10.05,96,0.46728971962616817,214.0,1.0,56.0,1.5526978193146415,16.616666666666667,2.5166666666666675,1.1645233644859811,True
