time,temperature_2m,surface_pressure,wind_speed_10m,wind_direction_10m,cloud_cover,temperature_1000hPa,geopotential_height_1000hPa,wind_speed_1000hPa,wind_direction_1000hPa,temperature_975hPa,geopotential_height_975hPa,wind_speed_975hPa,wind_direction_975hPa,temperature_950hPa,geopotential_height_950hPa,wind_speed_950hPa,wind_direction_950hPa,temperature_925hPa,geopotential_height_925hPa,wind_speed_925hPa,wind_direction_925hPa,temperature_900hPa,geopotential_height_900hPa,wind_speed_900hPa,wind_direction_900hPa,temperature_850hPa,geopotential_height_850hPa,wind_speed_850hPa,wind_direction_850hPa
2026-09-15 00:00:00+02:00,17.3,1010.5,0.54,158,9,20.8,192.0,2.47,148,20.7,411.0,4.86,169,19.1,635.0,4.73,181,17.3,863.15,4.03,195,15.5,1096.51,3.63,213,11.8,1580.0,4.04,250
2026-09-15 01:00:00+02:00,17.1,1010.3,0.22,153,66,20.8,191.0,2.28,142,20.5,410.0,5.41,160,19.0,634.0,5.86,173,17.2,861.92,4.64,182,15.4,1095.04,3.66,198,11.8,1578.0,3.24,249
2026-09-15 02:00:00+02:00,16.5,1009.9,0.63,288,78,19.5,187.0,0.98,156,20.2,406.0,4.66,163,18.8,629.0,5.7,178,17.1,856.92,4.66,187,15.4,1090.04,3.79,201,11.9,1573.0,3.23,244
2026-09-15 03:00:00+02:00,16.5,1009.7,0.36,326,100,19.0,185.0,0.45,153,20.0,403.0,3.85,166,18.9,627.0,4.96,185,17.1,854.92,4.16,196,15.4,1088.04,3.57,211,11.8,1571.0,3.48,251
2026-09-15 04:00:00+02:00,15.9,1009.7,0.45,27,71,18.6,185.0,0.41,104,19.6,403.0,3.32,166,18.7,626.0,3.73,192,17.0,853.92,3.16,209,15.2,1087.04,2.96,230,11.8,1570.0,3.8,268
2026-09-15 05:00:00+02:00,15.3,1009.5,0.82,14,50,18.2,184.0,0.81,60,19.3,402.0,2.72,162,18.8,625.0,2.62,199,17.0,852.92,2.36,221,15.3,1086.04,2.47,243,11.8,1569.0,3.55,274
2026-09-15 06:00:00+02:00,15.1,1008.9,0.4,270,53,17.8,178.0,0.73,164,18.9,395.0,2.89,159,18.8,619.0,2.4,207,17.0,846.92,2.29,225,15.2,1080.04,2.43,244,11.6,1563.0,3.29,270
2026-09-15 07:00:00+02:00,14.6,1008.7,0.73,254,23,17.3,176.0,1.22,215,18.5,393.0,2.92,163,18.6,616.0,2.55,208,16.8,843.92,2.23,223,15.1,1077.04,2.11,242,11.7,1560.0,2.54,276
2026-09-15 08:00:00+02:00,14.6,1008.4,0.32,162,0,16.9,174.0,0.91,186,18.2,391.0,2.6,157,18.6,614.0,2.28,199,16.9,841.92,1.91,214,15.3,1075.04,1.72,234,11.9,1558.0,2.03,274
2026-09-15 09:00:00+02:00,17.2,1008.3,0.92,221,10,16.6,173.0,1.7,208,18.0,389.0,3.29,167,18.2,612.0,2.95,190,16.6,839.92,2.34,201,15.0,1073.04,1.85,219,11.7,1556.0,1.77,270
