time,temperature_obs
2026-09-12 02:00:00+02:00,15.3
2026-09-12 02:10:00+02:00,15.2
2026-09-12 02:20:00+02:00,15.3
2026-09-12 02:30:00+02:00,15.2
2026-09-12 02:40:00+02:00,15.2
2026-09-12 02:50:00+02:00,15.0
2026-09-12 03:00:00+02:00,14.8
2026-09-12 03:10:00+02:00,14.7
2026-09-12 03:20:00+02:00,14.8
2026-09-12 03:30:00+02:00,14.8
2026-09-12 03:40:00+02:00,14.7
2026-09-12 03:50:00+02:00,14.8
2026-09-12 04:00:00+02:00,14.8
2026-09-12 04:10:00+02:00,14.7
2026-09-12 04:20:00+02:00,14.0
2026-09-12 04:30:00+02:00,13.9
2026-09-12 04:40:00+02:00,13.7
2026-09-12 04:50:00+02:00,13.6
2026-09-12 05:00:00+02:00,13.3
2026-09-12 05:10:00+02:00,13.0
2026-09-12 05:20:00+02:00,13.0
2026-09-12 05:30:00+02:00,12.9
2026-09-12 05:40:00+02:00,12.8
2026-09-12 05:50:00+02:00,12.6
2026-09-12 06:00:00+02:00,12.5
2026-09-12 06:10:00+02:00,12.5
2026-09-12 06:20:00+02:00,12.3
2026-09-12 06:30:00+02:00,12.2
2026-09-12 06:40:00+02:00,12.1
2026-09-12 06:50:00+02:00,11.9
2026-09-12 07:00:00+02:00,11.9
2026-09-12 07:10:00+02:00,11.8
2026-09-12 07:20:00+02:00,11.7
2026-09-12 07:30:00+02:00,11.7
2026-09-12 07:40:00+02:00,11.8
2026-09-12 07:50:00+02:00,11.7
2026-09-12 08:00:00+02:00,12.0
2026-09-12 08:10:00+02:00,12.0
2026-09-12 08:20:00+02:00,12.3
2026-09-12 08:30:00+02:00,12.5
2026-09-12 08:40:00+02:00,12.5
2026-09-12 08:50:00+02:00,13.0
2026-09-12 09:00:00+02:00,13.4
2026-09-12 09:10:00+02:00,13.8
2026-09-12 09:20:00+02:00,14.2
2026-09-12 09:30:00+02:00,14.5
2026-09-12 09:40:00+02:00,14.8
2026-09-12 09:50:00+02:00,15.3
2026-09-12 10:00:00+02:00,15.7
2026-09-12 10:10:00+02:00,15.9
2026-09-12 10:20:00+02:00,16.3
2026-09-12 10:30:00+02:00,16.6
2026-09-12 10:40:00+02:00,17.2
2026-09-12 10:50:00+02:00,17.3
2026-09-12 11:00:00+02:00,17.5
2026-09-12 11:10:00+02:00,18.2
2026-09-12 11:20:00+02:00,18.2
2026-09-12 11:30:00+02:00,18.5
2026-09-12 11:40:00+02:00,18.5
2026-09-12 11:50:00+02:00,18.8
2026-09-12 12:00:00+02:00,19.3
2026-09-12 12:10:00+02:00,18.5
2026-09-12 12:20:00+02:00,18.8
2026-09-12 12:30:00+02:00,18.9
2026-09-12 12:40:00+02:00,19.0
2026-09-12 12:50:00+02:00,19.5
2026-09-12 13:00:00+02:00,19.3
2026-09-12 13:10:00+02:00,19.8
2026-09-12 13:20:00+02:00,20.1
2026-09-12 13:30:00+02:00,20.2
2026-09-12 13:40:00+02:00,20.4
2026-09-12 13:50:00+02:00,20.5
2026-09-12 14:00:00+02:00,20.2
2026-09-12 14:10:00+02:00,20.4
2026-09-12 14:20:00+02:00,20.4
2026-09-12 14:30:00+02:00,20.3
2026-09-12 14:40:00+02:00,20.5
2026-09-12 14:50:00+02:00,20.6
2026-09-12 15:00:00+02:00,20.8
2026-09-12 15:10:00+02:00,20.5
2026-09-12 15:20:00+02:00,19.7
2026-09-12 15:30:00+02:00,19.5
2026-09-12 15:40:00+02:00,19.7
2026-09-12 15:50:00+02:00,19.4
2026-09-12 16:00:00+02:00,19.4
2026-09-12 16:10:00+02:00,19.4
2026-09-12 16:20:00+02:00,19.5
2026-09-12 16:30:00+02:00,19.5
2026-09-12 16:40:00+02:00,19.6
2026-09-12 16:50:00+02:00,19.5
2026-09-12 17:00:00+02:00,19.4
2026-09-12 17:10:00+02:00,19.4
2026-09-12 17:20:00+02:00,19.2
2026-09-12 17:30:00+02:00,19.1
2026-09-12 17:40:00+02:00,19.2
2026-09-12 17:50:00+02:00,19.3
2026-09-12 18:00:00+02:00,19.2
2026-09-12 18:10:00+02:00,19.2
2026-09-12 18:20:00+02:00,19.1
2026-09-12 18:30:00+02:00,19.0
2026-09-12 18:40:00+02:00,18.8
2026-09-12 18:50:00+02:00,18.8
2026-09-12 19:00:00+02:00,18.7
2026-09-12 19:10:00+02:00,18.8
2026-09-12 19:20:00+02:00,18.9
2026-09-12 19:30:00+02:00,18.7
2026-09-12 19:40:00+02:00,18.7
2026-09-12 19:50:00+02:00,18.6
2026-09-12 20:00:00+02:00,18.5
2026-09-12 20:10:00+02:00,18.3
2026-09-12 20:20:00+02:00,18.3
2026-09-12 20:30:00+02:00,18.4
2026-09-12 20:40:00+02:00,18.3
2026-09-12 20:50:00+02:00,18.0
2026-09-12 21:00:00+02:00,17.7
2026-09-12 21:10:00+02:00,17.7
2026-09-12 21:20:00+02:00,17.5
2026-09-12 21:30:00+02:00,17.2
2026-09-12 21:40:00+02:00,17.1
2026-09-12 21:50:00+02:00,16.9
2026-09-12 22:00:00+02:00,16.8
2026-09-12 22:10:00+02:00,16.4
2026-09-12 22:20:00+02:00,16.3
