time,temperature_obs
2026-09-02 02:00:00+02:00,14.1
2026-09-02 02:10:00+02:00,14.4
2026-09-02 02:20:00+02:00,14.4
2026-09-02 02:30:00+02:00,14.3
2026-09-02 02:40:00+02:00,14.3
2026-09-02 02:50:00+02:00,14.1
2026-09-02 03:00:00+02:00,14.2
2026-09-02 03:10:00+02:00,14.0
2026-09-02 03:20:00+02:00,13.6
2026-09-02 03:30:00+02:00,13.5
2026-09-02 03:40:00+02:00,13.3
2026-09-02 03:50:00+02:00,13.3
2026-09-02 04:00:00+02:00,13.1
2026-09-02 04:10:00+02:00,12.9
2026-09-02 04:20:00+02:00,12.8
2026-09-02 04:30:00+02:00,12.9
2026-09-02 04:40:00+02:00,12.8
2026-09-02 04:50:00+02:00,12.8
2026-09-02 05:00:00+02:00,12.8
2026-09-02 05:10:00+02:00,12.8
2026-09-02 05:20:00+02:00,12.9
2026-09-02 05:30:00+02:00,13.3
2026-09-02 05:40:00+02:00,13.0
2026-09-02 05:50:00+02:00,13.1
2026-09-02 06:00:00+02:00,13.3
2026-09-02 06:10:00+02:00,13.0
2026-09-02 06:20:00+02:00,12.9
2026-09-02 06:30:00+02:00,12.8
2026-09-02 06:40:00+02:00,12.8
2026-09-02 06:50:00+02:00,12.8
2026-09-02 07:00:00+02:00,12.8
2026-09-02 07:10:00+02:00,13.0
2026-09-02 07:20:00+02:00,13.1
2026-09-02 07:30:00+02:00,13.2
2026-09-02 07:40:00+02:00,13.3
2026-09-02 07:50:00+02:00,13.5
2026-09-02 08:00:00+02:00,13.7
2026-09-02 08:10:00+02:00,13.9
2026-09-02 08:20:00+02:00,14.0
2026-09-02 08:30:00+02:00,14.3
2026-09-02 08:40:00+02:00,14.5
2026-09-02 08:50:00+02:00,14.7
2026-09-02 09:00:00+02:00,15.1
2026-09-02 09:10:00+02:00,15.2
2026-09-02 09:20:00+02:00,15.7
2026-09-02 09:30:00+02:00,16.2
2026-09-02 09:40:00+02:00,16.5
2026-09-02 09:50:00+02:00,16.7
2026-09-02 10:00:00+02:00,16.4
2026-09-02 10:10:00+02:00,17.3
2026-09-02 10:20:00+02:00,17.6
2026-09-02 10:30:00+02:00,17.7
2026-09-02 10:40:00+02:00,17.9
2026-09-02 10:50:00+02:00,18.3
2026-09-02 11:00:00+02:00,18.8
2026-09-02 11:10:00+02:00,19.3
2026-09-02 11:20:00+02:00,19.4
2026-09-02 11:30:00+02:00,19.7
2026-09-02 11:40:00+02:00,20.0
2026-09-02 11:50:00+02:00,20.3
2026-09-02 12:00:00+02:00,20.6
2026-09-02 12:10:00+02:00,20.8
2026-09-02 12:20:00+02:00,20.3
2026-09-02 12:30:00+02:00,21.0
2026-09-02 12:40:00+02:00,20.8
2026-09-02 12:50:00+02:00,20.9
2026-09-02 13:00:00+02:00,20.4
2026-09-02 13:10:00+02:00,21.0
2026-09-02 13:20:00+02:00,20.7
2026-09-02 13:30:00+02:00,21.4
2026-09-02 13:40:00+02:00,21.2
2026-09-02 13:50:00+02:00,21.1
2026-09-02 14:00:00+02:00,21.0
2026-09-02 14:10:00+02:00,21.4
2026-09-02 14:20:00+02:00,21.6
2026-09-02 14:30:00+02:00,21.6
2026-09-02 14:40:00+02:00,21.2
2026-09-02 14:50:00+02:00,20.9
2026-09-02 15:00:00+02:00,20.6
2026-09-02 15:10:00+02:00,20.3
2026-09-02 15:20:00+02:00,20.1
2026-09-02 15:30:00+02:00,20.0
2026-09-02 15:40:00+02:00,20.4
2026-09-02 15:50:00+02:00,20.5
2026-09-02 16:00:00+02:00,20.3
2026-09-02 16:10:00+02:00,19.7
2026-09-02 16:20:00+02:00,19.6
2026-09-02 16:30:00+02:00,19.9
2026-09-02 16:40:00+02:00,19.8
2026-09-02 16:50:00+02:00,19.8
2026-09-02 17:00:00+02:00,19.8
2026-09-02 17:10:00+02:00,19.6
2026-09-02 17:20:00+02:00,19.7
2026-09-02 17:30:00+02:00,19.1
2026-09-02 17:40:00+02:00,19.1
2026-09-02 17:50:00+02:00,19.0
2026-09-02 18:00:00+02:00,18.9
2026-09-02 18:10:00+02:00,18.8
2026-09-02 18:20:00+02:00,18.6
2026-09-02 18:30:00+02:00,18.5
2026-09-02 18:40:00+02:00,18.7
2026-09-02 18:50:00+02:00,19.0
2026-09-02 19:00:00+02:00,18.5
2026-09-02 19:10:00+02:00,18.4
2026-09-02 19:20:00+02:00,18.3
2026-09-02 19:30:00+02:00,18.3
2026-09-02 19:40:00+02:00,18.3
2026-09-02 19:50:00+02:00,18.2
2026-09-02 20:00:00+02:00,18.2
2026-09-02 20:10:00+02:00,18.4
2026-09-02 20:20:00+02:00,17.9
2026-09-02 20:30:00+02:00,17.9
2026-09-02 20:40:00+02:00,17.8
2026-09-02 20:50:00+02:00,17.9
2026-09-02 21:00:00+02:00,17.7
2026-09-02 21:10:00+02:00,17.5
2026-09-02 21:20:00+02:00,17.2
2026-09-02 21:30:00+02:00,17.0
2026-09-02 21:40:00+02:00,16.8
2026-09-02 21:50:00+02:00,16.9
