time,temperature_obs,temperature_source,station_id,station_name,station_altitude_m,latitude,longitude,humidity_percent,pressure_hpa,pressure_sea_level_hpa,wind_speed_ms,wind_direction_deg,precip_mm
2026-09-10 00:00:00+02:00,20.8,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,87.0,1014.3,1015.8,1.2,350.0,0.0
2026-09-10 01:00:00+02:00,21.0,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,85.0,1013.8,1015.3,1.7,334.0,0.0
2026-09-10 02:00:00+02:00,21.0,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,88.0,1013.5,1015.0,1.8,359.0,0.0
2026-09-10 03:00:00+02:00,21.0,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,86.0,1012.9,1014.4,2.2,20.0,0.0
2026-09-10 04:00:00+02:00,21.1,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,83.0,1013.0,1014.5,2.0,22.0,0.0
2026-09-10 05:00:00+02:00,21.1,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,80.0,1013.2,1014.7,1.3,358.0,0.0
2026-09-10 06:00:00+02:00,20.7,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,80.0,1013.2,1014.7,1.7,336.0,0.0
2026-09-10 07:00:00+02:00,20.5,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,72.0,1013.6,1015.1,1.5,307.0,0.0
2026-09-10 08:00:00+02:00,20.0,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,69.0,1014.1,1015.6,1.3,253.0,0.0
2026-09-10 09:00:00+02:00,20.0,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,69.0,1014.9,1016.4,1.4,309.0,0.0
2026-09-10 10:00:00+02:00,21.6,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,60.0,1015.5,1017.0,0.7,308.0,0.0
2026-09-10 11:00:00+02:00,24.9,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,54.0,1015.9,1017.4,1.2,343.0,0.0
2026-09-10 12:00:00+02:00,26.9,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,50.0,1016.2,1017.7,1.6,356.0,0.0
2026-09-10 13:00:00+02:00,27.4,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,47.0,1015.5,1017.0,2.0,130.0,0.0
2026-09-10 14:00:00+02:00,26.4,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,50.0,1015.3,1016.8,4.3,129.0,0.0
2026-09-10 15:00:00+02:00,26.5,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,51.0,1015.0,1016.5,4.3,133.0,0.0
2026-09-10 16:00:00+02:00,26.6,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,53.0,1014.7,1016.2,4.3,127.0,0.0
2026-09-10 17:00:00+02:00,25.8,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,57.0,1014.2,1015.7,3.9,162.0,0.0
2026-09-10 18:00:00+02:00,25.6,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,61.0,1013.4,1014.9,3.4,151.0,0.0
2026-09-10 19:00:00+02:00,25.2,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,63.0,1013.5,1015.0,3.5,158.0,0.0
2026-09-10 20:00:00+02:00,25.1,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,67.0,1013.8,1015.3,2.1,164.0,0.0
