time,temperature_obs,temperature_source,station_id,station_name,station_altitude_m,latitude,longitude,humidity_percent,pressure_hpa,pressure_sea_level_hpa,wind_speed_ms,wind_direction_deg,precip_mm
2026-09-20 00:00:00+02:00,22.0,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,79.0,1022.7,1024.2,0.8,1.0,0.0
2026-09-20 01:00:00+02:00,21.4,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,81.0,1022.8,1024.3,0.8,344.0,0.0
2026-09-20 02:00:00+02:00,20.9,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,83.0,1022.8,1024.3,0.8,354.0,0.0
2026-09-20 03:00:00+02:00,20.5,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,84.0,1022.6,1024.1,1.0,294.0,0.0
2026-09-20 04:00:00+02:00,20.1,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,85.0,1022.5,1024.0,1.3,244.0,0.0
2026-09-20 05:00:00+02:00,19.7,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,86.0,1022.5,1024.0,1.0,264.0,0.0
2026-09-20 06:00:00+02:00,19.4,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,86.0,1022.5,1024.0,1.4,262.0,0.0
2026-09-20 07:00:00+02:00,19.1,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,86.0,1022.7,1024.2,0.9,269.0,0.0
2026-09-20 08:00:00+02:00,18.7,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,87.0,1023.1,1024.6,1.3,261.0,0.0
2026-09-20 09:00:00+02:00,19.3,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,84.0,1023.7,1025.2,1.5,260.0,0.0
2026-09-20 10:00:00+02:00,21.6,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,76.0,1024.2,1025.7,1.4,278.0,0.0
2026-09-20 11:00:00+02:00,24.6,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,66.0,1024.7,1026.2,1.4,300.0,0.0
