time,level_type,pressure_hPa,height_msl_m,height_agl_m,temperature_C,usable_for_inversion
2026-08-22 00:00:00+02:00,surface,,6.0,2.0,15.6,True
2026-08-22 00:00:00+02:00,pressure,1000.0,95.0,91.0,16.1,True
2026-08-22 00:00:00+02:00,pressure,975.0,310.0,306.0,14.4,True
2026-08-22 00:00:00+02:00,pressure,950.0,529.0,525.0,12.6,True
2026-08-22 00:00:00+02:00,pressure,925.0,751.57,747.57,10.8,True
2026-08-22 00:00:00+02:00,pressure,900.0,979.09,975.09,8.9,True
2026-08-22 00:00:00+02:00,pressure,850.0,1450.0,1446.0,5.2,True
2026-08-22 01:00:00+02:00,surface,,6.0,2.0,15.4,True
2026-08-22 01:00:00+02:00,pressure,1000.0,98.0,94.0,15.7,True
2026-08-22 01:00:00+02:00,pressure,975.0,313.0,309.0,14.1,True
2026-08-22 01:00:00+02:00,pressure,950.0,531.0,527.0,12.1,True
2026-08-22 01:00:00+02:00,pressure,925.0,753.57,749.57,10.4,True
2026-08-22 01:00:00+02:00,pressure,900.0,981.09,977.09,8.7,True
2026-08-22 01:00:00+02:00,pressure,850.0,1452.0,1448.0,5.3,True
2026-08-22 02:00:00+02:00,surface,,6.0,2.0,15.3,True
2026-08-22 02:00:00+02:00,pressure,1000.0,99.0,95.0,16.0,True
2026-08-22 02:00:00+02:00,pressure,975.0,313.0,309.0,14.1,True
2026-08-22 02:00:00+02:00,pressure,950.0,532.0,528.0,12.0,True
2026-08-22 02:00:00+02:00,pressure,925.0,754.8,750.8,10.4,True
2026-08-22 02:00:00+02:00,pressure,900.0,982.57,978.57,8.8,True
2026-08-22 02:00:00+02:00,pressure,850.0,1454.0,1450.0,5.6,True
2026-08-22 03:00:00+02:00,surface,,6.0,2.0,15.7,True
2026-08-22 03:00:00+02:00,pressure,1000.0,103.0,99.0,15.8,True
2026-08-22 03:00:00+02:00,pressure,975.0,318.0,314.0,14.1,True
2026-08-22 03:00:00+02:00,pressure,950.0,536.0,532.0,12.1,True
2026-08-22 03:00:00+02:00,pressure,925.0,758.34,754.34,10.3,True
2026-08-22 03:00:00+02:00,pressure,900.0,985.61,981.61,8.5,True
2026-08-22 03:00:00+02:00,pressure,850.0,1456.0,1452.0,4.9,True
2026-08-22 04:00:00+02:00,surface,,6.0,2.0,15.8,True
2026-08-22 04:00:00+02:00,pressure,1000.0,103.0,99.0,15.9,True
2026-08-22 04:00:00+02:00,pressure,975.0,318.0,314.0,14.1,True
2026-08-22 04:00:00+02:00,pressure,950.0,536.0,532.0,12.0,True
2026-08-22 04:00:00+02:00,pressure,925.0,758.34,754.34,10.3,True
2026-08-22 04:00:00+02:00,pressure,900.0,985.61,981.61,8.5,True
2026-08-22 04:00:00+02:00,pressure,850.0,1456.0,1452.0,5.1,True
2026-08-22 05:00:00+02:00,surface,,6.0,2.0,14.9,True
2026-08-22 05:00:00+02:00,pressure,1000.0,102.0,98.0,15.0,True
2026-08-22 05:00:00+02:00,pressure,975.0,316.0,312.0,13.4,True
2026-08-22 05:00:00+02:00,pressure,950.0,534.0,530.0,11.6,True
2026-08-22 05:00:00+02:00,pressure,925.0,756.11,752.11,9.8,True
2026-08-22 05:00:00+02:00,pressure,900.0,983.14,979.14,8.1,True
2026-08-22 05:00:00+02:00,pressure,850.0,1453.0,1449.0,4.7,True
2026-08-22 06:00:00+02:00,surface,,6.0,2.0,14.7,True
2026-08-22 06:00:00+02:00,pressure,1000.0,105.0,101.0,15.1,True
2026-08-22 06:00:00+02:00,pressure,975.0,319.0,315.0,13.2,True
2026-08-22 06:00:00+02:00,pressure,950.0,537.0,533.0,11.0,True
2026-08-22 06:00:00+02:00,pressure,925.0,758.64,754.64,9.4,True
2026-08-22 06:00:00+02:00,pressure,900.0,985.18,981.18,7.7,True
2026-08-22 06:00:00+02:00,pressure,850.0,1454.0,1450.0,4.3,True
2026-08-22 07:00:00+02:00,surface,,6.0,2.0,15.2,True
2026-08-22 07:00:00+02:00,pressure,1000.0,107.0,103.0,15.1,True
2026-08-22 07:00:00+02:00,pressure,975.0,321.0,317.0,13.3,True
2026-08-22 07:00:00+02:00,pressure,950.0,539.0,535.0,11.2,True
2026-08-22 07:00:00+02:00,pressure,925.0,760.64,756.64,9.5,True
2026-08-22 07:00:00+02:00,pressure,900.0,987.18,983.18,7.7,True
2026-08-22 07:00:00+02:00,pressure,850.0,1456.0,1452.0,4.1,True
2026-08-22 08:00:00+02:00,surface,,6.0,2.0,15.7,True
2026-08-22 08:00:00+02:00,pressure,1000.0,111.0,107.0,14.9,True
2026-08-22 08:00:00+02:00,pressure,975.0,324.0,320.0,12.9,True
2026-08-22 08:00:00+02:00,pressure,950.0,542.0,538.0,10.8,True
2026-08-22 08:00:00+02:00,pressure,925.0,763.64,759.64,9.2,True
2026-08-22 08:00:00+02:00,pressure,900.0,990.18,986.18,7.6,True
2026-08-22 08:00:00+02:00,pressure,850.0,1459.0,1455.0,4.3,True
2026-08-22 09:00:00+02:00,surface,,6.0,2.0,16.4,True
2026-08-22 09:00:00+02:00,pressure,1000.0,112.0,108.0,15.3,True
2026-08-22 09:00:00+02:00,pressure,975.0,325.0,321.0,13.2,True
2026-08-22 09:00:00+02:00,pressure,950.0,543.0,539.0,11.0,True
2026-08-22 09:00:00+02:00,pressure,925.0,764.64,760.64,9.3,True
2026-08-22 09:00:00+02:00,pressure,900.0,991.18,987.18,7.6,True
2026-08-22 09:00:00+02:00,pressure,850.0,1460.0,1456.0,4.1,True
2026-08-22 10:00:00+02:00,surface,,6.0,2.0,16.5,True
2026-08-22 10:00:00+02:00,pressure,1000.0,116.0,112.0,15.1,True
2026-08-22 10:00:00+02:00,pressure,975.0,330.0,326.0,13.0,True
2026-08-22 10:00:00+02:00,pressure,950.0,548.0,544.0,11.1,True
2026-08-22 10:00:00+02:00,pressure,925.0,769.64,765.64,9.4,True
2026-08-22 10:00:00+02:00,pressure,900.0,996.18,992.18,7.7,True
2026-08-22 10:00:00+02:00,pressure,850.0,1465.0,1461.0,4.2,True
2026-08-22 11:00:00+02:00,surface,,6.0,2.0,16.8,True
2026-08-22 11:00:00+02:00,pressure,1000.0,123.0,119.0,14.9,True
2026-08-22 11:00:00+02:00,pressure,975.0,336.0,332.0,12.8,True
2026-08-22 11:00:00+02:00,pressure,950.0,554.0,550.0,10.6,True
2026-08-22 11:00:00+02:00,pressure,925.0,775.4,771.4,8.9,True
2026-08-22 11:00:00+02:00,pressure,900.0,1001.7,997.7,7.2,True
2026-08-22 11:00:00+02:00,pressure,850.0,1470.0,1466.0,3.7,True
2026-08-22 12:00:00+02:00,surface,,6.0,2.0,17.5,True
2026-08-22 12:00:00+02:00,pressure,1000.0,124.0,120.0,15.5,True
2026-08-22 12:00:00+02:00,pressure,975.0,338.0,334.0,13.4,True
2026-08-22 12:00:00+02:00,pressure,950.0,556.0,552.0,11.2,True
2026-08-22 12:00:00+02:00,pressure,925.0,777.4,773.4,9.4,True
2026-08-22 12:00:00+02:00,pressure,900.0,1003.7,999.7,7.6,True
2026-08-22 12:00:00+02:00,pressure,850.0,1472.0,1468.0,4.0,True
2026-08-22 13:00:00+02:00,surface,,6.0,2.0,18.0,True
2026-08-22 13:00:00+02:00,pressure,1000.0,128.0,124.0,15.7,True
2026-08-22 13:00:00+02:00,pressure,975.0,342.0,338.0,13.5,True
2026-08-22 13:00:00+02:00,pressure,950.0,560.0,556.0,11.3,True
2026-08-22 13:00:00+02:00,pressure,925.0,781.4,777.4,9.5,True
2026-08-22 13:00:00+02:00,pressure,900.0,1007.7,1003.7,7.7,True
2026-08-22 13:00:00+02:00,pressure,850.0,1476.0,1472.0,4.0,True
2026-08-22 14:00:00+02:00,surface,,6.0,2.0,18.1,True
2026-08-22 14:00:00+02:00,pressure,1000.0,133.0,129.0,15.4,True
2026-08-22 14:00:00+02:00,pressure,975.0,347.0,343.0,13.3,True
2026-08-22 14:00:00+02:00,pressure,950.0,565.0,561.0,11.1,True
2026-08-22 14:00:00+02:00,pressure,925.0,786.63,782.63,9.4,True
2026-08-22 14:00:00+02:00,pressure,900.0,1013.17,1009.17,7.6,True
2026-08-22 14:00:00+02:00,pressure,850.0,1482.0,1478.0,4.1,True
2026-08-22 15:00:00+02:00,surface,,6.0,2.0,17.5,True
2026-08-22 15:00:00+02:00,pressure,1000.0,135.0,131.0,15.3,True
