time,temperature_2m,surface_pressure,wind_speed_10m,wind_direction_10m,cloud_cover,temperature_1000hPa,geopotential_height_1000hPa,wind_speed_1000hPa,wind_direction_1000hPa,temperature_975hPa,geopotential_height_975hPa,wind_speed_975hPa,wind_direction_975hPa,temperature_950hPa,geopotential_height_950hPa,wind_speed_950hPa,wind_direction_950hPa,temperature_925hPa,geopotential_height_925hPa,wind_speed_925hPa,wind_direction_925hPa,temperature_900hPa,geopotential_height_900hPa,wind_speed_900hPa,wind_direction_900hPa,temperature_850hPa,geopotential_height_850hPa,wind_speed_850hPa,wind_direction_850hPa,max_inv_gradient_K_per_100m,inversion_depth_m,positive_deltaT_K,lowest_profile_height_agl_m,inversion_index,dwd_temperature_obs,surface_temp_bias_K,inversion_index_corrected,surface_correction_used
2026-08-22 00:00:00+02:00,15.6,1010.7,2.79,345,51,16.1,95.0,7.02,340,14.4,310.0,7.99,337,12.6,529.0,7.9,331,10.8,751.57,7.51,327,8.9,979.09,7.16,324,5.2,1450.0,6.53,316,0.0,0.0,0.0,2.0,0.0,,,0.0,False
2026-08-22 01:00:00+02:00,15.4,1011.1,2.69,338,71,15.7,98.0,7.28,339,14.1,313.0,9.01,341,12.1,531.0,8.85,339,10.4,753.57,8.0,334,8.7,981.09,7.24,327,5.3,1452.0,6.11,310,0.0,0.0,0.0,2.0,0.0,,,0.0,False
2026-08-22 02:00:00+02:00,15.3,1011.2,2.19,336,89,16.0,99.0,5.99,334,14.1,313.0,7.56,335,12.0,532.0,7.84,335,10.4,754.8,7.63,331,8.8,982.57,7.44,327,5.6,1454.0,7.18,319,0.0,0.0,0.0,2.0,0.0,,,0.0,False
2026-08-22 03:00:00+02:00,15.7,1011.7,2.73,332,100,15.8,103.0,7.43,331,14.1,318.0,8.96,330,12.1,536.0,8.93,329,10.3,758.34,8.94,326,8.5,985.61,8.97,322,4.9,1456.0,9.13,316,0.0,0.0,0.0,3.0,0.0,,,0.0,False
2026-08-22 04:00:00+02:00,15.8,1011.7,3.0,334,99,15.9,103.0,7.6,333,14.1,318.0,9.18,335,12.0,536.0,9.09,334,10.3,758.34,8.94,330,8.5,985.61,8.84,326,5.1,1456.0,8.78,317,0.0,0.0,0.0,3.0,0.0,,,0.0,False
2026-08-22 05:00:00+02:00,14.9,1011.6,2.38,345,100,15.0,102.0,6.53,345,13.4,316.0,8.16,342,11.6,534.0,8.87,337,9.8,756.11,8.47,331,8.1,983.14,8.17,325,4.7,1453.0,7.89,311,0.0,0.0,0.0,2.0,0.0,,,0.0,False
2026-08-22 06:00:00+02:00,14.7,1012.0,2.42,336,100,15.1,105.0,6.49,335,13.2,319.0,7.42,335,11.0,537.0,7.5,335,9.4,758.64,7.27,328,7.7,985.18,7.12,322,4.3,1454.0,7.12,309,0.0,0.0,0.0,5.0,0.0,,,0.0,False
2026-08-22 07:00:00+02:00,15.2,1012.2,2.78,322,98,15.1,107.0,7.04,321,13.3,321.0,9.37,322,11.2,539.0,9.87,322,9.5,760.64,9.76,317,7.7,987.18,9.71,312,4.1,1456.0,9.84,302,0.0,0.0,0.0,7.0,0.0,,,0.0,False
2026-08-22 08:00:00+02:00,15.7,1012.6,4.74,316,86,14.9,111.0,9.12,316,12.9,324.0,10.19,315,10.8,542.0,10.34,314,9.2,763.64,10.59,312,7.6,990.18,10.85,310,4.3,1459.0,11.42,306,0.0,0.0,0.0,11.0,0.0,,,0.0,False
2026-08-22 09:00:00+02:00,16.4,1012.7,5.02,314,100,15.3,112.0,9.12,315,13.2,325.0,9.97,314,11.0,543.0,10.12,313,9.3,764.64,10.13,311,7.6,991.18,10.16,310,4.1,1460.0,10.23,306,0.0,0.0,0.0,12.0,0.0,,,0.0,False
