time,temperature_C,height_msl_m,pressure_hPa,sounding_id,height_agl_m,sounding_start,station_id,wmo
2026-08-23 02:00:00+02:00,10.5,376,978.65,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:00:02+02:00,9.7,386,977.43,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:00:04+02:00,10.0,395,976.35,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:00:06+02:00,10.1,403,975.39,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:00:08+02:00,11.5,412,974.37,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:00:10+02:00,11.7,422,973.28,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:00:12+02:00,12.2,432,972.11,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:00:14+02:00,12.3,442,970.92,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:00:16+02:00,12.3,452,969.77,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:00:18+02:00,12.3,461,968.67,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:00:20+02:00,12.2,471,967.58,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:00:22+02:00,12.1,480,966.49,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:00:24+02:00,12.1,490,965.36,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:00:26+02:00,12.5,500,964.22,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:00:28+02:00,13.0,510,963.09,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:00:30+02:00,13.2,520,961.98,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:00:32+02:00,13.4,529,960.88,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:00:34+02:00,13.7,539,959.77,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:00:36+02:00,13.8,549,958.66,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:00:38+02:00,13.7,558,957.56,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:00:40+02:00,13.6,568,956.46,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:00:42+02:00,13.6,578,955.35,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:00:44+02:00,13.6,588,954.23,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:00:46+02:00,13.6,598,953.1,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:00:48+02:00,13.5,608,951.95,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:00:50+02:00,13.5,618,950.78,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:00:52+02:00,13.4,629,949.59,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:00:54+02:00,13.3,640,948.39,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:00:56+02:00,13.3,650,947.18,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:00:58+02:00,13.2,661,945.93,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:01:00+02:00,13.2,673,944.62,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:01:02+02:00,13.1,685,943.28,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:01:04+02:00,13.0,697,941.96,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:01:06+02:00,13.0,708,940.69,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:01:08+02:00,12.9,720,939.42,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:01:10+02:00,12.8,732,938.08,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:01:12+02:00,12.7,744,936.67,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:01:14+02:00,12.6,757,935.26,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:01:16+02:00,12.5,769,933.87,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:01:18+02:00,12.4,782,932.5,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:01:20+02:00,12.3,794,931.12,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:01:22+02:00,12.2,806,929.75,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:01:24+02:00,12.1,818,928.42,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:01:26+02:00,12.0,830,927.15,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:01:28+02:00,11.9,841,925.93,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:01:30+02:00,11.8,849,925.0,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:01:30+02:00,11.8,852,924.73,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:01:32+02:00,11.7,863,923.5,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:01:34+02:00,11.6,874,922.26,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:01:36+02:00,11.5,886,921.01,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:01:38+02:00,11.4,897,919.79,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
2026-08-23 02:01:40+02:00,11.3,907,918.6,1,0.0,2026-08-23 02:00:00+02:00,2385,10618
