time,level_type,pressure_hPa,height_msl_m,height_agl_m,temperature_C,usable_for_inversion
2026-09-18 00:00:00+02:00,surface,,9.0,2.0,14.7,True
2026-09-18 00:00:00+02:00,pressure,1000.0,63.0,56.0,14.2,True
2026-09-18 00:00:00+02:00,pressure,975.0,277.0,270.0,12.6,True
2026-09-18 00:00:00+02:00,pressure,950.0,495.0,488.0,11.9,True
2026-09-18 00:00:00+02:00,pressure,925.0,718.05,711.05,10.4,True
2026-09-18 00:00:00+02:00,pressure,900.0,946.06,939.06,9.0,True
2026-09-18 00:00:00+02:00,pressure,850.0,1418.0,1411.0,6.2,True
2026-09-18 01:00:00+02:00,surface,,9.0,2.0,14.4,True
2026-09-18 01:00:00+02:00,pressure,1000.0,65.0,58.0,13.9,True
2026-09-18 01:00:00+02:00,pressure,975.0,278.0,271.0,12.8,True
2026-09-18 01:00:00+02:00,pressure,950.0,497.0,490.0,12.1,True
2026-09-18 01:00:00+02:00,pressure,925.0,719.58,712.58,10.5,True
2026-09-18 01:00:00+02:00,pressure,900.0,947.1,940.1,8.8,True
2026-09-18 01:00:00+02:00,pressure,850.0,1418.0,1411.0,5.6,True
2026-09-18 02:00:00+02:00,surface,,9.0,2.0,14.3,True
2026-09-18 02:00:00+02:00,pressure,1000.0,67.0,60.0,13.7,True
2026-09-18 02:00:00+02:00,pressure,975.0,280.0,273.0,13.0,True
2026-09-18 02:00:00+02:00,pressure,950.0,498.0,491.0,12.0,True
2026-09-18 02:00:00+02:00,pressure,925.0,720.58,713.58,10.4,True
2026-09-18 02:00:00+02:00,pressure,900.0,948.1,941.1,8.8,True
2026-09-18 02:00:00+02:00,pressure,850.0,1419.0,1412.0,5.7,True
2026-09-18 03:00:00+02:00,surface,,9.0,2.0,13.8,True
2026-09-18 03:00:00+02:00,pressure,1000.0,66.0,59.0,13.4,True
2026-09-18 03:00:00+02:00,pressure,975.0,279.0,272.0,12.9,True
2026-09-18 03:00:00+02:00,pressure,950.0,497.0,490.0,12.2,True
2026-09-18 03:00:00+02:00,pressure,925.0,719.58,712.58,10.4,True
2026-09-18 03:00:00+02:00,pressure,900.0,947.1,940.1,8.7,True
2026-09-18 03:00:00+02:00,pressure,850.0,1418.0,1411.0,5.2,True
2026-09-18 04:00:00+02:00,surface,,9.0,2.0,13.6,True
2026-09-18 04:00:00+02:00,pressure,1000.0,64.0,57.0,13.1,True
2026-09-18 04:00:00+02:00,pressure,975.0,277.0,270.0,13.5,True
2026-09-18 04:00:00+02:00,pressure,950.0,495.0,488.0,12.5,True
2026-09-18 04:00:00+02:00,pressure,925.0,717.81,710.81,10.7,True
2026-09-18 04:00:00+02:00,pressure,900.0,945.58,938.58,8.9,True
2026-09-18 04:00:00+02:00,pressure,850.0,1417.0,1410.0,5.3,True
