time,temperature_2m,surface_pressure,wind_speed_10m,wind_direction_10m,cloud_cover,temperature_1000hPa,geopotential_height_1000hPa,wind_speed_1000hPa,wind_direction_1000hPa,temperature_975hPa,geopotential_height_975hPa,wind_speed_975hPa,wind_direction_975hPa,temperature_950hPa,geopotential_height_950hPa,wind_speed_950hPa,wind_direction_950hPa,temperature_925hPa,geopotential_height_925hPa,wind_speed_925hPa,wind_direction_925hPa,temperature_900hPa,geopotential_height_900hPa,wind_speed_900hPa,wind_direction_900hPa,temperature_850hPa,geopotential_height_850hPa,wind_speed_850hPa,wind_direction_850hPa,max_inv_gradient_K_per_100m,inversion_depth_m,positive_deltaT_K,lowest_profile_height_agl_m,temperature_100m_agl,deltaT_100m_model_K,temperature_200m_agl,deltaT_200m_model_K,temperature_500m_agl,deltaT_500m_model_K,inversion_index,surface_temperature_obs,dwd_temperature_obs,surface_temperature_for_profile,surface_temperature_source,surface_temp_bias_K,deltaT_100m_surface_K,deltaT_200m_surface_K,deltaT_500m_surface_K,inversion_index_corrected,surface_correction_used,local_stratification_index,local_max_gradient_K_per_100m,local_positive_deltaT_K,local_inversion_depth_m,local_surface_measured,local_inverted_layer_count,local_strongest_layer,local_profile_top_m,local_profile_point_count
2026-09-08 00:00:00+02:00,18.7,1012.5,2.43,261,98,18.5,114.0,6.42,266,18.0,331.0,10.26,270,17.0,553.0,10.02,266,15.6,780.23,10.8,255,14.3,1012.63,11.93,246,11.6,1494.0,14.89,232,0.0,0.0,0.0,111.4,18.520840950639855,-0.1791590493601447,18.29585253456221,-0.4041474654377879,17.227027027027027,-1.472972972972972,0.0,,,18.7,model_2m,,-0.1791590493601447,-0.4041474654377879,-1.472972972972972,0.0,False,0.0,0.0,0.0,0.0,False,0,keine,550.4,4
2026-09-08 01:00:00+02:00,18.4,1012.1,2.2,231,86,18.4,110.0,5.77,244,17.8,328.0,8.67,255,16.9,550.0,8.6,252,15.4,777.0,10.52,246,13.9,1009.15,12.49,243,10.9,1490.0,16.54,238,0.0,0.0,0.0,107.4,18.4,0.0,18.145137614678898,-0.2548623853211005,17.09216216216216,-1.3078378378378375,0.0,,,18.4,model_2m,,0.0,-0.2548623853211005,-1.3078378378378375,0.0,False,0.0,0.0,0.0,0.0,False,0,keine,547.4,4
2026-09-08 02:00:00+02:00,18.1,1012.1,2.55,206,100,18.2,110.0,6.3,216,17.8,327.0,9.23,237,16.0,549.0,10.68,241,14.5,775.53,12.31,239,13.0,1007.2,13.95,238,9.9,1487.0,17.24,236,0.09487666034155395,105.4,0.09999999999999787,107.4,18.192979127134723,0.092979127134722,18.02930875576037,-0.07069124423963302,16.376216216216218,-1.7237837837837837,0.3695405439595148,18.349999999999998,18.349999999999998,18.349999999999998,measured,0.24999999999999645,-0.15702087286527444,-0.32069124423962947,-1.9737837837837802,0.2771554079696361,True,0.0,0.0,0.0,0.0,True,0,keine,546.4,4
2026-09-08 03:00:00+02:00,17.9,1011.0,3.01,201,100,17.4,100.0,6.8,206,17.2,317.0,10.42,228,15.6,539.0,9.7,239,14.3,765.07,11.19,241,13.0,996.25,12.7,243,10.5,1475.0,15.76,246,0.0,0.0,0.0,97.4,17.397603686635943,-0.5023963133640557,17.30543778801843,-0.5945622119815681,15.862342342342341,-2.0376576576576575,0.0,18.283333333333335,18.283333333333335,18.283333333333335,measured,0.3833333333333364,-0.8857296466973921,-0.9778955453149045,-2.420990990990994,0.0,True,0.0,0.0,0.0,0.0,True,0,keine,536.4,4
2026-09-08 04:00:00+02:00,17.8,1010.3,3.94,210,100,17.2,95.0,7.72,211,17.1,311.0,13.1,230,15.8,533.0,11.42,232,14.5,759.3,11.88,238,13.2,990.72,12.45,244,10.6,1470.0,13.89,253,0.0,0.0,0.0,92.4,17.19648148148148,-0.6035185185185199,17.150185185185187,-0.649814814814814,15.97801801801802,-1.8219819819819811,0.0,18.7,18.7,18.7,measured,0.8999999999999986,-1.5035185185185185,-1.5498148148148125,-2.7219819819819797,0.0,True,0.0,0.0,0.0,0.0,True,0,keine,530.4,4
2026-09-08 05:00:00+02:00,18.3,1009.8,3.49,207,98,17.8,90.0,6.66,208,17.2,307.0,12.48,222,15.7,529.0,12.29,235,14.5,755.31,11.92,238,13.2,986.73,11.58,242,10.7,1466.0,11.02,248,0.0,0.0,0.0,87.4,17.76516129032258,-0.5348387096774196,17.488663594470047,-0.8113364055299535,15.878378378378377,-2.4216216216216235,0.0,18.616666666666667,18.616666666666667,18.616666666666667,measured,0.31666666666666643,-0.8515053763440861,-1.1280030721966199,-2.73828828828829,0.0,True,0.0,0.0,0.0,0.0,True,0,keine,526.4,4
2026-09-08 06:00:00+02:00,18.3,1009.4,3.97,214,100,17.7,87.0,7.32,215,16.7,303.0,13.29,228,15.3,525.0,13.18,242,14.0,751.31,12.66,241,12.8,982.73,12.15,241,10.3,1462.0,11.12,240,0.0,0.0,0.0,84.4,17.627777777777776,-0.6722222222222243,17.164814814814815,-1.1351851851851862,15.441261261261262,-2.8587387387387384,0.0,18.583333333333332,18.583333333333332,18.583333333333332,measured,0.28333333333333144,-0.9555555555555557,-1.4185185185185176,-3.14207207207207,0.0,True,0.0,0.0,0.0,0.0,True,0,keine,522.4,4
2026-09-08 07:00:00+02:00,18.3,1009.1,4.05,213,100,17.6,85.0,7.21,214,16.1,301.0,11.75,229,15.1,522.0,12.42,247,13.9,748.31,12.35,246,12.8,979.73,12.27,245,10.5,1459.0,12.11,244,0.0,0.0,0.0,82.4,17.477777777777778,-0.8222222222222229,16.783333333333335,-1.5166666666666657,15.187782805429864,-3.112217194570137,0.0,18.516666666666666,18.516666666666666,18.516666666666666,measured,0.216666666666665,-1.0388888888888879,-1.7333333333333307,-3.328883861236802,0.0,True,0.0,0.0,0.0,0.0,True,0,keine,519.4,4
2026-09-08 08:00:00+02:00,18.5,1008.1,4.0,212,100,17.8,76.0,6.91,211,16.5,292.0,10.48,227,15.5,513.0,11.01,243,14.1,739.08,11.05,243,12.8,970.25,11.08,244,10.0,1449.0,11.16,245,0.0,0.0,0.0,73.4,17.639907407407406,-0.8600925925925935,17.038055555555555,-1.4619444444444447,15.547058823529412,-2.9529411764705884,0.0,18.516666666666666,18.516666666666666,18.516666666666666,measured,0.01666666666666572,-0.8767592592592592,-1.4786111111111104,-2.969607843137254,0.0,True,0.0,0.0,0.0,0.0,True,0,keine,510.4,4
2026-09-08 09:00:00+02:00,18.3,1007.6,4.8,211,100,17.6,72.0,8.2,210,15.6,288.0,11.73,218,15.1,509.0,12.35,235,13.8,734.61,11.78,237,12.5,965.3,11.22,238,10.0,1443.0,10.13,242,0.0,0.0,0.0,69.4,17.316666666666666,-0.9833333333333343,16.39074074074074,-1.9092592592592617,15.11447963800905,-3.1855203619909513,0.0,18.516666666666666,18.516666666666666,18.516666666666666,measured,0.216666666666665,-1.1999999999999993,-2.1259259259259267,-3.4021870286576164,0.0,True,0.0,0.0,0.0,0.0,True,0,keine,506.4,4
