time,kit_mast_index,kit_max_positive_gradient_K_per_100m,kit_positive_deltaT_K,kit_inversion_base_m,kit_inversion_top_m,kit_inversion_depth_m,kit_inversion_deltaT_K,kit_source_id,kit_profile_levels,kit_missing_levels,kit_temperature_2m_C,kit_temperature_10m_C,kit_temperature_30m_C,kit_temperature_60m_C,kit_temperature_100m_C,kit_temperature_130m_C,kit_temperature_160m_C,kit_temperature_200m_C
2026-09-06 00:00:00+02:00,5.0,18.860168058102825,5.717224927931445,2.0,160.0,158.0,5.717224927931445,p774697,8,,13.520361817661293,14.12320077377064,17.895234385391205,18.47240403233845,18.857843238734297,19.21066138731173,19.237586745592736,18.86402444039539
2026-09-06 00:10:00+02:00,5.0,18.21598567509959,5.918573229944805,2.0,160.0,158.0,5.918573229944805,p778375,8,,13.325463452133206,14.127769410435988,17.770966545455906,18.61278316108706,19.04013118867051,19.240305358229254,19.24403668207801,18.95025572817996
2026-09-06 00:40:00+02:00,5.0,15.36168299479156,6.183721749446853,2.0,160.0,158.0,6.183721749446853,p762312,8,,12.818183941074391,13.194373820200587,16.2667104191589,17.912114565020254,18.529723286958674,18.90125342437658,19.001905690521244,18.73845856219484
2026-09-06 01:00:00+02:00,5.0,23.457663427543658,6.857934665753872,2.0,130.0,128.0,6.857934665753872,p787097,8,,12.19631291607288,12.488793782890314,17.180326468399045,18.314715386324583,18.7328808600456,19.05424758182675,19.051667134368888,18.59885571802524
2026-09-06 01:10:00+02:00,5.0,26.41944721922555,6.898497436898094,2.0,130.0,128.0,6.898497436898094,p778358,8,,12.1416002904015,12.315836859865795,17.599726303710906,18.48745688879388,18.97930931273962,19.040097727299592,19.01965488936107,18.55196127561189
2026-09-06 02:00:00+02:00,4.98,15.79541907370879,6.953884799567813,2.0,100.0,98.0,6.953884799567813,p787080,8,,11.584329792179112,11.786353322114296,14.945437136856054,18.13614530121106,18.538214591746925,18.510082186881867,18.3499391482849,17.84807413808824
2026-09-06 02:10:00+02:00,4.98,17.969828513380595,7.006436677673481,2.0,100.0,98.0,7.006436677673481,p778341,8,,11.282521920005829,11.380340272299428,14.974305974975548,17.77205074998477,18.288958597679308,18.2641147524638,18.169227176391583,17.727190037281048
2026-09-06 03:00:00+02:00,4.98,20.445307219225512,7.16410385343209,2.0,100.0,98.0,7.16410385343209,p787063,8,,10.968223713077569,11.197310994951865,15.286372438796963,17.95727738169612,18.13232756650966,17.957836339675882,17.76387979436238,17.299495902465832
2026-09-06 03:10:00+02:00,4.98,18.163308458023018,7.156636242608483,2.0,100.0,98.0,7.156636242608483,p800761,8,,10.818719564903288,10.90266300109861,14.535324692703211,17.591478613922153,17.97535580751177,17.757190611621077,17.55880057857513,17.11216804068376
2026-09-06 04:00:00+02:00,4.98,13.361917442684057,6.679821668495633,2.0,100.0,98.0,6.509762410328394,p787046,8,,10.159740145183587,10.375092594257342,13.047476082794152,15.266887024177596,16.669502555511983,16.506956407291426,16.677015665458665,16.30021004656985
2026-09-06 04:10:00+02:00,5.0,16.137277848377156,6.367313608570111,10.0,160.0,150.0,6.367313608570111,p800744,8,,10.21016503472903,10.197423935619335,13.424879505294768,15.309847904991178,16.27311883806299,16.397776338833214,16.564737544189448,16.12234499028779
2026-09-06 04:20:00+02:00,5.0,16.361708048133785,6.56745699303306,2.0,160.0,158.0,6.56745699303306,p826243,8,,9.832802839771288,9.971474784080486,13.243816393707244,15.376237924420662,15.711982825758191,16.27788604789655,16.40025983280435,16.120266117591875
2026-09-06 04:40:00+02:00,4.58,16.550867631174615,6.770878140565166,2.0,60.0,58.0,5.242406434791532,p833136,8,,9.751677182945274,9.757781161448152,13.067954687683075,14.994083617736806,14.956827195376125,15.574154253790493,15.908755354685452,16.485298901149758
2026-09-06 05:00:00+02:00,5.0,12.760110453224184,6.256289201721156,2.0,200.0,198.0,6.256289201721156,p787028,8,,9.806362612083468,9.98562666835782,12.537648759002655,14.180439042882306,14.765713634525287,14.964821444348969,15.291214950068133,16.062651813804624
2026-09-06 05:10:00+02:00,5.0,13.538021102797106,6.350620845325459,2.0,200.0,198.0,6.350620845325459,p800727,8,,9.835063028583557,9.883488911184928,12.59109313174435,14.046297610684748,14.528779121941826,15.382484625403038,15.609410476514183,16.185683873909014
2026-09-06 05:20:00+02:00,5.0,12.749389980792971,6.644313953750583,2.0,200.0,198.0,6.644313953750583,p826226,8,,9.674660719619784,9.871726543895695,12.421604540054291,13.916070172083549,15.188481487823529,15.47476204205744,16.222340332842503,16.318974673370366
2026-09-06 05:40:00+02:00,5.0,12.307729574896369,6.689680257039361,2.0,160.0,158.0,6.689680257039361,p833119,8,,9.751313102432272,9.847247663725526,12.3087935787048,14.679597737930315,15.41226185701859,15.949200938546356,16.440993359471634,16.23589976742555
2026-09-06 06:10:00+02:00,5.0,8.862019579728422,6.575342332126596,2.0,160.0,158.0,6.575342332126596,p800710,8,,9.04651981500628,9.087125671609211,10.859529587554896,12.73863531671147,14.883803764071732,15.10594286031356,15.621862147132877,15.583195703155534
2026-09-06 06:20:00+02:00,5.0,7.70545929721826,6.6810329863408136,2.0,160.0,158.0,6.6810329863408136,p826209,8,,9.01670440602114,9.176315001426673,10.717406860870325,12.599879313573236,14.848628516811608,15.036037137741186,15.697737392361956,15.399242888515474
2026-09-06 06:40:00+02:00,5.0,9.054432215203244,6.292415784229256,2.0,200.0,198.0,6.292415784229256,p833102,8,,9.105945155323056,9.199719985468525,10.80200337818905,13.518333042750024,15.099575038710542,15.164831143174927,15.166201207346582,15.398360939552312
2026-09-06 07:00:00+02:00,5.0,10.550406212200656,6.988274955512965,2.0,200.0,198.0,6.988274955512965,p880235,8,,8.836821370689409,8.958656007530207,10.81199237023922,13.977114233899416,14.918401781762537,14.941983431146308,15.335004633641567,15.825096326202374
2026-09-06 07:10:00+02:00,5.0,10.444609366747493,7.175948588943502,2.0,200.0,198.0,7.175948588943502,p800692,8,,8.845591893077867,8.881887084337844,10.970808957687344,13.86014042616272,14.848721950077843,15.099987713122893,15.813824972127271,16.02154048202137
2026-09-06 07:20:00+02:00,5.0,11.058012990714271,7.2022778255348285,2.0,200.0,198.0,7.2022778255348285,p826192,8,,8.815265731891657,8.905015909646341,10.739594188659638,14.05699808587392,14.815560852505149,15.238803796834306,15.82344318148041,16.017543557426485
2026-09-06 07:40:00+02:00,5.0,8.50971804998626,6.598239062229142,2.0,200.0,198.0,6.598239062229142,p833085,8,,9.158735326053652,9.785734573026009,11.01350850683591,13.566423921831788,14.42938415370129,15.106343350196887,15.23780754744467,15.756974388282794
2026-09-06 08:00:00+02:00,5.0,11.837226267066958,5.806017756015752,2.0,160.0,158.0,5.806017756015752,p880218,8,,9.735058826320676,10.682036927686031,11.660112166427568,12.53896508873752,14.367781484075548,14.996967624113774,15.541076582336428,15.44974137041477
2026-09-06 08:20:00+02:00,5.0,18.13306451131456,4.687766908704097,2.0,160.0,158.0,4.687766908704097,p826174,8,,10.851844615463282,12.302489776368446,12.389887187942469,13.322203894610135,14.528429121291856,15.363670044401912,15.53961152416738,15.535844550594325
2026-09-06 08:40:00+02:00,4.460915960995146,17.615050940592724,3.600578016740137,60.0,200.0,140.0,2.191373941492719,p833067,8,,12.248124501930253,13.657328577177667,13.631981072341889,13.53100570703636,14.38539253076454,15.18387743258885,15.42979135740915,15.722379648529078
2026-09-06 08:50:00+02:00,4.349609170832306,5.3106719778850175,2.44926751447926,60.0,200.0,140.0,2.0244137562484585,p909980,8,,13.704811418960588,14.129665177191388,14.10232064100644,13.90025015354159,14.393093573781767,15.236096662977166,15.622746980684925,15.924663909790048
2026-09-06 09:00:00+02:00,4.099028844067048,5.637823539685605,2.09956914927542,100.0,200.0,100.0,1.648543266100571,p880201,8,,14.597389609451318,15.048415492626166,14.653932224685631,14.466826782229145,14.165714274346662,15.159184734665368,15.517370463061011,15.814257540447231
2026-09-06 09:10:00+02:00,4.395967684124962,6.8032098791595885,2.6382083165202097,100.0,200.0,100.0,2.093951526187442,p923630,8,,15.205963196811688,15.750219987144456,15.3657541562347,15.040527520932525,14.48209984810687,15.132149217276115,15.802261697929383,16.576051374294313
2026-09-06 09:50:00+02:00,2.541976133700865,8.662052506891227,0.6929642005512981,2.0,10.0,8.0,0.6929642005512981,p909963,8,,18.041370094474807,18.734334295026105,17.8962807429504,17.155596105120328,16.643454130404947,16.510908028768792,16.361582081408187,16.090464922580736
2026-09-06 10:00:00+02:00,2.421474842724232,6.402653301079342,0.5122122640863473,2.0,10.0,8.0,0.5122122640863473,p880184,8,,18.51520810108188,19.02742036516823,18.32056012817377,17.651949190958685,17.005728426299996,16.802382735791625,16.73899853361765,16.216295120758065
2026-09-06 10:10:00+02:00,2.3921065512703423,5.851997836318912,0.4681598269055129,2.0,10.0,8.0,0.4681598269055129,p923613,8,,19.291704198406247,19.75986402531176,18.69486270080562,18.01387104741416,17.422218340741072,17.249646700272013,17.097480986035652,16.489578087322244
2026-09-06 10:50:00+02:00,2.428143690071962,6.527694188849287,0.5222155351079429,2.0,10.0,8.0,0.5222155351079429,p909946,8,,20.702086369918817,21.22430190502676,20.216482665100067,18.99715466127524,18.735817463918018,18.17921724221164,17.9266403337555,17.893697145202626
2026-09-06 11:00:00+02:00,2.4051780597516954,6.097088620344282,0.4877670896275425,2.0,10.0,8.0,0.4877670896275425,p880166,8,,21.341504127433804,21.829271217061347,20.611532121002163,19.35814005135856,19.030025840314103,18.51828127818653,18.30037438132988,18.083854224224087
2026-09-06 11:10:00+02:00,2.363718158874472,5.319715478896336,0.4255772383117069,2.0,10.0,8.0,0.4255772383117069,p951121,8,,21.609626445495653,22.03520368380736,20.83181634278866,19.575318211288447,19.195974954748284,18.66163690229645,18.426140281600937,18.2908315376549
2026-09-06 11:50:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p909929,8,,22.569110330459623,22.54749432112884,21.56034582344052,20.523882096715283,19.943748286719195,19.674656471259546,19.370889551500937,19.04073623410798
2026-09-06 12:10:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p979796,8,,23.01044318441012,22.673104982022565,22.135910367324783,21.05781449369816,20.35324034921664,20.10578901791816,19.79699865230564,19.47432090039445
2026-09-06 12:50:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p985997,8,,23.437052024875683,23.43550511200968,22.743327513259864,21.73519911111449,21.191059083848103,20.935616893701184,20.62487428860728,20.0766344264946
2026-09-06 13:10:00+02:00,0.5125727815209237,0.9542046651196844,0.0763363732095747,2.0,10.0,8.0,0.0763363732095747,p979779,8,,24.14104533543017,24.21738170863976,22.89172920202634,22.04162552536776,21.497808622812187,21.200741496636063,20.887870387507103,20.285021805953967
2026-09-06 13:50:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p985980,8,,25.205783889907867,24.81511677368925,23.60757867420956,22.98102103810885,22.42404325887944,22.05776303908361,21.75765075369007,21.123833670471186
2026-09-06 14:10:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p979762,8,,25.27640949481201,24.827664223141944,23.838165413085864,23.13188376789603,22.63174834026295,22.255873759059675,21.989548369013445,21.402347969909684
2026-09-06 14:40:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p1012356,8,,26.422589146675133,25.73378069346108,24.328679535629227,23.8524165397975,23.14737935957656,22.85172786791893,22.510226400975533,21.8171603294754
2026-09-06 14:50:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p985963,8,,25.99876932376481,25.689615930362663,24.45172940739437,24.01806611378734,23.35201053363757,23.191945471892467,22.868385874437955,22.0717130491371
2026-09-06 15:10:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p1018522,8,,25.65444774589924,25.472392479174268,24.650788797454805,24.137773718533868,23.604716511184577,23.29720378627675,23.02654534473419,22.344474173294085
2026-09-06 15:40:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p1012339,8,,26.374308795299548,26.14878703473536,25.45544527436829,24.95106351236984,24.34451548658359,24.062855189866152,23.83751981033325,22.749752843330384
2026-09-06 15:50:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p985946,8,,26.54242831668855,26.42380359258652,25.444503227615314,24.91260468147028,24.456818927533007,24.207987815244017,23.99887602376049,22.9657657299347
2026-09-06 16:10:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p1018505,8,,26.682084083717395,26.43395616211061,25.81490913189692,25.13937150168353,24.652711882501546,24.36102507735816,24.180746418301904,23.19762585408021
2026-09-06 16:40:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p1012322,8,,26.61019148647312,26.451895001778905,25.96896858042908,25.485118166519204,24.99403122528824,24.668828659572867,24.408355222190856,23.45169500021364
2026-09-06 16:50:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p985928,8,,26.622082484165205,26.460791204395274,25.75498988067622,25.2327416717326,24.75632222264899,24.49900006485628,24.27201348535664,23.40414959469226
2026-09-06 17:00:00+02:00,0.2544253518564219,0.3847618055656365,0.0307809444452509,2.0,10.0,8.0,0.0307809444452509,p1052523,8,,26.301165647850056,26.331946592295303,25.739934765670743,25.326893673421267,24.823635715850568,24.528361086192767,24.29152078014883,23.50002790802005
2026-09-06 17:10:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p1018488,8,,26.922120032005324,26.69595709234617,26.00307583816525,25.60987435188036,25.065972402255245,24.83695940778688,24.636602269889792,23.537463172470108
2026-09-06 17:20:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p1062022,8,,26.856384311470084,26.785271731845835,26.06379548153683,25.729215250470475,25.147884790797,24.964049767907525,24.75113581782788,23.69707796052172
2026-09-06 17:40:00+02:00,1.1757440346579702,2.417082429392581,0.1933665943514064,2.0,10.0,8.0,0.1933665943514064,p1012305,8,,26.634647217128784,26.82801381148019,26.16818236450192,25.67491839897158,25.15743843042528,24.88057897790874,24.675307347508724,23.8111363116608
2026-09-06 18:00:00+02:00,2.5104397579871263,8.07074546225861,0.6456596369806888,2.0,10.0,8.0,0.6456596369806888,p1052506,8,,26.22409750457384,26.869757141554523,26.190355415908787,25.837164440607783,25.334003378235543,25.042852150874328,24.81297685766092,23.798822098854096
2026-09-06 18:10:00+02:00,1.8432432272021804,3.889507118828339,0.3111605695062671,2.0,10.0,8.0,0.3111605695062671,p1018471,8,,26.187500548507728,26.498661118013995,25.971135323654124,25.66807323916629,25.17345443543613,24.848135364161777,24.60719206311289,23.645026402675697
2026-09-06 18:20:00+02:00,1.9681836564735344,4.165111006926914,0.3332088805541531,2.0,10.0,8.0,0.3332088805541531,p1062005,8,,26.0295118338013,26.36272071435545,25.909394412567067,25.587057838633257,25.145471815608428,24.8652006976267,24.6537131922328,23.63234796556856
2026-09-06 18:40:00+02:00,0.909446370329292,1.8296611110204972,0.1463728888816398,2.0,10.0,8.0,0.1463728888816398,p1108594,8,,25.56461782554629,25.710990714427925,25.407933244903525,25.22523987789917,24.82245020853294,24.54477902261925,24.28180241822816,23.52767607825472
2026-09-06 19:00:00+02:00,0.5727455597044468,1.0869387346421622,0.0869550987713729,2.0,10.0,8.0,0.0869550987713729,p1052489,7,100.0,25.42808027833941,25.515035377110788,25.494032375976538,25.267761750282368,,24.5938788012914,24.387664466608683,23.497380884632115
2026-09-06 19:10:00+02:00,0.3681587503345824,0.6356443022086378,0.050851544176691,2.0,10.0,8.0,0.050851544176691,p1018453,7,100.0,25.346175009353672,25.397026553530363,25.342932940963745,25.159057617240943,,24.485175376891384,24.29762204579926,23.424066601688395
2026-09-06 19:20:00+02:00,0.3422587964360055,0.5785120509617769,0.0462809640769421,2.0,10.0,8.0,0.0462809640769421,p1061988,7,100.0,25.14085429161454,25.187135255691484,25.17403918765256,25.019882470011385,,24.35586357819157,24.14433507636263,23.341067449169177
2026-09-06 19:30:00+02:00,1.2053221843906488,2.4823283479205482,0.19858626783364386,2.0,10.0,8.0,0.19858626783364386,p1129696,7,100,24.713855122058895,24.91244138989254,24.841257529556202,24.77322719895683,,24.1757381487428,23.969302513384505,23.249338155536666
2026-09-06 19:40:00+02:00,0.4321957819180817,0.7769024601134156,0.0621521968090732,2.0,10.0,8.0,0.0621521968090732,p1108577,7,100.0,24.56804881982043,24.630201016629503,24.433534598999007,24.378587795702565,,23.83053518507285,23.59367001244101,23.071108155982976
2026-09-06 20:00:00+02:00,1.723430944186754,3.625215318059016,0.3647902562420988,2.0,10.0,8.0,0.2900172254447213,p1052472,7,100.0,23.621233191162148,23.91125041660687,23.834807163635247,23.909580194432625,,23.61920183950641,23.41651652926128,22.97753960316468
2026-09-06 20:20:00+02:00,2.4352405972798006,6.660761198996257,0.7755833890355319,2.0,10.0,8.0,0.5328608959197005,p1061971,7,100.0,22.74195832217792,23.27481921809762,23.267411683395352,23.510134176511183,,23.42502036474805,23.255517321820573,22.90864457506561
2026-09-06 20:30:00+02:00,3.9043849792760095,17.43586913065829,1.9865774689140139,2.0,60.0,58.0,1.9865774689140139,p1129679,7,100,21.383554119159722,22.778423649612385,23.046932100585916,23.370131588073736,,23.35124211246602,23.216027138287874,22.945198772926336
2026-09-06 20:40:00+02:00,5.0,18.22774730971624,3.2718900537072777,2.0,130.0,128.0,3.2718900537072777,p1108560,7,100.0,19.99640432463073,21.454624109408037,22.73781098187252,23.201085898185685,,23.268294378338013,23.13029739032745,22.863371086021434
2026-09-06 21:00:00+02:00,5.0,11.278478883755929,3.914582570620905,2.0,130.0,128.0,3.914582570620905,p1052454,7,100.0,19.09944781917577,19.889591331631944,22.14528710838313,22.76295643204248,,23.01403038979668,22.91133576696524,22.573604036788925
2026-09-06 21:20:00+02:00,5.0,12.261188068783913,4.210149299870526,2.0,130.0,128.0,4.210149299870526,p1061953,7,100.0,18.563229823886925,19.195132659421265,21.647370273178048,22.37217724491372,,22.77337912375745,22.68802590744016,22.32086394169617
2026-09-06 21:30:00+02:00,5.0,13.560059132575386,4.153966520312064,2.0,130.0,128.0,4.153966520312064,p1129662,7,100,18.444958605926537,19.529763336532568,21.44820807356259,22.171688201037103,,22.5989251262386,22.4841228305842,22.17228072173692
