time,temperature_2m,surface_pressure,wind_speed_10m,wind_direction_10m,cloud_cover,temperature_1000hPa,geopotential_height_1000hPa,wind_speed_1000hPa,wind_direction_1000hPa,temperature_975hPa,geopotential_height_975hPa,wind_speed_975hPa,wind_direction_975hPa,temperature_950hPa,geopotential_height_950hPa,wind_speed_950hPa,wind_direction_950hPa,temperature_925hPa,geopotential_height_925hPa,wind_speed_925hPa,wind_direction_925hPa,temperature_900hPa,geopotential_height_900hPa,wind_speed_900hPa,wind_direction_900hPa,temperature_850hPa,geopotential_height_850hPa,wind_speed_850hPa,wind_direction_850hPa,max_inv_gradient_K_per_100m,inversion_depth_m,positive_deltaT_K,lowest_profile_height_agl_m,temperature_100m_agl,deltaT_100m_model_K,temperature_200m_agl,deltaT_200m_model_K,temperature_500m_agl,deltaT_500m_model_K,inversion_index,surface_temperature_obs,dwd_temperature_obs,surface_temperature_for_profile,surface_temperature_source,surface_temp_bias_K,inversion_index_corrected,surface_correction_used,deltaT_100m_surface_K,deltaT_200m_surface_K,deltaT_500m_surface_K,local_stratification_index,local_max_gradient_K_per_100m,local_positive_deltaT_K,local_inversion_depth_m,local_surface_measured,local_inverted_layer_count,local_strongest_layer,local_profile_top_m,local_profile_point_count
2026-08-26 00:00:00+02:00,16.5,1003.4,0.89,27,83,16.4,131.0,1.22,35,15.8,346.0,1.77,97,14.3,567.0,1.68,153,13.3,792.6,1.98,198,12.3,1023.29,3.0,221,10.4,1501.0,5.58,237,0.0,0.0,0.0,31.0,16.207441860465117,-0.29255813953488286,15.928372093023256,-0.5716279069767438,14.15372340425532,-2.34627659574468,0.0,,,16.5,model_2m,,0.0,False,-0.29255813953488286,-0.5716279069767438,-2.34627659574468,0.0,0.0,0.0,0.0,False,0,keine,467.0,4
2026-08-26 01:00:00+02:00,16.2,1003.2,0.86,36,77,16.2,129.0,1.35,48,16.0,345.0,0.83,90,14.5,565.0,1.18,180,13.7,790.83,2.08,234,12.8,1021.76,3.59,249,11.1,1500.0,6.85,258,0.0,0.0,0.0,29.0,16.13425925925926,-0.06574074074073977,16.041666666666668,-0.15833333333333144,14.37601293008015,-1.8239870699198502,0.0,,,16.2,model_2m,,0.0,False,-0.06574074074073977,-0.15833333333333144,-1.8239870699198502,0.0,0.0,0.0,0.0,False,0,keine,465.0,4
2026-08-26 02:00:00+02:00,16.2,1003.4,0.2,270,81,16.1,131.0,0.0,270,15.8,346.0,0.73,172,14.3,567.0,2.08,201,13.7,792.6,3.04,237,13.1,1023.29,4.57,253,11.9,1501.0,8.01,265,0.0,0.0,0.0,31.0,16.00372093023256,-0.19627906976743859,15.864186046511628,-0.33581395348837084,14.212234042553192,-1.9877659574468076,0.0,,,16.2,model_2m,,0.0,False,-0.19627906976743859,-0.33581395348837084,-1.9877659574468076,0.0,0.0,0.0,0.0,False,0,keine,467.0,4
2026-08-26 03:00:00+02:00,15.6,1003.6,0.99,315,52,15.8,132.0,1.56,315,15.5,348.0,0.0,270,14.3,568.0,1.35,209,13.8,794.3,2.48,249,13.4,1025.72,4.04,262,12.4,1505.0,7.34,270,0.6666666666666702,30.0,0.20000000000000107,32.0,15.705555555555556,0.10555555555555607,15.566666666666666,-0.033333333333333215,14.229297392841362,-1.3707026071586377,1.3422222222222293,,,15.6,model_2m,,1.3422222222222293,False,0.10555555555555607,-0.033333333333333215,-1.3707026071586377,2.5250000000000012,0.6666666666666702,0.20000000000000107,30.0,False,1,Boden-1000hPa,468.0,4
2026-08-26 04:00:00+02:00,15.0,1004.1,1.41,8,100,15.0,137.0,2.21,5,15.0,352.0,1.18,15,14.3,572.0,1.2,243,13.9,798.3,2.42,261,13.4,1029.71,3.71,267,12.6,1509.0,6.33,271,0.0,0.0,0.0,37.0,15.0,0.0,15.0,0.0,14.250508174988953,-0.7494918250110469,0.0,,,15.0,model_2m,,0.0,False,0.0,0.0,-0.7494918250110469,0.0,0.0,0.0,0.0,False,0,keine,472.0,4
2026-08-26 05:00:00+02:00,13.8,1004.1,0.36,326,87,14.3,137.0,0.6,360,14.4,352.0,0.75,56,13.7,571.0,1.29,228,13.3,797.3,2.32,259,12.9,1028.72,3.59,269,12.1,1508.0,6.25,277,1.4285714285714286,250.0,0.5999999999999996,37.0,14.329302325581397,0.529302325581396,14.375813953488372,0.575813953488371,13.648740609809986,-0.151259390190015,3.2190476190476187,,,13.8,model_2m,,3.2190476190476187,False,0.529302325581396,0.575813953488371,-0.151259390190015,3.6083333333333334,1.4285714285714286,0.5999999999999996,250.0,False,2,Boden-1000hPa,471.0,4
2026-08-26 06:00:00+02:00,13.8,1004.1,0.81,277,96,14.1,137.0,1.12,297,14.4,351.0,0.43,104,13.5,571.0,0.84,230,13.1,797.07,2.07,260,12.7,1028.24,3.43,267,11.9,1507.0,6.2,271,0.8571428571428541,249.0,0.5999999999999996,37.0,14.188317757009345,0.3883177570093448,14.328504672897196,0.5285046728971956,13.448688459326757,-0.3513115406732439,2.169928571428566,,,13.8,model_2m,,2.169928571428566,False,0.3883177570093448,0.5285046728971956,-0.3513115406732439,3.605,0.8571428571428541,0.5999999999999996,249.0,False,2,Boden-1000hPa,471.0,4
2026-08-26 07:00:00+02:00,14.0,1004.5,0.61,9,98,13.8,140.0,1.1,360,14.5,354.0,0.33,72,13.6,574.0,0.82,247,13.1,800.07,2.06,265,12.6,1031.24,3.35,269,11.7,1510.0,5.95,272,0.3271028037383174,214.0,0.6999999999999993,40.0,13.996261682242991,-0.0037383177570085024,14.323364485981308,0.3233644859813083,13.542495687176539,-0.4575043128234615,1.1831884735202483,,,14.0,model_2m,,1.1831884735202483,False,-0.0037383177570085024,0.3233644859813083,-0.4575043128234615,2.7977959501557614,0.3271028037383174,0.6999999999999993,214.0,False,1,1000hPa-975hPa,474.0,4
2026-08-26 08:00:00+02:00,14.0,1004.6,0.14,225,99,13.6,141.0,0.14,225,14.4,356.0,0.93,180,13.7,575.0,1.46,216,13.3,801.53,2.22,249,12.9,1033.19,3.3,263,12.2,1513.0,5.71,274,0.3720930232558143,215.0,0.8000000000000007,41.0,13.81953488372093,-0.1804651162790698,14.191627906976745,0.1916279069767448,13.655855736547036,-0.34414426345296434,1.3046705426356597,,,14.0,model_2m,,1.3046705426356597,False,-0.1804651162790698,0.1916279069767448,-0.34414426345296434,3.091085271317832,0.3720930232558143,0.8000000000000007,215.0,False,1,1000hPa-975hPa,475.0,4
2026-08-26 09:00:00+02:00,15.2,1005.2,0.4,180,98,14.3,146.0,0.4,180,14.5,360.0,1.88,174,13.9,580.0,2.17,189,13.4,806.76,2.5,221,13.0,1038.67,3.37,241,12.1,1519.0,5.68,258,0.09345794392523331,214.0,0.1999999999999993,46.0,14.350467289719626,-0.8495327102803731,14.44392523364486,-0.7560747663551393,13.855900511554067,-1.3440994884459325,0.5673395638629274,,,15.2,model_2m,,0.5673395638629274,False,-0.8495327102803731,-0.7560747663551393,-1.3440994884459325,1.3088940809968828,0.09345794392523331,0.1999999999999993,214.0,False,1,1000hPa-975hPa,480.0,4
2026-08-26 10:00:00+02:00,16.3,1005.5,0.5,127,98,15.4,148.0,0.64,129,14.7,363.0,1.99,171,14.1,583.0,2.37,183,13.6,809.76,2.55,214,13.1,1041.67,3.3,235,12.2,1522.0,5.5,255,0.0,0.0,0.0,48.0,15.230697674418606,-1.0693023255813952,14.905116279069768,-1.394883720930233,14.062515434820956,-2.237484565179045,0.0,,,16.3,model_2m,,0.0,False,-1.0693023255813952,-1.394883720930233,-2.237484565179045,0.0,0.0,0.0,0.0,False,0,keine,483.0,4
