time,temperature_C,height_msl_m,pressure_hPa,sounding_id,height_agl_m,sounding_start,station_id,wmo
2026-08-20 02:00:00+02:00,17.2,376,962.44,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:00:02+02:00,17.2,390,960.89,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:00:04+02:00,17.2,398,959.93,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:00:06+02:00,17.4,408,958.79,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:00:08+02:00,17.5,422,957.3,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:00:10+02:00,17.6,434,955.93,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:00:12+02:00,17.6,446,954.61,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:00:14+02:00,17.5,457,953.38,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:00:16+02:00,17.3,467,952.21,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:00:18+02:00,17.1,478,951.04,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:00:20+02:00,17.0,488,949.85,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:00:22+02:00,16.9,499,948.65,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:00:24+02:00,16.8,510,947.44,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:00:26+02:00,16.7,521,946.24,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:00:28+02:00,16.6,532,945.06,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:00:30+02:00,16.6,542,943.92,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:00:32+02:00,16.5,552,942.83,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:00:34+02:00,16.4,561,941.82,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:00:36+02:00,16.3,570,940.87,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:00:38+02:00,16.3,578,939.94,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:00:40+02:00,16.2,587,938.99,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:00:42+02:00,16.1,596,938.02,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:00:44+02:00,16.3,605,937.02,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:00:46+02:00,16.2,614,936.01,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:00:48+02:00,16.1,623,934.96,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:00:50+02:00,16.0,633,933.86,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:00:52+02:00,15.9,644,932.68,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:00:54+02:00,15.9,655,931.45,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:00:56+02:00,15.8,667,930.19,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:00:58+02:00,15.6,678,928.94,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:01:00+02:00,15.5,690,927.71,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:01:02+02:00,15.5,701,926.51,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:01:04+02:00,15.5,711,925.37,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:01:05+02:00,15.5,715,925.0,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:01:06+02:00,15.4,721,924.25,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:01:08+02:00,15.3,732,923.1,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:01:10+02:00,15.2,743,921.92,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:01:12+02:00,15.2,754,920.77,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:01:14+02:00,15.1,764,919.67,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:01:16+02:00,15.0,774,918.6,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
2026-08-20 02:01:18+02:00,14.9,784,917.51,1,0.0,2026-08-20 02:00:00+02:00,02385,10618
