time,icon_d2_index,icon_d2_max_positive_gradient_K_per_100m,icon_d2_inversion_deltaT_K,icon_d2_inversion_depth_m,icon_d2_inversion_base_m,icon_d2_inversion_top_m,icon_d2_level_count
2026-09-04 00:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-04 01:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-04 02:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-04 03:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-04 04:00:00+02:00,0.5687530864197522,0.09259259259259225,0.1999999999999993,216.0,86.0,302.0,7
2026-09-04 05:00:00+02:00,0.5739245142003023,0.08968609865470979,0.20000000000000284,223.0,287.0,510.0,7
2026-09-04 06:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-04 07:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-04 08:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-04 09:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-04 10:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-04 11:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-04 12:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-04 13:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-04 14:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-04 15:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-04 16:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-04 17:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-04 18:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-04 19:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-04 20:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-04 21:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-04 22:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-04 23:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
