time,temperature_2m,surface_pressure,wind_speed_10m,wind_direction_10m,cloud_cover,temperature_1000hPa,geopotential_height_1000hPa,wind_speed_1000hPa,wind_direction_1000hPa,temperature_975hPa,geopotential_height_975hPa,wind_speed_975hPa,wind_direction_975hPa,temperature_950hPa,geopotential_height_950hPa,wind_speed_950hPa,wind_direction_950hPa,temperature_925hPa,geopotential_height_925hPa,wind_speed_925hPa,wind_direction_925hPa,temperature_900hPa,geopotential_height_900hPa,wind_speed_900hPa,wind_direction_900hPa,temperature_850hPa,geopotential_height_850hPa,wind_speed_850hPa,wind_direction_850hPa,max_inv_gradient_K_per_100m,inversion_depth_m,positive_deltaT_K,lowest_profile_height_agl_m,inversion_index,dwd_temperature_obs,surface_temp_bias_K,inversion_index_corrected,surface_correction_used
2026-08-18 00:00:00+02:00,16.4,1012.7,2.8,305,45,16.4,111.0,6.86,307,14.3,326.0,7.59,305,12.2,545.0,7.73,305,10.5,767.57,8.1,305,8.8,995.09,8.47,306,5.4,1466.0,9.22,307,0.0,0.0,0.0,11.0,0.0,,,0.0,False
2026-08-18 01:00:00+02:00,16.5,1012.7,2.72,264,98,16.0,112.0,5.76,278,14.3,326.0,6.87,293,12.4,545.0,7.22,298,10.7,767.8,7.77,300,9.0,995.57,8.33,301,5.7,1467.0,9.45,302,0.0,0.0,0.0,12.0,0.0,,,0.0,False
2026-08-18 02:00:00+02:00,15.3,1011.8,2.98,256,100,15.1,104.0,6.23,264,14.0,318.0,7.49,292,12.2,537.0,7.98,297,10.5,759.57,8.51,295,8.8,987.09,9.04,293,5.4,1458.0,10.13,290,0.0,0.0,0.0,4.0,0.0,,,0.0,False
2026-08-18 03:00:00+02:00,15.6,1011.9,2.82,253,99,15.0,105.0,5.49,260,13.8,319.0,7.46,295,12.1,538.0,8.11,305,10.5,760.81,8.38,301,9.0,988.57,8.69,297,5.9,1460.0,9.41,290,0.0,0.0,0.0,5.0,0.0,,,0.0,False
2026-08-18 04:00:00+02:00,15.5,1011.3,2.69,255,100,15.1,100.0,5.06,261,14.0,314.0,5.85,293,12.3,533.0,6.71,302,10.7,755.81,7.26,297,9.2,983.57,7.86,292,6.0,1455.0,9.18,285,0.0,0.0,0.0,2.0,0.0,,,0.0,False
2026-08-18 05:00:00+02:00,15.8,1011.1,1.82,261,100,15.4,98.0,3.6,272,14.1,313.0,4.31,305,12.3,531.0,5.02,313,10.6,754.04,5.78,306,9.0,982.05,6.61,301,5.7,1454.0,8.39,293,0.0,0.0,0.0,2.0,0.0,,,0.0,False
2026-08-18 06:00:00+02:00,15.5,1010.8,2.28,247,100,15.0,95.0,4.3,252,13.9,309.0,4.31,280,12.2,528.0,4.09,297,10.7,750.8,5.5,296,9.1,978.57,6.91,295,6.0,1450.0,9.74,295,0.0,0.0,0.0,2.0,0.0,,,0.0,False
2026-08-18 07:00:00+02:00,15.7,1010.3,1.92,242,100,15.3,91.0,3.96,249,14.1,306.0,4.26,274,12.2,524.0,3.52,293,10.7,747.04,4.86,295,9.2,975.05,6.2,295,6.3,1447.0,8.89,296,0.0,0.0,0.0,2.0,0.0,,,0.0,False
2026-08-18 08:00:00+02:00,15.5,1009.6,2.19,223,93,14.7,85.0,3.61,228,13.8,299.0,4.59,252,12.1,518.0,3.18,258,10.5,740.81,4.19,266,9.0,968.57,5.23,270,5.9,1440.0,7.37,275,0.0,0.0,0.0,2.0,0.0,,,0.0,False
2026-08-18 09:00:00+02:00,15.8,1009.2,2.06,219,97,14.9,82.0,2.91,221,13.9,296.0,4.14,248,12.3,515.0,3.32,245,10.8,738.04,4.08,259,9.3,966.05,4.99,268,6.4,1438.0,7.04,278,0.0,0.0,0.0,2.0,0.0,,,0.0,False
2026-08-18 10:00:00+02:00,16.5,1009.0,2.64,209,96,15.4,80.0,3.72,211,14.0,295.0,4.25,227,12.3,513.0,3.88,222,10.9,736.28,3.93,238,9.4,964.53,4.27,253,6.5,1437.0,5.58,274,4.999999999999998,22.0,1.0999999999999996,2.0,3.1955000000000005,,,3.1955000000000005,False
