time,icon_d2_index,icon_d2_max_positive_gradient_K_per_100m,icon_d2_inversion_deltaT_K,icon_d2_inversion_depth_m,icon_d2_inversion_base_m,icon_d2_inversion_top_m,icon_d2_level_count
2026-08-18 00:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-18 01:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-18 02:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-18 03:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-18 04:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-18 05:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-18 06:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-18 07:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-18 08:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-18 09:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-18 10:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-18 11:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-18 12:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-18 13:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-18 14:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-18 15:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-18 16:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-18 17:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-18 18:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-18 19:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-18 20:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-18 21:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-18 22:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-18 23:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
