time,level_type,pressure_hPa,height_msl_m,height_agl_m,temperature_C,usable_for_inversion
2026-09-05 00:00:00+02:00,surface,,9.0,2.0,16.4,True
2026-09-05 00:00:00+02:00,pressure,1000.0,85.0,78.0,16.0,True
2026-09-05 00:00:00+02:00,pressure,975.0,300.0,293.0,15.1,True
2026-09-05 00:00:00+02:00,pressure,950.0,520.0,513.0,13.9,True
2026-09-05 00:00:00+02:00,pressure,925.0,743.51,736.51,12.1,True
2026-09-05 00:00:00+02:00,pressure,900.0,972.0,965.0,10.3,True
2026-09-05 00:00:00+02:00,pressure,850.0,1445.0,1438.0,6.8,True
2026-09-05 01:00:00+02:00,surface,,9.0,2.0,16.3,True
2026-09-05 01:00:00+02:00,pressure,1000.0,87.0,80.0,15.8,True
2026-09-05 01:00:00+02:00,pressure,975.0,302.0,295.0,15.0,True
2026-09-05 01:00:00+02:00,pressure,950.0,522.0,515.0,13.8,True
2026-09-05 01:00:00+02:00,pressure,925.0,745.51,738.51,11.9,True
2026-09-05 01:00:00+02:00,pressure,900.0,974.0,967.0,10.0,True
2026-09-05 01:00:00+02:00,pressure,850.0,1447.0,1440.0,6.3,True
2026-09-05 02:00:00+02:00,surface,,9.0,2.0,16.1,True
2026-09-05 02:00:00+02:00,pressure,1000.0,91.0,84.0,15.7,True
2026-09-05 02:00:00+02:00,pressure,975.0,306.0,299.0,15.1,True
2026-09-05 02:00:00+02:00,pressure,950.0,525.0,518.0,13.9,True
2026-09-05 02:00:00+02:00,pressure,925.0,748.51,741.51,12.0,True
2026-09-05 02:00:00+02:00,pressure,900.0,977.0,970.0,10.1,True
2026-09-05 02:00:00+02:00,pressure,850.0,1450.0,1443.0,6.3,True
2026-09-05 03:00:00+02:00,surface,,9.0,2.0,15.9,True
2026-09-05 03:00:00+02:00,pressure,1000.0,94.0,87.0,15.4,True
2026-09-05 03:00:00+02:00,pressure,975.0,309.0,302.0,14.7,True
2026-09-05 03:00:00+02:00,pressure,950.0,528.0,521.0,13.3,True
2026-09-05 03:00:00+02:00,pressure,925.0,751.27,744.27,11.5,True
2026-09-05 03:00:00+02:00,pressure,900.0,979.52,972.52,9.7,True
2026-09-05 03:00:00+02:00,pressure,850.0,1452.0,1445.0,6.2,True
2026-09-05 04:00:00+02:00,surface,,9.0,2.0,15.4,True
