time,icon_d2_index,icon_d2_max_positive_gradient_K_per_100m,icon_d2_inversion_deltaT_K,icon_d2_inversion_depth_m,icon_d2_inversion_base_m,icon_d2_inversion_top_m,icon_d2_level_count
2026-09-26 00:00:00+02:00,4.676,8.823529411764707,6.800000000000001,284.0,2.0,286.0,7
2026-09-26 01:00:00+02:00,4.679,10.0,7.4,286.0,2.0,288.0,7
2026-09-26 02:00:00+02:00,4.673,7.313432835820896,7.100000000000001,282.0,2.0,284.0,7
2026-09-26 03:00:00+02:00,4.6775,7.571428571428569,8.1,285.0,2.0,287.0,7
2026-09-26 04:00:00+02:00,4.6745,7.826086956521738,9.0,283.0,2.0,285.0,7
2026-09-26 05:00:00+02:00,5.0,7.534246575342466,9.4,506.0,2.0,508.0,7
2026-09-26 06:00:00+02:00,5.0,7.638888888888889,9.9,505.0,2.0,507.0,7
2026-09-26 07:00:00+02:00,5.0,8.051948051948052,10.700000000000001,509.0,2.0,511.0,7
2026-09-26 08:00:00+02:00,5.0,6.447368421052632,9.8,508.0,2.0,510.0,7
2026-09-26 09:00:00+02:00,5.0,2.7631578947368443,7.200000000000001,508.0,2.0,510.0,7
2026-09-26 10:00:00+02:00,4.828817610062894,1.462264150943397,4.4,432.0,84.0,516.0,7
2026-09-26 11:00:00+02:00,1.911647887323944,0.42253521126760574,1.3000000000000007,433.0,90.0,523.0,7
2026-09-26 12:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-26 13:00:00+02:00,0.6928687782805438,0.13574660633484195,0.3000000000000007,221.0,302.0,523.0,7
2026-09-26 14:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-26 15:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-26 16:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-26 17:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-26 18:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-26 19:00:00+02:00,3.4175000000000004,2.142857142857143,1.5,70.0,2.0,72.0,7
2026-09-26 20:00:00+02:00,4.362500000000001,5.600000000000003,4.200000000000003,75.0,2.0,77.0,7
2026-09-26 21:00:00+02:00,4.3580000000000005,9.027777777777777,6.5,72.0,2.0,74.0,7
2026-09-26 22:00:00+02:00,4.692500000000001,6.533333333333331,5.199999999999999,295.0,2.0,297.0,7
2026-09-26 23:00:00+02:00,4.694000000000001,6.103896103896103,5.5,296.0,2.0,298.0,7
