time,temperature_2m,surface_pressure,wind_speed_10m,wind_direction_10m,cloud_cover,temperature_1000hPa,geopotential_height_1000hPa,wind_speed_1000hPa,wind_direction_1000hPa,temperature_975hPa,geopotential_height_975hPa,wind_speed_975hPa,wind_direction_975hPa,temperature_950hPa,geopotential_height_950hPa,wind_speed_950hPa,wind_direction_950hPa,temperature_925hPa,geopotential_height_925hPa,wind_speed_925hPa,wind_direction_925hPa,temperature_900hPa,geopotential_height_900hPa,wind_speed_900hPa,wind_direction_900hPa,temperature_850hPa,geopotential_height_850hPa,wind_speed_850hPa,wind_direction_850hPa,max_inv_gradient_K_per_100m,inversion_depth_m,positive_deltaT_K,lowest_profile_height_agl_m,inversion_index,dwd_temperature_obs,surface_temp_bias_K,inversion_index_corrected,surface_correction_used
2026-08-15 00:00:00+02:00,21.2,1013.4,1.63,313,6,26.8,121.0,5.64,323,27.5,344.0,3.68,328,26.5,573.0,2.12,300,24.7,806.28,2.46,265,22.8,1045.01,3.41,244,19.1,1540.0,5.91,227,0.3139013452914795,223.0,0.6999999999999993,21.0,1.1724857997010454,,,1.1724857997010454,False
2026-08-15 01:00:00+02:00,20.7,1013.4,1.84,311,2,25.1,120.0,6.16,318,27.0,343.0,3.31,328,26.3,572.0,1.54,258,24.4,805.05,2.4,251,22.4,1043.53,3.27,248,18.6,1538.0,5.04,245,0.8520179372197303,223.0,1.8999999999999986,20.0,2.609032884902838,,,2.609032884902838,False
2026-08-15 02:00:00+02:00,20.3,1013.2,1.98,315,13,24.3,118.0,5.92,323,26.8,340.0,3.67,313,25.7,569.0,2.7,275,23.8,801.82,3.72,264,21.9,1040.06,4.81,258,18.2,1534.0,7.09,251,1.1261261261261262,222.0,2.5,18.0,3.335064564564565,,,3.335064564564565,False
2026-08-15 03:00:00+02:00,20.3,1012.9,2.48,313,71,21.6,115.0,7.15,318,25.9,336.0,4.71,310,25.1,564.0,3.99,284,23.4,796.59,4.96,271,21.7,1034.58,6.1,263,18.3,1528.0,8.61,253,1.945701357466062,221.0,4.299999999999997,15.0,4.5815,,,4.5815,False
2026-08-15 04:00:00+02:00,19.7,1012.7,2.77,319,20,19.8,113.0,7.34,322,24.2,333.0,5.28,313,24.2,560.0,5.1,288,22.6,792.59,6.04,276,21.0,1030.58,7.17,267,17.9,1524.0,9.76,257,1.9999999999999993,220.0,4.399999999999999,13.0,4.580000000000001,,,4.580000000000001,False
2026-08-15 05:00:00+02:00,19.3,1013.2,2.78,322,2,19.0,117.0,6.96,328,22.9,336.0,6.18,329,23.4,562.0,5.74,308,22.0,794.36,6.19,290,20.6,1032.11,7.16,275,17.7,1525.0,10.01,257,1.7808219178082185,445.0,4.399999999999999,17.0,4.9175,,,4.9175,False
2026-08-15 06:00:00+02:00,18.9,1013.3,2.52,326,0,18.9,118.0,6.85,331,22.5,336.0,7.64,339,22.4,562.0,6.55,330,21.2,793.66,6.19,306,19.9,1030.68,6.94,284,17.5,1522.0,10.53,257,1.6513761467889916,218.0,3.6000000000000014,18.0,4.4270000000000005,,,4.4270000000000005,False
2026-08-15 07:00:00+02:00,19.0,1013.5,2.78,330,100,18.7,120.0,7.33,334,21.6,338.0,8.47,352,21.4,563.0,6.6,348,20.4,794.19,5.79,319,19.4,1030.73,6.57,291,17.4,1521.0,11.03,261,1.330275229357799,218.0,2.900000000000002,20.0,3.8533379204892992,,,3.8533379204892992,False
2026-08-15 08:00:00+02:00,19.8,1013.4,2.68,333,60,18.7,119.0,5.66,339,20.6,337.0,9.22,359,20.2,561.0,6.8,355,19.3,791.49,5.74,327,18.5,1027.3,6.28,297,16.9,1516.0,10.56,264,0.8715596330275238,218.0,1.9000000000000021,19.0,2.637359327217128,,,2.637359327217128,False
2026-08-15 09:00:00+02:00,20.6,1014.3,3.31,331,98,19.0,127.0,5.86,335,18.5,344.0,8.3,351,19.2,568.0,6.91,345,18.4,797.79,6.27,320,17.6,1032.87,6.9,295,16.1,1520.0,10.66,266,0.31249999999999967,224.0,0.6999999999999993,27.0,1.1714166666666659,,,1.1714166666666659,False
2026-08-15 10:00:00+02:00,20.5,1014.9,4.13,328,100,18.6,132.0,6.9,330,16.8,349.0,7.23,335,18.8,571.0,7.47,337,17.9,800.09,6.9,322,16.9,1034.44,6.86,306,15.1,1520.0,8.31,278,0.9009009009009009,222.0,2.0,32.0,2.7346516516516517,,,2.7346516516516517,False
2026-08-15 11:00:00+02:00,19.5,1015.7,3.4,313,100,17.3,138.0,5.38,318,15.9,354.0,5.67,320,17.7,576.0,7.28,326,16.8,804.39,7.02,313,15.8,1038.01,7.12,300,13.9,1522.0,8.31,278,0.8108108108108103,222.0,1.799999999999999,38.0,2.494486486486485,,,2.494486486486485,False
2026-08-15 12:00:00+02:00,20.3,1014.6,3.16,349,100,18.1,129.0,4.77,350,16.9,345.0,6.29,351,19.7,568.0,5.23,323,18.3,797.1,5.38,306,16.9,1031.44,5.99,290,14.1,1517.0,8.1,270,1.2556053811659196,223.0,2.8000000000000007,29.0,3.686443198804186,,,3.686443198804186,False
2026-08-15 13:00:00+02:00,21.1,1015.5,3.36,323,100,18.8,136.0,5.16,328,16.7,354.0,5.38,335,16.7,575.0,5.72,334,15.7,802.93,5.56,323,14.7,1036.05,5.61,312,12.8,1519.0,6.3,292,0.0,0.0,0.0,36.0,0.0,,,0.0,False
2026-08-15 14:00:00+02:00,21.0,1016.1,3.56,322,98,18.5,142.0,5.35,327,16.3,359.0,5.84,333,15.9,580.0,5.92,331,15.1,807.46,5.75,319,14.2,1040.1,5.81,307,12.6,1522.0,6.61,287,0.0,0.0,0.0,42.0,0.0,,,0.0,False
