time,icon_d2_index,icon_d2_max_positive_gradient_K_per_100m,icon_d2_inversion_deltaT_K,icon_d2_inversion_depth_m,icon_d2_inversion_base_m,icon_d2_inversion_top_m,icon_d2_level_count
2026-09-14 00:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-14 01:00:00+02:00,1.2825852699980136,0.1064101472716438,0.9000000000000004,919.0,605.0,1524.0,7
2026-09-14 02:00:00+02:00,1.828338173391414,0.22000264003168052,1.799999999999999,920.0,609.0,1529.0,7
2026-09-14 03:00:00+02:00,2.107794700346706,0.2701607456436578,2.3000000000000007,919.0,608.0,1527.0,7
2026-09-14 04:00:00+02:00,2.3409428618648387,0.3155142882899122,2.6999999999999993,918.0,613.0,1531.0,7
2026-09-14 05:00:00+02:00,1.6808967301386757,0.18048912553018695,1.5999999999999996,917.0,612.0,1529.0,7
2026-09-14 06:00:00+02:00,1.8386209126733444,0.2256114069127335,1.799999999999999,917.0,612.0,1529.0,7
2026-09-14 07:00:00+02:00,1.6808967301386757,0.18048912553018695,1.5999999999999996,917.0,615.0,1532.0,7
2026-09-14 08:00:00+02:00,2.070808167312719,0.2704408185342106,2.1999999999999993,918.0,613.0,1531.0,7
2026-09-14 09:00:00+02:00,2.3022460117548293,0.31486146095717926,2.6000000000000014,920.0,621.0,1541.0,7
2026-09-14 10:00:00+02:00,2.482841077426263,0.35200422405068915,2.8999999999999986,920.0,625.0,1545.0,7
2026-09-14 11:00:00+02:00,2.0209952309788575,0.2637246714430133,2.0999999999999996,921.0,619.0,1540.0,7
2026-09-14 12:00:00+02:00,2.0194488257974057,0.262881177707676,2.0999999999999996,924.0,624.0,1548.0,7
2026-09-14 13:00:00+02:00,2.056421506411661,0.2625935489518147,2.200000000000001,925.0,624.0,1549.0,7
2026-09-14 14:00:00+02:00,1.3710960221933859,0.134234193923665,1.0,925.0,625.0,1550.0,7
2026-09-14 15:00:00+02:00,1.1012197118533065,0.08930166101089447,0.5,927.0,623.0,1550.0,7
2026-09-14 16:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-14 17:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-14 18:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-14 19:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-14 20:00:00+02:00,1.272401960784313,0.41176470588235253,0.6999999999999993,170.0,2.0,172.0,7
2026-09-14 21:00:00+02:00,3.4040076628352485,1.2643678160919536,2.1999999999999993,174.0,2.0,176.0,7
2026-09-14 22:00:00+02:00,4.0175,1.5882352941176465,2.6999999999999993,170.0,2.0,172.0,7
2026-09-14 23:00:00+02:00,3.3433892215568832,1.2574850299401186,2.099999999999998,167.0,2.0,169.0,7
