time,temperature_obs,temperature_source,station_id,station_name,station_altitude_m,latitude,longitude,humidity_percent,pressure_hpa,pressure_sea_level_hpa,wind_speed_ms,wind_direction_deg,precip_mm
2026-09-18 00:00:00+02:00,20.6,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,88.0,1014.5,1016.0,1.3,344.0,0.0
2026-09-18 01:00:00+02:00,20.4,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,88.0,1014.4,1015.9,0.8,329.0,0.0
2026-09-18 02:00:00+02:00,20.0,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,89.0,1014.1,1015.6,1.4,280.0,0.0
2026-09-18 03:00:00+02:00,19.9,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,87.0,1014.1,1015.6,1.2,271.0,0.0
2026-09-18 04:00:00+02:00,19.7,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,88.0,1014.2,1015.7,0.8,303.0,0.0
2026-09-18 05:00:00+02:00,19.8,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,86.0,1014.2,1015.7,1.4,310.0,0.0
2026-09-18 06:00:00+02:00,19.6,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,86.0,1014.4,1015.9,2.3,261.0,0.0
2026-09-18 07:00:00+02:00,19.7,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,88.0,1014.6,1016.1,1.5,344.0,0.0
2026-09-18 08:00:00+02:00,19.5,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,87.0,1014.6,1016.1,0.6,250.0,0.0
2026-09-18 09:00:00+02:00,20.0,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,85.0,1015.3,1016.8,1.5,269.0,0.0
2026-09-18 10:00:00+02:00,21.5,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,76.0,1015.9,1017.4,0.8,271.0,0.0
2026-09-18 11:00:00+02:00,23.7,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,59.0,1016.2,1017.7,1.5,29.0,0.0
2026-09-18 12:00:00+02:00,25.0,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,57.0,1016.3,,,,
2026-09-18 13:00:00+02:00,25.1,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,60.0,1016.4,1017.9,1.3,81.0,0.0
2026-09-18 14:00:00+02:00,25.1,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,56.0,1016.4,1017.9,2.1,120.0,0.0
2026-09-18 15:00:00+02:00,25.2,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,53.0,1016.0,1017.5,1.8,55.0,0.0
2026-09-18 16:00:00+02:00,25.6,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,55.0,1015.7,1017.2,1.9,87.0,0.0
