time,temperature_2m,surface_pressure,wind_speed_10m,wind_direction_10m,cloud_cover,temperature_1000hPa,geopotential_height_1000hPa,wind_speed_1000hPa,wind_direction_1000hPa,temperature_975hPa,geopotential_height_975hPa,wind_speed_975hPa,wind_direction_975hPa,temperature_950hPa,geopotential_height_950hPa,wind_speed_950hPa,wind_direction_950hPa,temperature_925hPa,geopotential_height_925hPa,wind_speed_925hPa,wind_direction_925hPa,temperature_900hPa,geopotential_height_900hPa,wind_speed_900hPa,wind_direction_900hPa,temperature_850hPa,geopotential_height_850hPa,wind_speed_850hPa,wind_direction_850hPa,max_inv_gradient_K_per_100m,inversion_depth_m,positive_deltaT_K,lowest_profile_height_agl_m,temperature_100m_agl,deltaT_100m_model_K,temperature_200m_agl,deltaT_200m_model_K,temperature_500m_agl,deltaT_500m_model_K,inversion_index,surface_temperature_obs,dwd_temperature_obs,surface_temperature_for_profile,surface_temperature_source,surface_temp_bias_K,deltaT_100m_surface_K,deltaT_200m_surface_K,deltaT_500m_surface_K,inversion_index_corrected,surface_correction_used,local_stratification_index,local_max_gradient_K_per_100m,local_positive_deltaT_K,local_inversion_depth_m,local_surface_measured,local_inverted_layer_count,local_strongest_layer,local_profile_top_m,local_profile_point_count
2026-09-13 00:00:00+02:00,18.8,1010.9,1.33,283,30,20.9,195.0,5.92,282,20.3,414.0,8.55,293,18.3,637.0,7.57,293,16.5,863.99,7.81,282,14.7,1096.13,8.31,272,11.0,1577.0,9.92,256,2.2580645161290303,93.0,2.099999999999998,95.0,20.886301369863013,2.086301369863012,20.612328767123287,1.8123287671232866,18.631838565022424,-0.16816143497757707,3.6769999999999996,,,18.8,model_2m,,2.086301369863012,1.8123287671232866,-0.16816143497757707,3.6769999999999996,False,4.3100000000000005,2.2580645161290303,2.099999999999998,93.0,False,1,Boden-1000hPa,537.0,4
2026-09-13 01:00:00+02:00,17.8,1011.3,0.94,328,59,19.8,199.0,5.03,287,19.3,417.0,7.86,301,17.7,640.0,6.48,310,16.2,866.52,7.16,297,14.6,1098.17,8.14,287,11.5,1578.0,10.64,273,2.0618556701030926,97.0,2.0,99.0,19.79770642201835,1.99770642201835,19.56834862385321,1.7683486238532105,17.986995515695067,0.18699551569506667,3.6455,,,17.8,model_2m,,1.99770642201835,1.7683486238532105,0.18699551569506667,3.6455,False,4.323333333333333,2.0618556701030926,2.0,97.0,False,1,Boden-1000hPa,540.0,4
2026-09-13 02:00:00+02:00,15.5,1011.0,0.7,90,100,17.8,196.0,1.68,287,18.3,413.0,5.1,294,17.1,635.0,5.49,293,15.5,861.29,6.44,286,14.0,1092.7,7.47,281,10.9,1572.0,9.64,274,2.4468085106382986,311.0,2.8000000000000007,96.0,17.80921658986175,2.3092165898617516,18.03963133640553,2.539631336405531,17.28918918918919,1.789189189189191,4.266500000000001,14.549999999999999,14.549999999999999,14.549999999999999,measured,-0.9500000000000011,3.2592165898617527,3.489631336405532,2.739189189189192,4.4498750000000005,True,5.0,3.4574468085106407,3.7500000000000018,311.0,True,2,Boden-1000hPa,535.0,4
2026-09-13 03:00:00+02:00,15.5,1011.0,0.42,135,100,17.4,196.0,0.81,263,17.6,413.0,4.83,285,16.4,634.0,5.17,291,15.1,860.05,6.15,291,13.8,1091.23,7.13,291,11.1,1570.0,9.1,291,2.021276595744679,311.0,2.1000000000000014,96.0,17.4036866359447,1.9036866359446982,17.49585253456221,1.9958525345622107,16.584615384615383,1.0846153846153825,4.004000000000001,14.166666666666666,14.166666666666666,14.166666666666666,measured,-1.333333333333334,3.237019969278032,3.3291858678955446,2.4179487179487165,4.253000000000001,True,5.0,3.439716312056737,3.4333333333333353,311.0,True,2,Boden-1000hPa,534.0,4
2026-09-13 04:00:00+02:00,15.5,1010.8,1.1,175,84,17.6,194.0,2.0,183,17.1,410.0,3.77,262,16.3,632.0,4.42,288,14.9,858.05,5.35,292,13.5,1089.22,6.29,295,10.7,1568.0,8.21,299,2.282608695652175,92.0,2.1000000000000014,94.0,17.586111111111112,2.086111111111112,17.35462962962963,1.8546296296296312,16.415315315315315,0.9153153153153148,3.6755000000000004,15.299999999999999,15.299999999999999,15.299999999999999,measured,-0.20000000000000107,2.286111111111113,2.0546296296296322,1.115315315315316,4.0066250000000005,True,4.306666666666667,2.5000000000000027,2.3000000000000025,92.0,True,1,Boden-1000hPa,532.0,4
2026-09-13 05:00:00+02:00,14.9,1010.9,1.53,191,67,17.3,194.0,3.8,182,17.3,410.0,4.22,245,16.2,632.0,4.98,276,15.0,858.05,5.63,282,13.8,1089.22,6.32,286,11.3,1568.0,7.78,292,2.6086956521739135,92.0,2.4000000000000004,94.0,17.3,2.4000000000000004,17.3,2.4000000000000004,16.358558558558556,1.4585585585585559,3.7880000000000003,15.866666666666667,15.866666666666667,15.866666666666667,measured,0.9666666666666668,1.4333333333333336,1.4333333333333336,0.4918918918918891,4.091,True,3.810833333333334,1.5579710144927539,1.4333333333333336,92.0,True,1,Boden-1000hPa,532.0,4
2026-09-13 06:00:00+02:00,15.3,1010.4,2.04,191,100,16.3,190.0,5.7,180,17.4,406.0,5.31,231,16.1,628.0,5.22,256,15.0,854.29,5.57,268,14.0,1085.7,6.13,278,11.8,1565.0,7.66,292,1.1363636363636365,304.0,2.099999999999998,90.0,16.350925925925928,1.0509259259259274,16.860185185185184,1.5601851851851833,16.263963963963967,0.9639639639639661,3.3268333333333326,16.033333333333335,16.033333333333335,16.033333333333335,measured,0.7333333333333343,0.3175925925925931,0.8268518518518491,0.23063063063063183,2.747650252525251,True,4.445833333333331,0.5092592592592583,1.3666666666666636,304.0,True,2,1000hPa-975hPa,528.0,4
2026-09-13 07:00:00+02:00,15.5,1010.4,2.5,178,94,15.8,190.0,6.31,176,17.4,406.0,5.65,229,16.4,628.0,5.54,252,15.3,854.75,5.83,266,14.3,1086.66,6.44,279,12.1,1567.0,8.32,296,0.7407407407407397,304.0,1.8999999999999986,90.0,15.874074074074075,0.3740740740740751,16.614814814814814,1.1148148148148138,16.526126126126126,1.026126126126126,2.5265246913580217,16.283333333333335,16.283333333333335,16.283333333333335,measured,0.783333333333335,-0.4092592592592599,0.3314814814814788,0.2427927927927911,1.8948935185185163,True,4.369999999999997,0.7407407407407397,1.5999999999999979,216.0,True,1,1000hPa-975hPa,528.0,4
2026-09-13 08:00:00+02:00,16.6,1010.7,2.92,174,100,15.9,192.0,5.43,174,17.4,408.0,5.23,231,16.4,630.0,5.99,261,15.2,856.75,6.34,272,14.0,1088.65,6.9,282,11.6,1569.0,8.49,297,0.6944444444444436,216.0,1.4999999999999982,92.0,15.955555555555556,-0.6444444444444457,16.65,0.04999999999999716,16.535135135135135,-0.06486486486486598,2.159648148148146,17.05,17.05,17.05,measured,0.4499999999999993,-1.094444444444445,-0.40000000000000213,-0.5148648648648653,1.6197361111111095,True,4.282499999999999,0.6944444444444436,1.4999999999999982,216.0,True,1,1000hPa-975hPa,530.0,4
2026-09-13 09:00:00+02:00,17.0,1010.5,2.7,178,98,16.0,191.0,4.6,181,17.2,407.0,6.06,237,16.1,628.0,7.92,262,15.1,854.75,8.42,270,14.0,1086.66,9.05,277,11.9,1567.0,10.61,287,0.5555555555555552,216.0,1.1999999999999993,91.0,16.05,-0.9499999999999993,16.605555555555554,-0.3944444444444457,16.239366515837105,-0.760633484162895,1.7925185185185177,18.05,18.05,18.05,measured,1.0500000000000007,-2.0,-1.4444444444444464,-1.8106334841628957,1.3443888888888882,True,4.02,0.5555555555555552,1.1999999999999993,216.0,True,1,1000hPa-975hPa,528.0,4
2026-09-13 10:00:00+02:00,18.2,1010.6,2.82,174,100,17.0,191.0,4.41,176,17.0,407.0,5.52,236,16.2,629.0,8.88,263,15.2,855.75,9.21,270,14.1,1087.66,9.64,275,11.9,1568.0,10.78,286,0.0,0.0,0.0,91.0,17.0,-1.1999999999999993,17.0,-1.1999999999999993,16.304504504504504,-1.8954954954954957,0.0,19.916666666666668,19.916666666666668,19.916666666666668,measured,1.7166666666666686,-2.916666666666668,-2.916666666666668,-3.6121621621621642,0.0,True,0.0,0.0,0.0,0.0,True,0,keine,529.0,4
2026-09-13 11:00:00+02:00,19.7,1010.0,2.7,178,100,18.7,187.0,4.5,179,17.7,404.0,5.94,223,16.5,626.0,8.89,255,15.4,853.22,9.08,263,14.2,1085.61,9.43,270,11.8,1567.0,10.53,283,0.0,0.0,0.0,87.0,18.64009216589862,-1.0599078341013808,18.17926267281106,-1.5207373271889395,16.64054054054054,-3.0594594594594575,0.0,19.7,19.7,19.7,measured,0.0,-1.0599078341013808,-1.5207373271889395,-3.0594594594594575,0.0,True,0.0,0.0,0.0,0.0,True,0,keine,526.0,4
2026-09-13 12:00:00+02:00,20.1,1010.2,1.8,180,100,19.4,189.0,3.61,185,17.8,406.0,5.35,216,16.4,628.0,7.8,255,15.3,855.22,8.47,267,14.1,1087.61,9.46,277,11.7,1569.0,12.06,291,0.0,0.0,0.0,89.0,19.31889400921659,-0.7811059907834128,18.581566820276496,-1.5184331797235053,16.576576576576574,-3.523423423423427,0.0,21.316666666666666,21.316666666666666,21.316666666666666,measured,1.216666666666665,-1.9977726574500778,-2.7350998463901703,-4.740090090090092,0.0,True,0.0,0.0,0.0,0.0,True,0,keine,528.0,4
2026-09-13 13:00:00+02:00,21.5,1010.1,1.9,198,100,20.8,188.0,3.72,211,18.8,406.0,5.51,229,16.8,628.0,6.66,239,15.6,854.99,7.38,258,14.4,1087.13,8.74,272,11.9,1568.0,12.49,290,0.0,0.0,0.0,88.0,20.689908256880734,-0.8100917431192656,19.772477064220183,-1.7275229357798167,17.052252252252252,-4.447747747747748,0.0,21.849999999999998,21.849999999999998,21.849999999999998,measured,0.34999999999999787,-1.1600917431192634,-2.0775229357798146,-4.797747747747746,0.0,True,0.0,0.0,0.0,0.0,True,0,keine,528.0,4
2026-09-13 14:00:00+02:00,21.9,1010.0,2.05,227,100,21.4,188.0,4.63,237,19.3,406.0,6.38,238,17.3,629.0,7.6,241,15.9,856.22,8.49,255,14.6,1088.61,9.75,266,11.8,1570.0,12.96,280,0.0,0.0,0.0,88.0,21.28440366972477,-0.6155963302752276,20.321100917431192,-1.5788990825688067,17.560089686098657,-4.339910313901342,0.0,21.183333333333334,21.183333333333334,21.183333333333334,measured,-0.716666666666665,0.10107033639143737,-0.8622324159021417,-3.623243647234677,0.20994832041343514,True,1.6099709302325482,0.25193798449612215,0.216666666666665,86.0,True,1,Boden-1000hPa,529.0,4
2026-09-13 15:00:00+02:00,22.8,1009.2,2.2,219,100,22.0,180.0,4.04,222,19.9,399.0,5.13,225,17.7,622.0,5.55,226,16.2,849.45,6.07,250,14.8,1082.09,7.44,268,11.8,1564.0,11.37,287,0.0,0.0,0.0,80.0,21.80821917808219,-0.9917808219178106,20.84931506849315,-1.9506849315068493,17.917040358744394,-4.882959641255606,0.0,23.650000000000002,23.650000000000002,23.650000000000002,measured,0.8500000000000014,-1.841780821917812,-2.8006849315068507,-5.732959641255608,0.0,True,0.0,0.0,0.0,0.0,True,0,keine,522.0,4
2026-09-13 16:00:00+02:00,23.3,1008.8,1.89,212,100,22.7,177.0,3.44,216,20.6,397.0,4.7,221,18.6,620.0,6.38,237,16.8,847.45,7.29,256,15.1,1080.09,8.76,270,11.7,1562.0,12.59,285,0.0,0.0,0.0,77.0,22.480454545454545,-0.8195454545454552,21.525909090909092,-1.7740909090909085,18.779372197309417,-4.5206278026905835,0.0,24.55,24.55,24.55,measured,1.25,-2.0695454545454552,-3.0240909090909085,-5.7706278026905835,0.0,True,0.0,0.0,0.0,0.0,True,0,keine,520.0,4
2026-09-13 17:00:00+02:00,23.6,1008.5,4.3,269,100,23.0,175.0,7.5,269,20.8,394.0,8.92,267,18.6,618.0,9.26,267,16.9,845.22,10.36,272,15.2,1077.61,11.52,276,11.8,1559.0,13.98,282,0.0,0.0,0.0,75.0,22.748858447488583,-0.8511415525114181,21.744292237442924,-1.8557077625570777,18.776785714285715,-4.823214285714286,0.0,22.983333333333334,22.983333333333334,22.983333333333334,measured,-0.6166666666666671,-0.23447488584475096,-1.2390410958904106,-4.206547619047619,0.01902587519025767,True,0.3606563926940573,0.022831050228309203,0.01666666666666572,73.0,True,1,Boden-1000hPa,518.0,4
2026-09-13 18:00:00+02:00,22.6,1008.7,3.26,259,100,22.2,176.0,6.69,261,20.1,395.0,9.76,261,17.9,618.0,10.45,261,16.2,844.99,10.84,270,14.5,1077.14,11.5,279,11.0,1558.0,13.45,293,0.0,0.0,0.0,76.0,21.969863013698628,-0.6301369863013733,21.01095890410959,-1.589041095890412,18.07757847533632,-4.522421524663681,0.0,20.416666666666668,20.416666666666668,20.416666666666668,measured,-2.1833333333333336,1.5531963470319603,0.5942922374429216,-2.3390881913303474,1.25,True,4.057083333333332,2.4099099099099073,1.7833333333333314,74.0,True,1,Boden-1000hPa,518.0,4
2026-09-13 19:00:00+02:00,19.5,1009.3,1.71,249,100,19.1,181.0,4.06,260,18.7,399.0,9.65,273,16.9,622.0,11.56,280,15.3,848.52,12.36,291,13.7,1080.18,13.57,300,10.6,1560.0,16.83,314,0.0,0.0,0.0,81.0,19.0651376146789,-0.4348623853211002,18.881651376146788,-0.6183486238532119,17.07757847533632,-2.4224215246636795,0.0,20.483333333333334,20.483333333333334,20.483333333333334,measured,0.9833333333333343,-1.4181957186544345,-1.6016819571865462,-3.405754857997014,0.0,True,0.0,0.0,0.0,0.0,True,0,keine,522.0,4
2026-09-13 20:00:00+02:00,19.7,1009.6,0.98,204,90,20.1,185.0,3.76,241,18.7,403.0,8.55,276,16.8,625.0,10.21,287,15.3,851.52,10.94,296,13.7,1083.18,11.92,304,10.7,1563.0,14.41,316,0.48192771084337604,83.0,0.40000000000000213,85.0,20.003669724770642,0.3036697247706428,19.36146788990826,-0.3385321100917409,17.013963963963963,-2.686036036036036,1.1580341365461904,20.349999999999998,20.349999999999998,20.349999999999998,measured,0.6499999999999986,-0.3463302752293558,-0.9885321100917395,-3.3360360360360346,0.8685256024096428,True,0.0,0.0,0.0,0.0,True,0,keine,525.0,4
2026-09-13 21:00:00+02:00,19.3,1010.2,1.61,300,100,19.8,189.0,5.02,301,18.1,407.0,7.05,298,16.1,629.0,8.8,297,14.6,855.05,9.48,304,13.1,1086.23,10.3,311,10.1,1565.0,12.24,321,0.5747126436781609,87.0,0.5,89.0,19.71422018348624,0.4142201834862398,18.934403669724773,-0.36559633027522764,16.361261261261262,-2.9387387387387385,1.371639846743295,19.133333333333333,19.133333333333333,19.133333333333333,measured,-0.16666666666666785,0.5808868501529076,-0.1989296636085598,-2.7720720720720706,1.6672994891443178,True,3.123333333333335,0.7662835249042159,0.6666666666666679,87.0,True,1,Boden-1000hPa,529.0,4
2026-09-13 22:00:00+02:00,18.7,1010.6,1.12,280,86,19.1,192.0,3.51,290,17.4,410.0,5.8,299,15.6,631.0,8.53,304,14.4,857.29,9.2,310,13.2,1088.7,9.96,315,10.7,1568.0,11.65,323,0.4444444444444468,90.0,0.40000000000000213,92.0,19.037614678899082,0.33761467889908303,18.257798165137615,-0.4422018348623844,15.852488687782804,-2.847511312217195,1.0998148148148201,17.533333333333335,17.533333333333335,17.533333333333335,measured,-1.1666666666666643,1.5042813455657473,0.7244648318042799,-1.6808446455505308,2.0748611111111153,True,3.9208333333333334,1.7407407407407407,1.5666666666666664,90.0,True,1,Boden-1000hPa,531.0,4
2026-09-13 23:00:00+02:00,18.1,1011.1,1.0,323,94,18.5,197.0,2.92,322,16.6,414.0,4.22,332,14.8,635.0,5.08,324,13.7,860.59,6.64,324,12.5,1091.27,8.2,324,10.1,1569.0,11.32,324,0.4210526315789459,95.0,0.3999999999999986,97.0,18.47373271889401,0.37373271889400783,17.59815668202765,-0.5018433179723516,15.085067873303167,-3.0149321266968343,1.0644298245614003,,,18.1,model_2m,,0.37373271889400783,-0.5018433179723516,-3.0149321266968343,1.0644298245614003,False,2.561403508771922,0.4210526315789459,0.3999999999999986,95.0,False,1,Boden-1000hPa,535.0,4
