time,icon_d2_index,icon_d2_max_positive_gradient_K_per_100m,icon_d2_inversion_deltaT_K,icon_d2_inversion_depth_m,icon_d2_inversion_base_m,icon_d2_inversion_top_m,icon_d2_level_count
2026-08-30 00:00:00+02:00,2.9194999999999998,3.076923076923066,0.3999999999999986,13.0,2.0,15.0,7
2026-08-30 01:00:00+02:00,3.3605,2.307692307692313,0.6999999999999993,232.0,2.0,234.0,7
2026-08-30 02:00:00+02:00,2.8430000000000017,1.6666666666666903,0.20000000000000284,12.0,2.0,14.0,7
2026-08-30 03:00:00+02:00,2.8415000000000012,1.818181818181844,0.20000000000000284,11.0,2.0,13.0,7
2026-08-30 04:00:00+02:00,2.8790000000000004,2.7272727272727337,0.3000000000000007,11.0,2.0,13.0,7
2026-08-30 05:00:00+02:00,2.880500000000001,2.500000000000006,0.3000000000000007,12.0,2.0,14.0,7
2026-08-30 06:00:00+02:00,2.8445,1.538461538461533,0.1999999999999993,13.0,2.0,15.0,7
2026-08-30 07:00:00+02:00,2.886499999999999,1.8749999999999822,0.29999999999999716,16.0,2.0,18.0,7
2026-08-30 08:00:00+02:00,1.8858333333332935,0.9999999999999787,0.09999999999999787,10.0,2.0,12.0,7
2026-08-30 09:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-30 10:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-30 11:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-30 12:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-30 13:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-30 14:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-30 15:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-30 16:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-30 17:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-30 18:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-30 19:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-30 20:00:00+02:00,2.876000000000001,3.333333333333341,0.3000000000000007,9.0,2.0,11.0,7
2026-08-30 21:00:00+02:00,2.9539999999999997,4.545454545454546,0.5,11.0,2.0,13.0,7
2026-08-30 22:00:00+02:00,2.9570000000000003,3.8461538461538463,0.5,13.0,2.0,15.0,7
2026-08-30 23:00:00+02:00,2.881999999999999,2.307692307692286,0.29999999999999716,13.0,2.0,15.0,7
