time,temperature_2m,surface_pressure,wind_speed_10m,wind_direction_10m,cloud_cover,temperature_1000hPa,geopotential_height_1000hPa,wind_speed_1000hPa,wind_direction_1000hPa,temperature_975hPa,geopotential_height_975hPa,wind_speed_975hPa,wind_direction_975hPa,temperature_950hPa,geopotential_height_950hPa,wind_speed_950hPa,wind_direction_950hPa,temperature_925hPa,geopotential_height_925hPa,wind_speed_925hPa,wind_direction_925hPa,temperature_900hPa,geopotential_height_900hPa,wind_speed_900hPa,wind_direction_900hPa,temperature_850hPa,geopotential_height_850hPa,wind_speed_850hPa,wind_direction_850hPa
2026-09-26 00:00:00+02:00,12.6,1017.5,1.93,201,81,16.8,154.0,6.22,225,15.5,370.0,6.36,240,13.8,589.0,7.18,251,12.6,813.19,7.44,260,11.5,1042.42,7.88,268,9.2,1517.0,9.19,282
2026-09-26 01:00:00+02:00,12.4,1017.4,2.09,197,68,16.6,153.0,6.44,224,15.8,368.0,6.54,243,13.9,588.0,6.91,255,12.7,812.66,7.65,261,11.4,1042.37,8.48,266,8.9,1518.0,10.28,274
2026-09-26 02:00:00+02:00,12.3,1017.4,2.15,202,0,16.5,153.0,6.72,226,16.0,369.0,6.67,244,14.0,588.0,6.23,255,12.8,812.9,7.44,260,11.6,1042.85,8.69,264,9.3,1519.0,11.27,269
2026-09-26 03:00:00+02:00,12.1,1017.0,2.15,208,55,16.4,149.0,6.82,231,16.0,365.0,6.6,248,13.9,585.0,6.18,257,12.7,809.43,7.6,260,11.6,1038.9,9.04,262,9.3,1514.0,11.94,265
2026-09-26 04:00:00+02:00,11.9,1017.1,2.28,218,44,15.9,150.0,6.96,238,16.0,365.0,6.89,249,14.0,585.0,6.94,251,12.8,809.43,8.35,256,11.6,1038.9,9.82,260,9.2,1514.0,12.84,265
2026-09-26 05:00:00+02:00,12.8,1017.4,2.26,225,97,15.2,152.0,6.85,247,16.0,368.0,7.44,254,14.3,588.0,7.24,252,12.8,812.43,8.6,261,11.3,1041.9,10.1,267,8.3,1517.0,13.35,275
2026-09-26 06:00:00+02:00,13.0,1017.1,2.33,211,97,15.4,150.0,6.49,241,16.0,365.0,6.75,252,14.4,586.0,7.13,247,13.0,810.66,9.06,258,11.6,1040.37,11.23,265,8.7,1516.0,15.86,274
2026-09-26 07:00:00+02:00,13.1,1017.6,2.56,231,78,14.0,154.0,6.71,253,15.2,369.0,7.05,271,14.0,588.0,7.99,265,12.5,812.43,9.14,267,10.9,1041.9,10.31,270,7.8,1517.0,12.67,273
2026-09-26 08:00:00+02:00,13.0,1018.1,2.28,255,100,13.7,158.0,6.26,287,13.7,372.0,8.85,308,12.8,591.0,7.95,293,11.5,814.96,8.24,283,10.2,1043.94,8.75,274,7.6,1518.0,10.28,260
2026-09-26 09:00:00+02:00,13.5,1017.8,0.78,220,100,14.6,155.0,3.39,315,14.6,370.0,5.29,305,13.6,589.0,7.28,278,12.1,813.43,8.02,274,10.6,1042.89,8.79,271,7.7,1518.0,10.42,265
2026-09-26 10:00:00+02:00,14.0,1019.2,1.41,262,100,13.9,167.0,3.97,304,13.1,380.0,5.85,330,12.5,599.0,5.44,308,11.3,822.73,5.75,291,10.0,1051.46,6.49,276,7.5,1525.0,8.81,258
2026-09-26 11:00:00+02:00,14.9,1019.7,1.17,290,96,13.7,171.0,3.2,321,12.8,385.0,4.5,345,11.6,603.0,3.95,331,10.5,826.73,4.04,299,9.5,1055.46,5.17,275,7.4,1529.0,8.73,253
2026-09-26 12:00:00+02:00,16.4,1020.2,0.82,346,99,14.4,176.0,1.7,357,13.1,390.0,3.32,356,11.9,609.0,4.18,334,10.8,832.72,4.39,306,9.7,1061.46,5.46,285,7.5,1535.0,8.79,263
2026-09-26 13:00:00+02:00,17.8,1020.6,1.93,339,96,15.5,181.0,2.72,343,13.4,395.0,2.83,352,12.0,613.0,2.6,353,10.9,836.49,2.8,307,9.8,1064.98,4.22,281,7.6,1538.0,8.04,263
2026-09-26 14:00:00+02:00,18.5,1020.9,2.7,321,62,15.9,183.0,3.55,328,13.8,398.0,3.25,343,11.7,616.0,2.91,356,10.7,839.26,3.0,315,9.8,1067.5,4.24,288,7.8,1540.0,7.85,268
2026-09-26 15:00:00+02:00,19.0,1020.5,2.64,335,3,16.4,180.0,3.45,343,14.2,394.0,3.46,351,12.0,613.0,3.34,356,10.9,836.26,3.06,324,9.9,1064.5,3.76,295,7.8,1537.0,6.58,269
2026-09-26 16:00:00+02:00,18.6,1021.2,2.92,329,100,16.0,185.0,3.9,337,13.9,400.0,3.68,350,11.9,618.0,3.03,6,10.8,841.26,2.42,335,9.8,1069.5,2.74,300,7.7,1542.0,5.07,267
2026-09-26 17:00:00+02:00,18.1,1021.4,3.0,358,100,15.7,187.0,4.6,1,13.6,401.0,4.78,4,11.7,620.0,3.16,18,10.8,843.02,2.13,346,9.9,1071.02,2.28,300,8.2,1543.0,4.99,261
2026-09-26 18:00:00+02:00,17.2,1021.7,2.91,16,2,15.1,189.0,4.46,16,13.1,403.0,4.53,16,11.6,621.0,2.55,28,10.7,844.26,1.79,3,9.8,1072.5,1.65,323,8.1,1545.0,3.19,277
2026-09-26 19:00:00+02:00,16.1,1022.2,2.31,18,100,14.6,193.0,4.66,15,13.5,407.0,3.9,29,12.5,625.0,1.68,40,11.3,848.02,1.0,16,10.0,1076.02,0.84,320,7.5,1548.0,2.15,270
2026-09-26 20:00:00+02:00,14.5,1022.9,1.68,17,0,14.9,199.0,5.1,26,13.8,413.0,3.44,46,12.7,631.0,1.73,60,11.4,854.26,0.92,58,10.2,1082.5,0.13,26,7.6,1555.0,1.53,246
2026-09-26 21:00:00+02:00,13.1,1022.9,1.89,32,27,14.8,199.0,5.63,33,13.5,413.0,3.91,58,12.5,631.0,2.26,87,11.3,854.26,1.45,96,10.0,1082.5,0.73,122,7.5,1555.0,1.35,229
2026-09-26 22:00:00+02:00,12.2,1023.5,1.91,43,1,14.6,204.0,6.15,44,13.4,417.0,4.46,72,12.2,636.0,3.32,115,11.0,859.02,2.51,122,9.8,1087.02,1.78,135,7.5,1559.0,1.25,204
