time,icon_d2_index,icon_d2_max_positive_gradient_K_per_100m,icon_d2_inversion_deltaT_K,icon_d2_inversion_depth_m,icon_d2_inversion_base_m,icon_d2_inversion_top_m,icon_d2_level_count
2026-08-21 00:00:00+02:00,1.0600186915887846,0.2803738317757008,0.5999999999999996,214.0,49.0,263.0,7
2026-08-21 01:00:00+02:00,0.9363565891472868,0.23255813953488372,0.5,215.0,49.0,264.0,7
2026-08-21 02:00:00+02:00,1.5526978193146415,0.46728971962616817,1.0,214.0,49.0,263.0,7
2026-08-21 03:00:00+02:00,0.9368489096573207,0.23364485981308408,0.5,214.0,51.0,265.0,7
2026-08-21 04:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-21 05:00:00+02:00,0.44307198748043775,0.04694835680751157,0.09999999999999964,213.0,57.0,270.0,7
2026-08-21 06:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-21 07:00:00+02:00,0.8137879499217532,0.1877934272300471,0.40000000000000036,213.0,55.0,268.0,7
2026-08-21 08:00:00+02:00,0.6902159624413153,0.14084507042253555,0.3000000000000007,213.0,56.0,269.0,7
2026-08-21 09:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-21 10:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-21 11:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-21 12:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-21 13:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-21 14:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-21 15:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-21 16:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-21 17:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-21 18:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-21 19:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-21 20:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-21 21:00:00+02:00,1.3934313725490153,0.588235294117645,0.4999999999999982,85.0,2.0,87.0,7
2026-08-21 22:00:00+02:00,3.1092356321839065,1.3793103448275854,1.1999999999999993,87.0,2.0,89.0,7
2026-08-21 23:00:00+02:00,2.9793043478260897,1.3043478260869577,1.200000000000001,92.0,2.0,94.0,7
