time,temperature_2m,surface_pressure,wind_speed_10m,wind_direction_10m,cloud_cover,temperature_1000hPa,geopotential_height_1000hPa,wind_speed_1000hPa,wind_direction_1000hPa,temperature_975hPa,geopotential_height_975hPa,wind_speed_975hPa,wind_direction_975hPa,temperature_950hPa,geopotential_height_950hPa,wind_speed_950hPa,wind_direction_950hPa,temperature_925hPa,geopotential_height_925hPa,wind_speed_925hPa,wind_direction_925hPa,temperature_900hPa,geopotential_height_900hPa,wind_speed_900hPa,wind_direction_900hPa,temperature_850hPa,geopotential_height_850hPa,wind_speed_850hPa,wind_direction_850hPa
2026-09-22 00:00:00+02:00,21.4,1019.2,1.14,285,0,26.6,184.0,1.71,277,26.0,407.04,2.94,239,25.5,635.0,4.64,226,23.7,868.0,3.94,215,22.0,1106.0,3.05,198,18.8,1599.0,1.14,270
2026-09-22 01:00:00+02:00,20.9,1019.0,1.2,275,0,26.5,181.0,2.82,287,26.0,404.53,3.31,251,25.5,633.0,4.65,230,23.7,866.0,4.25,215,22.1,1104.0,3.33,205,18.8,1597.0,2.8,288
2026-09-22 02:00:00+02:00,20.5,1018.4,1.3,266,0,26.5,177.0,3.28,282,26.0,400.04,3.64,256,25.6,628.0,4.59,237,24.0,861.0,4.5,224,22.4,1100.0,3.33,216,18.8,1592.0,3.51,296
2026-09-22 03:00:00+02:00,20.1,1017.9,1.4,266,0,26.1,172.0,3.81,273,25.8,395.04,3.97,258,25.6,623.0,4.38,245,24.1,856.0,4.52,237,22.5,1094.0,3.63,230,18.7,1587.0,4.21,303
2026-09-22 04:00:00+02:00,19.7,1017.3,1.32,261,0,25.9,166.0,3.91,267,25.7,389.04,4.08,258,25.6,617.0,4.35,250,24.2,850.0,4.5,243,22.5,1089.0,4.07,239,18.6,1581.0,3.97,301
2026-09-22 05:00:00+02:00,18.8,1017.2,1.3,266,4,25.4,165.0,3.93,263,25.3,387.55,4.17,256,25.2,615.0,4.46,250,24.0,849.0,4.65,243,22.0,1087.0,4.37,245,18.1,1578.0,3.88,289
2026-09-22 06:00:00+02:00,18.4,1017.2,1.32,261,11,25.2,165.0,3.95,261,25.2,387.55,4.09,252,25.2,615.0,4.33,243,23.8,848.0,4.72,234,22.0,1086.0,4.55,238,18.0,1578.0,3.68,266
2026-09-22 07:00:00+02:00,18.1,1017.2,1.32,261,1,25.0,165.0,3.81,267,25.1,387.06,3.93,252,25.1,614.0,4.3,238,23.7,847.0,4.9,227,21.9,1085.0,5.02,228,17.7,1577.0,4.21,249
2026-09-22 08:00:00+02:00,17.6,1017.1,1.4,266,0,24.7,164.0,3.82,276,24.8,386.06,3.7,255,24.9,613.0,4.09,235,23.6,846.0,4.99,220,21.8,1084.0,5.52,215,17.7,1575.0,4.74,236
2026-09-22 09:00:00+02:00,18.7,1017.4,1.3,266,0,24.6,166.0,3.57,281,24.7,388.06,3.27,254,24.7,615.0,3.73,229,23.5,848.0,5.05,215,21.7,1086.0,5.93,208,17.5,1577.0,5.47,228
2026-09-22 10:00:00+02:00,22.3,1017.6,1.14,255,0,24.6,169.0,3.26,281,24.6,391.06,2.77,251,24.5,618.0,3.13,221,23.4,851.0,4.91,210,21.6,1088.0,6.03,205,17.5,1579.0,5.66,220
2026-09-22 11:00:00+02:00,26.1,1018.0,0.89,243,0,25.3,173.0,1.9,273,24.8,395.55,2.11,234,24.4,623.0,2.99,210,23.5,855.0,4.9,207,21.7,1093.0,6.14,209,17.6,1584.0,5.93,220
2026-09-22 12:00:00+02:00,28.9,1017.8,0.54,158,0,26.5,172.0,0.71,172,25.6,394.55,1.81,196,24.6,622.0,3.0,201,23.6,855.0,4.9,207,21.8,1093.0,6.13,213,17.7,1584.0,6.0,222
2026-09-22 13:00:00+02:00,30.7,1017.2,1.87,106,0,27.9,167.0,2.12,109,26.6,390.53,2.02,167,25.2,619.0,3.4,198,23.8,852.0,5.06,211,21.9,1090.0,5.87,219,17.7,1581.0,5.95,232
2026-09-22 14:00:00+02:00,30.1,1017.0,3.03,98,2,27.2,165.0,3.96,100,26.5,388.04,2.43,140,25.8,616.0,3.1,194,24.3,849.0,4.45,219,22.4,1088.0,5.27,229,18.1,1580.0,5.61,245
2026-09-22 15:00:00+02:00,29.8,1016.5,3.55,100,4,26.8,162.0,5.08,100,26.4,385.04,3.46,125,26.0,613.0,3.18,168,24.6,847.0,3.47,213,22.6,1085.0,3.75,240,18.3,1578.0,5.09,264
2026-09-22 16:00:00+02:00,29.3,1016.1,3.61,95,8,26.4,158.0,5.33,96,26.1,381.04,4.48,115,25.8,609.0,4.27,139,24.7,843.0,2.47,185,22.9,1082.0,2.45,239,18.9,1575.0,5.1,277
2026-09-22 17:00:00+02:00,28.9,1015.5,3.54,82,7,26.4,153.0,5.25,82,26.3,376.04,4.75,102,26.2,604.0,4.89,123,25.2,838.0,2.06,139,23.6,1077.0,1.41,246,19.7,1572.0,5.1,284
2026-09-22 18:00:00+02:00,28.2,1015.0,3.49,66,7,26.2,149.0,5.42,67,26.1,372.04,4.66,93,26.1,600.0,5.02,121,24.8,834.0,2.79,106,23.6,1073.0,0.42,326,19.8,1568.0,4.33,291
2026-09-22 19:00:00+02:00,27.3,1014.9,3.66,55,16,25.9,148.0,6.1,55,26.2,371.04,4.57,79,26.4,599.0,4.38,115,24.9,833.0,3.24,88,23.7,1072.0,1.17,6,20.0,1568.0,3.86,302
2026-09-22 20:00:00+02:00,25.9,1015.5,3.26,43,20,25.0,153.0,6.44,44,25.5,375.55,4.22,70,26.1,603.0,3.85,117,24.8,837.0,3.4,99,23.7,1076.0,0.74,39,20.0,1572.0,3.17,299
2026-09-22 21:00:00+02:00,24.9,1015.9,3.02,34,21,24.6,156.0,7.44,36,25.1,378.55,4.58,55,25.6,606.0,3.21,104,24.5,839.0,3.82,111,23.1,1078.0,2.09,90,20.0,1573.0,2.04,292
2026-09-22 22:00:00+02:00,24.5,1016.7,2.73,28,10,24.3,162.0,7.46,32,24.9,384.55,4.86,44,25.6,612.0,2.87,77,24.5,845.0,3.32,123,22.6,1084.0,3.24,111,19.4,1578.0,0.54,225
2026-09-22 23:00:00+02:00,23.8,1017.1,1.73,10,5,24.4,165.0,5.9,26,24.8,387.06,4.89,34,25.1,614.0,4.03,46,24.6,848.0,2.47,108,22.5,1086.0,2.76,118,18.8,1579.0,1.59,151
