time,temperature_2m,surface_pressure,wind_speed_10m,wind_direction_10m,cloud_cover,temperature_1000hPa,geopotential_height_1000hPa,wind_speed_1000hPa,wind_direction_1000hPa,temperature_975hPa,geopotential_height_975hPa,wind_speed_975hPa,wind_direction_975hPa,temperature_950hPa,geopotential_height_950hPa,wind_speed_950hPa,wind_direction_950hPa,temperature_925hPa,geopotential_height_925hPa,wind_speed_925hPa,wind_direction_925hPa,temperature_900hPa,geopotential_height_900hPa,wind_speed_900hPa,wind_direction_900hPa,temperature_850hPa,geopotential_height_850hPa,wind_speed_850hPa,wind_direction_850hPa
2026-09-25 00:00:00+02:00,13.9,1022.5,1.49,290,100,12.6,194.0,4.44,306,10.8,406.0,5.88,311,8.7,622.0,6.24,312,8.4,842.46,6.42,319,8.0,1067.77,6.68,326,7.4,1534.0,7.43,337
2026-09-25 01:00:00+02:00,12.5,1021.9,2.53,261,97,12.1,189.0,6.41,281,10.3,401.0,5.47,297,8.5,616.0,5.18,312,8.5,836.93,5.38,314,8.5,1062.73,5.59,317,8.4,1530.0,6.03,321
2026-09-25 02:00:00+02:00,13.0,1022.5,2.7,268,91,12.1,194.0,6.18,284,10.4,405.0,5.62,300,8.4,621.0,5.46,302,8.4,841.69,5.56,305,8.4,1067.25,5.67,307,8.3,1534.0,5.92,312
2026-09-25 03:00:00+02:00,12.3,1021.7,2.85,252,81,12.2,187.0,6.73,275,10.4,399.0,5.91,292,8.3,614.0,5.63,296,8.4,834.93,5.86,299,8.5,1060.73,6.11,301,8.7,1528.0,6.64,305
2026-09-25 04:00:00+02:00,11.9,1021.8,2.66,250,53,11.9,188.0,6.7,270,10.4,400.0,6.11,285,8.4,615.0,5.54,299,8.5,836.16,6.14,302,8.5,1062.21,6.76,304,8.7,1530.0,8.03,308
2026-09-25 05:00:00+02:00,10.7,1021.5,2.3,236,19,11.8,185.0,5.32,265,10.3,396.0,4.28,277,8.2,611.0,4.12,290,8.3,832.63,4.92,297,8.4,1059.16,5.78,302,8.6,1528.0,7.57,308
2026-09-25 06:00:00+02:00,10.1,1021.6,2.06,231,69,11.7,186.0,4.75,262,10.2,397.0,3.99,279,8.2,612.0,3.75,297,8.2,833.39,4.74,304,8.2,1059.69,5.76,308,8.2,1528.0,7.88,314
2026-09-25 07:00:00+02:00,9.6,1021.5,2.13,221,38,11.6,185.0,4.66,255,10.1,396.0,3.85,265,8.2,611.0,3.06,280,8.2,832.63,3.76,296,8.2,1059.16,4.66,307,8.3,1528.0,6.73,319
2026-09-25 08:00:00+02:00,9.1,1021.1,2.11,211,26,11.4,181.0,4.44,239,10.1,392.0,3.06,242,8.4,608.0,2.28,251,8.5,829.86,2.69,285,8.6,1056.64,3.72,305,8.8,1526.0,6.41,322
2026-09-25 09:00:00+02:00,9.7,1021.3,2.33,227,19,10.9,182.0,6.04,243,9.9,393.0,4.87,241,8.4,609.0,3.94,244,8.4,830.39,3.35,263,8.4,1056.69,3.22,285,8.4,1525.0,4.33,322
