time,level_type,pressure_hPa,height_msl_m,height_agl_m,temperature_C,usable_for_inversion
2026-09-07 00:00:00+02:00,surface,,9.0,2.0,15.2,True
2026-09-07 00:00:00+02:00,pressure,1000.0,180.0,173.0,17.3,True
2026-09-07 00:00:00+02:00,pressure,975.0,396.0,389.0,16.8,True
2026-09-07 00:00:00+02:00,pressure,950.0,617.0,610.0,15.5,True
2026-09-07 00:00:00+02:00,pressure,850.0,1555.0,1548.0,13.6,True
2026-09-07 01:00:00+02:00,surface,,9.0,2.0,14.8,True
2026-09-07 01:00:00+02:00,pressure,1000.0,180.0,173.0,16.7,True
2026-09-07 01:00:00+02:00,pressure,975.0,396.0,389.0,17.3,True
2026-09-07 01:00:00+02:00,pressure,950.0,617.0,610.0,16.3,True
2026-09-07 01:00:00+02:00,pressure,850.0,1556.0,1549.0,13.8,True
2026-09-07 02:00:00+02:00,surface,,9.0,2.0,14.8,True
2026-09-07 02:00:00+02:00,pressure,1000.0,175.0,168.0,16.6,True
2026-09-07 02:00:00+02:00,pressure,975.0,391.0,384.0,17.5,True
2026-09-07 02:00:00+02:00,pressure,950.0,613.0,606.0,17.0,True
2026-09-07 02:00:00+02:00,pressure,850.0,1553.0,1546.0,13.5,True
2026-09-07 03:00:00+02:00,surface,,9.0,2.0,14.3,True
2026-09-07 03:00:00+02:00,pressure,1000.0,168.0,161.0,16.3,True
2026-09-07 03:00:00+02:00,pressure,975.0,384.0,377.0,18.3,True
2026-09-07 03:00:00+02:00,pressure,950.0,606.0,599.0,17.3,True
2026-09-07 03:00:00+02:00,pressure,850.0,1547.0,1540.0,13.4,True
2026-09-07 04:00:00+02:00,surface,,9.0,2.0,13.6,True
2026-09-07 04:00:00+02:00,pressure,1000.0,166.0,159.0,16.3,True
2026-09-07 04:00:00+02:00,pressure,975.0,382.0,375.0,18.5,True
2026-09-07 04:00:00+02:00,pressure,950.0,605.0,598.0,17.5,True
2026-09-07 04:00:00+02:00,pressure,850.0,1545.0,1538.0,12.9,True
2026-09-07 05:00:00+02:00,surface,,9.0,2.0,13.2,True
2026-09-07 05:00:00+02:00,pressure,1000.0,166.0,159.0,16.8,True
2026-09-07 05:00:00+02:00,pressure,975.0,383.0,376.0,18.8,True
2026-09-07 05:00:00+02:00,pressure,950.0,606.0,599.0,17.8,True
2026-09-07 05:00:00+02:00,pressure,850.0,1546.0,1539.0,13.4,True
2026-09-07 06:00:00+02:00,surface,,9.0,2.0,12.9,True
2026-09-07 06:00:00+02:00,pressure,1000.0,159.0,152.0,16.9,True
2026-09-07 06:00:00+02:00,pressure,975.0,376.0,369.0,18.8,True
2026-09-07 06:00:00+02:00,pressure,950.0,598.0,591.0,18.0,True
2026-09-07 06:00:00+02:00,pressure,850.0,1541.0,1534.0,14.2,True
