time,temperature_obs,temperature_source,station_id,station_name,station_altitude_m,latitude,longitude,humidity_percent,pressure_hpa,pressure_sea_level_hpa,wind_speed_ms,wind_direction_deg,precip_mm
2026-09-08 00:00:00+02:00,26.6,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,59.0,1018.2,1019.7,1.0,13.0,0.0
2026-09-08 01:00:00+02:00,25.3,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,58.0,1018.0,1019.5,0.8,195.0,0.0
2026-09-08 02:00:00+02:00,24.8,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,64.0,1017.6,1019.1,1.4,274.0,0.0
2026-09-08 03:00:00+02:00,24.6,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,61.0,1017.0,1018.5,0.8,241.0,0.0
2026-09-08 04:00:00+02:00,23.9,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,57.0,1016.6,1018.1,1.1,254.0,0.0
2026-09-08 05:00:00+02:00,23.6,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,55.0,1016.1,1017.6,1.7,260.0,0.0
2026-09-08 06:00:00+02:00,23.3,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,55.0,1015.6,1017.1,1.2,251.0,0.0
2026-09-08 07:00:00+02:00,23.0,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,54.0,1015.3,1016.8,1.5,249.0,0.0
2026-09-08 08:00:00+02:00,22.9,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,55.0,1015.4,1016.9,1.7,261.0,0.0
2026-09-08 09:00:00+02:00,23.9,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,51.0,1015.5,1017.0,1.3,260.0,0.0
2026-09-08 10:00:00+02:00,26.9,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,38.0,1015.3,1016.8,1.6,225.0,0.0
