time,radiosonde_index,radiosonde_max_positive_gradient_K_per_100m,radiosonde_inversion_deltaT_K,radiosonde_inversion_depth_m,radiosonde_inversion_base_m,radiosonde_inversion_top_m,radiosonde_profile_points,radiosonde_binned_levels
2026-08-24 02:00:00+02:00,2.0395833333333337,1.0,0.35000000000000053,50.0,900.0,950.0,351,101
2026-08-24 08:00:00+02:00,3.1250000000000004,1.8000000000000043,0.7000000000000011,75.0,525.0,600.0,375,101
2026-08-24 14:00:00+02:00,0.883333333333344,0.40000000000000563,0.20000000000000107,50.0,700.0,750.0,285,101
2026-08-24 20:00:00+02:00,1.400000000000003,0.6000000000000014,0.40000000000000036,100.0,100.0,200.0,290,101
