time,level_type,pressure_hPa,height_msl_m,height_agl_m,temperature_C,usable_for_inversion
2026-08-17 00:00:00+02:00,surface,,6.0,2.0,17.0,True
2026-08-17 00:00:00+02:00,pressure,1000.0,126.0,122.0,16.8,True
2026-08-17 00:00:00+02:00,pressure,975.0,341.0,337.0,14.7,True
2026-08-17 00:00:00+02:00,pressure,950.0,560.0,556.0,12.6,True
2026-08-17 00:00:00+02:00,pressure,925.0,783.74,779.74,11.2,True
2026-08-17 00:00:00+02:00,pressure,900.0,1012.47,1008.47,9.8,True
2026-08-17 00:00:00+02:00,pressure,850.0,1486.0,1482.0,6.9,True
2026-08-17 01:00:00+02:00,surface,,6.0,2.0,17.2,True
2026-08-17 01:00:00+02:00,pressure,1000.0,125.0,121.0,16.6,True
2026-08-17 01:00:00+02:00,pressure,975.0,340.0,336.0,14.6,True
2026-08-17 01:00:00+02:00,pressure,950.0,559.0,555.0,12.6,True
2026-08-17 01:00:00+02:00,pressure,925.0,782.74,778.74,11.2,True
2026-08-17 01:00:00+02:00,pressure,900.0,1011.47,1007.47,9.8,True
2026-08-17 01:00:00+02:00,pressure,850.0,1485.0,1481.0,7.0,True
2026-08-17 02:00:00+02:00,surface,,6.0,2.0,17.1,True
2026-08-17 02:00:00+02:00,pressure,1000.0,125.0,121.0,16.6,True
2026-08-17 02:00:00+02:00,pressure,975.0,340.0,336.0,14.6,True
2026-08-17 02:00:00+02:00,pressure,950.0,559.0,555.0,12.5,True
2026-08-17 02:00:00+02:00,pressure,925.0,782.5,778.5,11.0,True
2026-08-17 02:00:00+02:00,pressure,900.0,1011.0,1007.0,9.6,True
2026-08-17 02:00:00+02:00,pressure,850.0,1484.0,1480.0,6.6,True
2026-08-17 03:00:00+02:00,surface,,6.0,2.0,16.9,True
2026-08-17 03:00:00+02:00,pressure,1000.0,121.0,117.0,16.3,True
2026-08-17 03:00:00+02:00,pressure,975.0,336.0,332.0,14.4,True
2026-08-17 03:00:00+02:00,pressure,950.0,556.0,552.0,12.7,True
2026-08-17 03:00:00+02:00,pressure,925.0,779.27,775.27,11.2,True
2026-08-17 03:00:00+02:00,pressure,900.0,1007.52,1003.52,9.7,True
2026-08-17 03:00:00+02:00,pressure,850.0,1480.0,1476.0,6.6,True
2026-08-17 04:00:00+02:00,surface,,6.0,2.0,16.6,True
2026-08-17 04:00:00+02:00,pressure,1000.0,118.0,114.0,16.0,True
2026-08-17 04:00:00+02:00,pressure,975.0,333.0,329.0,14.5,True
2026-08-17 04:00:00+02:00,pressure,950.0,552.0,548.0,12.8,True
2026-08-17 04:00:00+02:00,pressure,925.0,775.5,771.5,11.4,True
2026-08-17 04:00:00+02:00,pressure,900.0,1004.0,1000.0,10.0,True
2026-08-17 04:00:00+02:00,pressure,850.0,1477.0,1473.0,7.1,True
2026-08-17 05:00:00+02:00,surface,,6.0,2.0,16.9,True
2026-08-17 05:00:00+02:00,pressure,1000.0,113.0,109.0,16.5,True
2026-08-17 05:00:00+02:00,pressure,975.0,328.0,324.0,14.4,True
2026-08-17 05:00:00+02:00,pressure,950.0,547.0,543.0,12.5,True
2026-08-17 05:00:00+02:00,pressure,925.0,770.27,766.27,11.0,True
2026-08-17 05:00:00+02:00,pressure,900.0,998.52,994.52,9.6,True
2026-08-17 05:00:00+02:00,pressure,850.0,1471.0,1467.0,6.6,True
2026-08-17 06:00:00+02:00,surface,,6.0,2.0,17.0,True
2026-08-17 06:00:00+02:00,pressure,1000.0,113.0,109.0,16.4,True
2026-08-17 06:00:00+02:00,pressure,975.0,328.0,324.0,14.5,True
2026-08-17 06:00:00+02:00,pressure,950.0,547.0,543.0,12.4,True
2026-08-17 06:00:00+02:00,pressure,925.0,770.27,766.27,10.9,True
2026-08-17 06:00:00+02:00,pressure,900.0,998.52,994.52,9.4,True
2026-08-17 06:00:00+02:00,pressure,850.0,1471.0,1467.0,6.4,True
2026-08-17 07:00:00+02:00,surface,,6.0,2.0,16.7,True
2026-08-17 07:00:00+02:00,pressure,1000.0,107.0,103.0,15.8,True
2026-08-17 07:00:00+02:00,pressure,975.0,322.0,318.0,14.1,True
2026-08-17 07:00:00+02:00,pressure,950.0,541.0,537.0,12.3,True
2026-08-17 07:00:00+02:00,pressure,925.0,764.04,760.04,10.8,True
2026-08-17 07:00:00+02:00,pressure,900.0,992.05,988.05,9.3,True
2026-08-17 07:00:00+02:00,pressure,850.0,1464.0,1460.0,6.4,True
2026-08-17 08:00:00+02:00,surface,,6.0,2.0,16.1,True
2026-08-17 08:00:00+02:00,pressure,1000.0,107.0,103.0,15.1,True
2026-08-17 08:00:00+02:00,pressure,975.0,322.0,318.0,13.9,True
2026-08-17 08:00:00+02:00,pressure,950.0,541.0,537.0,12.3,True
2026-08-17 08:00:00+02:00,pressure,925.0,764.04,760.04,10.9,True
2026-08-17 08:00:00+02:00,pressure,900.0,992.05,988.05,9.5,True
2026-08-17 08:00:00+02:00,pressure,850.0,1464.0,1460.0,6.6,True
2026-08-17 09:00:00+02:00,surface,,6.0,2.0,16.3,True
2026-08-17 09:00:00+02:00,pressure,1000.0,108.0,104.0,15.3,True
2026-08-17 09:00:00+02:00,pressure,975.0,322.0,318.0,13.8,True
2026-08-17 09:00:00+02:00,pressure,950.0,541.0,537.0,12.4,True
2026-08-17 09:00:00+02:00,pressure,925.0,764.27,760.27,11.0,True
2026-08-17 09:00:00+02:00,pressure,900.0,992.52,988.52,9.5,True
2026-08-17 09:00:00+02:00,pressure,850.0,1465.0,1461.0,6.6,True
2026-08-17 10:00:00+02:00,surface,,6.0,2.0,16.7,True
2026-08-17 10:00:00+02:00,pressure,1000.0,106.0,102.0,15.5,True
2026-08-17 10:00:00+02:00,pressure,975.0,320.0,316.0,13.7,True
2026-08-17 10:00:00+02:00,pressure,950.0,539.0,535.0,12.3,True
2026-08-17 10:00:00+02:00,pressure,925.0,762.27,758.27,10.9,True
2026-08-17 10:00:00+02:00,pressure,900.0,990.52,986.52,9.6,True
2026-08-17 10:00:00+02:00,pressure,850.0,1463.0,1459.0,6.9,True
2026-08-17 11:00:00+02:00,surface,,6.0,2.0,16.1,True
2026-08-17 11:00:00+02:00,pressure,1000.0,108.0,104.0,15.0,True
2026-08-17 11:00:00+02:00,pressure,975.0,322.0,318.0,13.1,True
