time,icon_d2_index,icon_d2_max_positive_gradient_K_per_100m,icon_d2_inversion_deltaT_K,icon_d2_inversion_depth_m,icon_d2_inversion_base_m,icon_d2_inversion_top_m,icon_d2_level_count
2026-08-03 00:00:00+02:00,3.2795,5.714285714285694,0.5,228.0,231.0,459.0,7
2026-08-03 01:00:00+02:00,3.3154999999999992,4.444444444444429,0.5999999999999979,227.0,233.0,460.0,7
2026-08-03 02:00:00+02:00,2.87,6.000000000000014,0.3000000000000007,5.0,2.0,7.0,7
2026-08-03 03:00:00+02:00,3.2779999999999996,3.3333333333333215,0.5,227.0,2.0,229.0,7
2026-08-03 04:00:00+02:00,3.6485000000000007,3.3333333333332624,1.5,224.0,2.0,226.0,7
2026-08-03 05:00:00+02:00,4.355000000000001,1.5454545454545463,3.400000000000002,220.0,6.0,226.0,7
2026-08-03 06:00:00+02:00,4.503500000000001,1.7351598173515985,3.8000000000000007,219.0,2.0,221.0,6
2026-08-03 07:00:00+02:00,4.355,1.5454545454545447,3.3999999999999986,220.0,4.0,224.0,7
2026-08-03 08:00:00+02:00,2.8675000000000015,0.9545454545454551,2.1000000000000014,220.0,6.0,226.0,7
2026-08-03 09:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-03 10:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-03 11:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-03 12:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-03 13:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-03 14:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,6
2026-08-03 15:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,6
2026-08-03 16:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,6
2026-08-03 17:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,6
2026-08-03 18:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,6
2026-08-03 19:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,6
2026-08-03 20:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,6
2026-08-03 21:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,6
2026-08-03 22:00:00+02:00,1.6909122807017516,0.5263157894736832,1.0999999999999979,209.0,2.0,211.0,6
2026-08-03 23:00:00+02:00,3.966438003220615,1.4009661835748803,2.900000000000002,207.0,2.0,209.0,6
