time,temperature_2m,surface_pressure,wind_speed_10m,wind_direction_10m,cloud_cover,temperature_1000hPa,geopotential_height_1000hPa,wind_speed_1000hPa,wind_direction_1000hPa,temperature_975hPa,geopotential_height_975hPa,wind_speed_975hPa,wind_direction_975hPa,temperature_950hPa,geopotential_height_950hPa,wind_speed_950hPa,wind_direction_950hPa,temperature_925hPa,geopotential_height_925hPa,wind_speed_925hPa,wind_direction_925hPa,temperature_900hPa,geopotential_height_900hPa,wind_speed_900hPa,wind_direction_900hPa,temperature_850hPa,geopotential_height_850hPa,wind_speed_850hPa,wind_direction_850hPa,max_inv_gradient_K_per_100m,inversion_depth_m,positive_deltaT_K,lowest_profile_height_agl_m,temperature_100m_agl,deltaT_100m_model_K,temperature_200m_agl,deltaT_200m_model_K,temperature_500m_agl,deltaT_500m_model_K,inversion_index,surface_temperature_obs,dwd_temperature_obs,surface_temperature_for_profile,surface_temperature_source,surface_temp_bias_K,deltaT_100m_surface_K,deltaT_200m_surface_K,deltaT_500m_surface_K,inversion_index_corrected,surface_correction_used,local_stratification_index,local_max_gradient_K_per_100m,local_positive_deltaT_K,local_inversion_depth_m,local_surface_measured,local_inverted_layer_count,local_strongest_layer,local_profile_top_m,local_profile_point_count
2026-08-27 00:00:00+02:00,21.5,1001.9,1.58,342,100,22.3,118.0,1.7,357,22.8,339.0,6.61,99,22.9,565.0,11.74,115,21.1,796.42,10.18,124,19.3,1033.2,8.96,136,15.7,1524.0,8.17,167,0.22624434389140274,447.0,0.5999999999999979,18.0,22.48552036199095,0.9855203619909503,22.711764705882352,1.2117647058823522,22.627767695099816,1.1277676950998163,1.3102812971342375,,,21.5,model_2m,,0.9855203619909503,1.2117647058823522,1.1277676950998163,1.3102812971342375,False,4.474999999999999,0.5485232067510551,1.3999999999999986,463.0,False,2,Boden-975hPa,465.0,3
2026-08-27 01:00:00+02:00,21.1,1001.7,1.77,16,100,21.9,116.0,2.15,22,22.5,337.0,4.83,113,22.5,563.0,10.77,130,20.9,794.66,10.09,140,19.3,1031.68,9.75,151,16.1,1523.0,10.21,173,0.2714932126696839,221.0,0.6000000000000014,16.0,22.12805429864253,1.0280542986425303,22.399547511312218,1.2995475113122161,22.24445307778641,1.1444530777864088,1.0542375565610878,,,21.1,model_2m,,1.0280542986425303,1.2995475113122161,1.1444530777864088,1.0542375565610878,False,4.258333333333332,0.5957446808510632,1.3999999999999986,235.0,False,1,Boden-975hPa,463.0,3
2026-08-27 02:00:00+02:00,20.6,1001.0,1.73,10,0,20.9,110.0,1.75,13,22.2,331.0,3.15,107,21.7,556.0,8.94,130,20.3,787.42,8.37,141,18.8,1024.21,8.16,153,15.9,1515.0,8.88,177,0.5882352941176474,221.0,1.3000000000000007,10.0,21.429411764705883,0.8294117647058812,22.017647058823528,1.4176470588235262,21.43381730187538,0.8338173018753778,1.8974313725490206,19.416666666666668,19.416666666666668,19.416666666666668,measured,-1.1833333333333336,2.0127450980392148,2.6009803921568597,2.0171506352087114,2.4359313654137056,True,4.763333333333334,1.215429403202328,2.7833333333333314,229.0,True,1,Boden-975hPa,456.0,3
2026-08-27 03:00:00+02:00,20.0,1000.8,1.46,16,6,20.3,109.0,1.49,20,22.1,330.0,4.5,119,22.2,556.0,9.44,138,20.8,787.42,8.54,146,19.4,1024.21,7.83,155,16.5,1515.0,7.22,178,0.8144796380090502,447.0,1.8999999999999986,9.0,21.041176470588237,1.041176470588237,21.855656108597287,1.8556561085972874,21.93381730187538,1.9338173018753793,2.876212669683258,17.7,17.7,17.7,measured,-2.3000000000000007,3.3411764705882376,4.155656108597288,4.23381730187538,3.4071595022624432,True,5.0,1.9298245614035097,4.5,454.0,True,2,Boden-975hPa,456.0,3
2026-08-27 04:00:00+02:00,19.5,1001.0,1.04,17,100,20.0,110.0,1.04,17,22.3,331.0,3.77,143,22.2,557.0,9.05,143,20.8,788.66,8.32,150,19.4,1025.68,7.72,158,16.7,1517.0,7.1,177,1.0407239819004528,221.0,2.3000000000000007,10.0,20.936651583710407,1.4366515837104075,21.97737556561086,2.47737556561086,21.940136406803074,2.4401364068030738,3.1019939668174974,17.28333333333333,17.28333333333333,17.28333333333333,measured,-2.2166666666666686,3.653318250377076,4.694042232277528,4.656803073469742,3.576495475113123,True,4.763333333333334,2.190684133915576,5.016666666666669,229.0,True,1,Boden-975hPa,457.0,3
2026-08-27 05:00:00+02:00,19.0,1000.6,0.91,6,61,19.4,107.0,0.91,6,22.3,327.0,4.35,128,22.6,553.0,8.05,146,21.3,785.12,7.45,150,20.0,1022.64,6.88,154,17.4,1515.0,5.9,165,1.3181818181818192,446.0,3.200000000000003,7.0,20.62590909090909,1.62590909090909,21.94409090909091,2.94409090909091,22.33677408237119,3.336774082371189,4.285666666666669,17.150000000000002,17.150000000000002,17.150000000000002,measured,-1.8499999999999979,3.475909090909088,4.794090909090908,5.186774082371187,4.464250000000002,True,5.0,2.2888888888888883,5.449999999999999,451.0,True,2,Boden-975hPa,453.0,3
2026-08-27 06:00:00+02:00,17.5,1000.3,0.8,270,100,18.0,105.0,0.8,270,22.0,325.0,4.42,141,22.6,551.0,8.54,144,21.3,783.12,8.13,147,19.9,1020.64,7.75,151,17.3,1513.0,7.13,160,1.8181818181818181,446.0,4.600000000000001,5.0,19.727272727272727,2.2272727272727266,21.545454545454547,4.045454545454547,22.325572979493366,4.825572979493366,4.9190000000000005,17.266666666666666,17.266666666666666,17.266666666666666,measured,-0.23333333333333428,2.460606060606061,4.278787878787881,5.0589063128267,4.93925,True,5.0,2.1225710014947685,5.333333333333336,449.0,True,2,Boden-975hPa,451.0,3
2026-08-27 07:00:00+02:00,16.7,1000.6,1.06,311,100,16.9,108.0,1.14,308,21.1,326.0,2.57,130,21.7,552.0,8.83,137,20.7,783.89,8.37,144,19.6,1021.16,8.06,152,17.5,1513.0,7.89,168,1.926605504587157,444.0,4.800000000000001,8.0,18.672477064220182,1.9724770642201825,20.59908256880734,3.8990825688073407,21.493005304239077,4.7930053042390774,4.916,18.066666666666666,18.066666666666666,18.066666666666666,measured,1.3666666666666671,0.6058103975535154,2.5324159021406736,3.4263386375724103,4.815472222222223,True,5.0,1.3541666666666674,3.633333333333333,450.0,True,2,Boden-975hPa,452.0,3
2026-08-27 08:00:00+02:00,18.2,1001.0,1.68,343,88,18.1,110.0,1.68,343,20.8,329.0,2.28,90,21.1,554.0,7.77,132,20.2,785.89,7.52,142,19.4,1023.16,7.52,152,17.6,1515.0,8.2,171,1.2328767123287667,444.0,3.0,10.0,19.209589041095892,1.009589041095893,20.442465753424656,2.242465753424657,20.921467074906207,2.721467074906208,4.051273972602739,19.400000000000002,19.400000000000002,19.400000000000002,measured,1.2000000000000028,-0.19041095890410986,1.0424657534246542,1.5214670749062051,3.5524055528734926,True,4.737499999999999,0.6167400881057262,1.6999999999999993,452.0,True,2,Boden-975hPa,454.0,3
2026-08-27 09:00:00+02:00,20.4,1000.9,1.24,346,100,20.0,109.0,1.24,346,21.0,328.0,3.15,107,20.9,553.0,7.92,132,20.2,784.89,7.32,145,19.5,1022.16,7.18,160,18.1,1514.0,8.29,187,0.45662100456621,219.0,1.0,9.0,20.41552511415525,0.015525114155252595,20.87214611872146,0.4721461187214615,20.758122385613866,0.3581223856138678,1.540638508371385,21.583333333333332,21.583333333333332,21.583333333333332,measured,1.1833333333333336,-1.167808219178081,-0.7111872146118721,-0.8252109477194658,1.1554788812785386,True,0.0,0.0,0.0,0.0,True,0,keine,453.0,3
