time,temperature_obs,temperature_source,station_id,station_name,station_altitude_m,latitude,longitude,humidity_percent,pressure_hpa,pressure_sea_level_hpa,wind_speed_ms,wind_direction_deg,precip_mm
2026-09-12 00:00:00+02:00,24.8,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,74.0,1019.9,1021.4,1.2,122.0,0.0
2026-09-12 01:00:00+02:00,24.0,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,78.0,1019.9,1021.4,0.9,6.0,0.0
2026-09-12 02:00:00+02:00,23.6,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,79.0,1019.9,1021.4,2.0,4.0,0.0
2026-09-12 03:00:00+02:00,23.3,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,79.0,1019.6,1021.1,1.7,1.0,0.0
2026-09-12 04:00:00+02:00,22.9,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,80.0,1019.4,1020.9,1.5,1.0,0.0
2026-09-12 05:00:00+02:00,22.3,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,82.0,1019.5,1021.0,1.8,4.0,0.0
2026-09-12 06:00:00+02:00,22.1,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,83.0,1019.4,1020.9,1.3,10.0,0.0
2026-09-12 07:00:00+02:00,21.8,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,83.0,1019.5,1021.0,1.6,350.0,0.0
2026-09-12 08:00:00+02:00,21.4,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,82.0,1019.9,1021.4,0.8,329.0,0.0
2026-09-12 09:00:00+02:00,21.5,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,82.0,1020.5,1022.0,1.3,358.0,0.0
2026-09-12 10:00:00+02:00,23.4,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,76.0,1020.7,1022.2,1.3,23.0,0.0
2026-09-12 11:00:00+02:00,26.5,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,66.0,1020.9,1022.4,1.3,51.0,0.0
2026-09-12 12:00:00+02:00,27.8,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,60.0,1021.4,1022.9,1.7,122.0,0.0
2026-09-12 13:00:00+02:00,27.9,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,57.0,1021.3,1022.8,2.8,129.0,0.0
2026-09-12 14:00:00+02:00,28.4,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,61.0,1021.0,1022.5,2.2,112.0,0.0
2026-09-12 15:00:00+02:00,28.0,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,56.0,1020.6,1022.1,3.1,133.0,0.0
2026-09-12 16:00:00+02:00,28.2,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,54.0,1020.2,1021.7,3.2,119.0,0.0
2026-09-12 17:00:00+02:00,27.2,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,56.0,1020.0,1021.5,1.8,123.0,0.0
2026-09-12 18:00:00+02:00,26.9,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,57.0,1019.8,1021.3,2.2,135.0,0.0
2026-09-12 19:00:00+02:00,26.3,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,59.0,1019.9,1021.4,2.8,127.0,0.0
2026-09-12 20:00:00+02:00,25.8,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,62.0,1020.0,1021.5,1.3,167.0,0.0
2026-09-12 21:00:00+02:00,25.1,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,64.0,1020.4,1021.9,1.6,131.0,0.0
2026-09-12 22:00:00+02:00,24.9,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,67.0,1021.0,1022.5,1.2,117.0,0.0
2026-09-12 23:00:00+02:00,24.1,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,71.0,1021.4,1022.9,0.6,44.0,0.0
