time,icon_d2_index,icon_d2_max_positive_gradient_K_per_100m,icon_d2_inversion_deltaT_K,icon_d2_inversion_depth_m,icon_d2_inversion_base_m,icon_d2_inversion_top_m,icon_d2_level_count
2026-07-31 00:00:00+02:00,4.641500000000001,6.923076923076921,4.699999999999999,261.0,2.0,263.0,7
2026-07-31 01:00:00+02:00,4.643000000000001,6.000000000000005,5.200000000000003,262.0,2.0,264.0,7
2026-07-31 02:00:00+02:00,4.6355,6.571428571428574,5.0,257.0,2.0,259.0,7
2026-07-31 03:00:00+02:00,4.640000000000001,5.789473684210524,4.900000000000002,260.0,2.0,262.0,7
2026-07-31 04:00:00+02:00,4.631,9.062499999999996,5.599999999999998,254.0,2.0,256.0,7
2026-07-31 05:00:00+02:00,4.626500000000001,10.333333333333337,5.699999999999999,251.0,2.0,253.0,7
2026-07-31 06:00:00+02:00,4.619000000000001,8.799999999999997,5.300000000000001,246.0,2.0,248.0,7
2026-07-31 07:00:00+02:00,4.961,4.8148148148148175,4.800000000000001,474.0,2.0,476.0,7
2026-07-31 08:00:00+02:00,3.4004908675799106,0.9589041095890417,2.6000000000000014,445.0,31.0,476.0,7
2026-07-31 09:00:00+02:00,1.16934660766962,0.30973451327433754,0.7000000000000028,226.0,254.0,480.0,7
2026-07-31 10:00:00+02:00,1.0513888888888907,0.26666666666666733,0.6000000000000014,225.0,253.0,478.0,7
2026-07-31 11:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-07-31 12:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-07-31 13:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-07-31 14:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-07-31 15:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-07-31 16:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-07-31 17:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,6
2026-07-31 18:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,6
2026-07-31 19:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,6
2026-07-31 20:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,6
2026-07-31 21:00:00+02:00,2.8264999999999993,19.99999999999993,0.1999999999999993,1.0,2.0,3.0,7
2026-07-31 22:00:00+02:00,3.403999999999999,4.545454545454546,0.7999999999999972,236.0,2.0,238.0,7
2026-07-31 23:00:00+02:00,2.891000000000001,1.5789473684210564,0.3000000000000007,19.0,2.0,21.0,7
