time,kit_mast_index,kit_max_positive_gradient_K_per_100m,kit_positive_deltaT_K,kit_inversion_base_m,kit_inversion_top_m,kit_inversion_depth_m,kit_inversion_deltaT_K,kit_source_id,kit_profile_levels,kit_missing_levels,kit_temperature_2m_C,kit_temperature_10m_C,kit_temperature_30m_C,kit_temperature_100m_C,kit_temperature_130m_C,kit_temperature_160m_C,kit_temperature_200m_C
2026-09-18 00:20:00+02:00,5.0,13.65972482819484,3.89047455637661,2.0,130.0,128.0,3.89047455637661,p1206027,7,60,14.339525712574035,15.432303698829624,16.812840525360066,18.020227776969588,18.230000268950647,18.21118100195059,17.93701640502169
2026-09-18 00:30:00+02:00,5.0,9.957369129561844,3.657216107065789,2.0,160.0,158.0,3.657216107065789,p1220914,7,60,14.266835753509548,15.063425283874494,16.72450977029414,17.810382446181077,17.92109472864878,17.924051860575336,17.694379359329233
2026-09-18 00:50:00+02:00,5.0,11.048038537358584,4.233621683432226,2.0,160.0,158.0,4.233621683432226,p1228304,7,60,13.878751456089052,14.76259453907774,16.53276661787413,17.874666105448945,18.03652275982543,18.11237313952128,17.902308231212626
2026-09-18 01:30:00+02:00,5.0,9.72657470971411,4.720638894602415,2.0,160.0,158.0,4.720638894602415,p1220897,7,60,13.177464364028962,13.90321400210315,15.848528944045972,16.967831981621885,17.563141964602522,17.898103258631377,17.67505190876007
2026-09-18 01:50:00+02:00,5.0,12.933588656711215,4.545173241669957,2.0,160.0,158.0,4.545173241669957,p1228287,7,60,13.078867026660935,14.113554119197834,15.646683601257298,16.629707422070457,16.956668746807388,17.624040268330894,17.520156415328973
2026-09-18 02:30:00+02:00,5.0,11.0286541673813,4.277513686393705,2.0,200.0,198.0,4.277513686393705,p1220879,7,60,13.2669083681908,14.149200701581304,15.481784196807824,16.143410880586128,16.596356304216062,17.362400674507146,17.544422054584505
2026-09-18 02:50:00+02:00,5.0,12.073834721834697,4.009183261428831,2.0,200.0,198.0,4.009183261428831,p1241978,7,60,13.313788523052242,14.279695300799018,15.38479055247493,16.19839478944715,16.480434222601875,17.256038451652522,17.322971784481073
2026-09-18 03:50:00+02:00,4.835184984809863,10.226532221491503,2.752777477214794,2.0,200.0,198.0,2.752777477214794,p1241961,7,60,13.67374081805423,14.49186339577355,15.21641640068051,15.333079632614075,15.523955331077513,15.980632734303802,16.426518295269023
2026-09-18 04:50:00+02:00,4.186595839238491,6.933885342581458,1.7798937588577353,2.0,200.0,198.0,1.7798937588577353,p1241944,7,60,14.490153221397428,15.044864048803944,15.237397129135127,15.505914904182227,15.604079791939435,15.907147781766271,16.270046980255163
2026-09-18 05:50:00+02:00,4.204992395635215,9.723191197903613,1.8955738116950496,2.0,100.0,98.0,1.8374885934528233,p1241927,7,60,13.754770698627478,14.532625994459767,15.352784895843454,15.592259292080302,15.51773211283025,15.575817331072477,15.470938276962297
2026-09-18 06:50:00+02:00,2.7227633862100795,6.832992451524045,1.2927929326402765,2.0,30.0,28.0,0.6641450793151193,p1241909,7,60,14.558892785949741,15.105532182071665,15.22303786526486,15.201925334434263,15.321300850643132,15.733621625846864,15.83057318775942
