time,radiosonde_index,radiosonde_max_positive_gradient_K_per_100m,radiosonde_inversion_deltaT_K,radiosonde_inversion_depth_m,radiosonde_inversion_base_m,radiosonde_inversion_top_m,radiosonde_profile_points,radiosonde_binned_levels
2026-08-16 02:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,290,101
2026-08-16 08:00:00+02:00,1.5791666666666617,0.7999999999999973,0.1999999999999993,25.0,0.0,25.0,316,101
2026-08-16 14:00:00+02:00,0.8083333333333309,0.39999999999999863,0.09999999999999964,25.0,1175.0,1200.0,293,101
2026-08-16 20:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,305,101
