time,temperature_2m,surface_pressure,wind_speed_10m,wind_direction_10m,cloud_cover,temperature_1000hPa,geopotential_height_1000hPa,wind_speed_1000hPa,wind_direction_1000hPa,temperature_975hPa,geopotential_height_975hPa,wind_speed_975hPa,wind_direction_975hPa,temperature_950hPa,geopotential_height_950hPa,wind_speed_950hPa,wind_direction_950hPa,temperature_925hPa,geopotential_height_925hPa,wind_speed_925hPa,wind_direction_925hPa,temperature_900hPa,geopotential_height_900hPa,wind_speed_900hPa,wind_direction_900hPa,temperature_850hPa,geopotential_height_850hPa,wind_speed_850hPa,wind_direction_850hPa,max_inv_gradient_K_per_100m,inversion_depth_m,positive_deltaT_K,lowest_profile_height_agl_m,temperature_100m_agl,deltaT_100m_model_K,temperature_200m_agl,deltaT_200m_model_K,temperature_500m_agl,deltaT_500m_model_K,inversion_index,surface_temperature_obs,dwd_temperature_obs,surface_temperature_for_profile,surface_temperature_source,surface_temp_bias_K,deltaT_100m_surface_K,deltaT_200m_surface_K,deltaT_500m_surface_K,inversion_index_corrected,surface_correction_used,local_stratification_index,local_max_gradient_K_per_100m,local_positive_deltaT_K,local_inversion_depth_m,local_surface_measured,local_inverted_layer_count,local_strongest_layer,local_profile_top_m,local_profile_point_count
2026-09-24 00:00:00+02:00,16.3,1017.3,5.88,305,63,15.3,152.0,11.67,309,13.4,366.0,14.24,308,11.3,584.0,14.43,307,10.0,806.33,14.23,304,8.6,1033.6,14.07,301,5.9,1504.0,13.88,294,0.0,0.0,0.0,149.4,15.635142469470829,-0.6648575305291722,14.850747663551402,-1.4492523364485983,12.084128440366973,-4.215871559633028,0.0,,,16.3,model_2m,,-0.6648575305291722,-1.4492523364485983,-4.215871559633028,0.0,False,0.0,0.0,0.0,0.0,False,0,keine,581.4,4
2026-09-24 01:00:00+02:00,15.8,1017.1,6.55,304,54,14.7,150.0,13.14,307,12.7,364.0,14.26,308,10.7,581.0,15.97,309,9.3,802.87,15.69,305,7.9,1029.65,15.5,301,5.1,1499.0,15.4,292,0.0,0.0,0.0,147.4,15.0585969738652,-0.741403026134801,14.208411214953271,-1.5915887850467296,11.42258064516129,-4.377419354838711,0.0,,,15.8,model_2m,,-0.741403026134801,-1.5915887850467296,-4.377419354838711,0.0,False,0.0,0.0,0.0,0.0,False,0,keine,578.4,4
2026-09-24 02:00:00+02:00,15.4,1016.8,7.36,316,88,14.3,148.0,13.62,320,12.4,361.0,15.15,320,10.4,578.0,15.54,318,8.9,799.4,15.28,315,7.4,1025.69,15.08,311,4.5,1494.0,14.85,304,0.0,0.0,0.0,145.4,14.648256624825663,-0.7517433751743372,13.812957746478874,-1.5870422535211262,11.094930875576036,-4.305069124423964,0.0,15.5,15.5,15.5,measured,0.09999999999999964,-0.8517433751743368,-1.6870422535211258,-4.405069124423964,0.0,True,0.0,0.0,0.0,0.0,True,0,keine,575.4,4
2026-09-24 03:00:00+02:00,14.9,1017.9,6.95,320,100,13.5,157.0,13.31,321,11.5,369.0,14.37,321,9.8,586.0,15.08,318,8.2,806.93,15.17,316,6.6,1032.74,15.27,314,3.5,1500.0,15.56,309,0.0,0.0,0.0,154.4,13.9997375328084,-0.9002624671916006,13.069811320754717,-1.8301886792452837,10.45336405529954,-4.446635944700461,0.0,15.433333333333332,15.433333333333332,15.433333333333332,measured,0.5333333333333314,-1.433595800524932,-2.363522012578615,-4.979969278033792,0.0,True,0.0,0.0,0.0,0.0,True,0,keine,583.4,4
2026-09-24 04:00:00+02:00,15.0,1018.0,8.02,320,54,13.8,157.0,15.34,320,11.8,370.0,16.75,319,9.8,587.0,17.2,318,8.1,807.46,17.1,316,6.4,1032.78,17.01,315,3.0,1499.0,16.84,313,0.0,0.0,0.0,154.4,14.228346456692915,-0.7716535433070852,13.371830985915494,-1.6281690140845058,10.577880184331798,-4.422119815668202,0.0,15.483333333333334,15.483333333333334,15.483333333333334,measured,0.4833333333333343,-1.2549868766404195,-2.11150234741784,-4.905453149001536,0.0,True,0.0,0.0,0.0,0.0,True,0,keine,584.4,4
2026-09-24 05:00:00+02:00,14.9,1017.0,7.25,309,79,13.8,149.0,14.23,312,11.7,361.0,16.2,314,9.5,578.0,16.58,314,7.8,798.23,16.69,313,6.0,1023.31,16.81,312,2.4,1489.0,17.07,310,0.0,0.0,0.0,146.4,14.153462603878117,-0.7465373961218837,13.269056603773585,-1.6309433962264155,10.26442396313364,-4.635576036866361,0.0,15.15,15.15,15.15,measured,0.25,-0.9965373961218837,-1.8809433962264155,-4.885576036866361,0.0,True,0.0,0.0,0.0,0.0,True,0,keine,575.4,4
2026-09-24 06:00:00+02:00,15.0,1017.5,7.35,315,80,13.9,153.0,14.52,318,11.8,366.0,16.08,319,9.7,582.0,16.38,318,7.8,802.23,16.35,318,5.9,1027.3,16.33,317,2.2,1493.0,16.29,315,0.0,0.0,0.0,150.4,14.273584905660378,-0.7264150943396217,13.410985915492958,-1.589014084507042,10.471944444444444,-4.5280555555555555,0.0,14.733333333333334,14.733333333333334,14.733333333333334,measured,-0.2666666666666657,-0.459748427672956,-1.3223474178403762,-4.26138888888889,0.0,True,0.0,0.0,0.0,0.0,True,0,keine,579.4,4
2026-09-24 07:00:00+02:00,15.2,1018.1,6.44,312,41,14.1,159.0,13.22,314,12.0,371.0,14.95,314,10.0,588.0,15.51,315,8.0,808.23,15.91,315,6.1,1033.31,16.3,315,2.2,1499.0,17.1,315,0.0,0.0,0.0,156.4,14.50181347150259,-0.6981865284974091,13.668113207547169,-1.5318867924528305,10.787096774193548,-4.412903225806451,0.0,14.416666666666666,14.416666666666666,14.416666666666666,measured,-0.7833333333333332,0.08514680483592407,-0.7485534591194973,-3.6295698924731177,0.0,True,0.0,0.0,0.0,0.0,True,0,keine,585.4,4
2026-09-24 08:00:00+02:00,14.7,1018.4,5.92,307,85,13.5,161.0,12.1,313,11.5,373.0,14.14,316,9.5,590.0,15.07,318,7.6,810.0,15.27,318,5.6,1034.83,15.46,318,1.7,1500.0,15.86,317,0.0,0.0,0.0,158.4,13.948081841432225,-0.7519181585677739,13.10754716981132,-1.5924528301886784,10.30552995391705,-4.394470046082949,0.0,15.200000000000001,15.200000000000001,15.200000000000001,measured,0.5000000000000018,-1.2519181585677757,-2.0924528301886802,-4.894470046082951,0.0,True,0.0,0.0,0.0,0.0,True,0,keine,587.4,4
2026-09-24 09:00:00+02:00,15.2,1018.1,7.29,313,97,13.8,158.0,14.65,317,11.7,371.0,16.59,319,9.7,588.0,17.07,319,7.7,807.99,16.75,320,5.8,1032.83,16.43,321,1.9,1498.0,15.8,322,0.0,0.0,0.0,155.4,14.30560625814863,-0.8943937418513688,13.360281690140846,-1.839718309859153,10.487096774193548,-4.712903225806452,0.0,15.4,15.4,15.4,measured,0.20000000000000107,-1.0943937418513698,-2.039718309859154,-4.912903225806453,0.0,True,0.0,0.0,0.0,0.0,True,0,keine,585.4,4
