time,temperature_2m,surface_pressure,wind_speed_10m,wind_direction_10m,cloud_cover,temperature_1000hPa,geopotential_height_1000hPa,wind_speed_1000hPa,wind_direction_1000hPa,temperature_975hPa,geopotential_height_975hPa,wind_speed_975hPa,wind_direction_975hPa,temperature_950hPa,geopotential_height_950hPa,wind_speed_950hPa,wind_direction_950hPa,temperature_925hPa,geopotential_height_925hPa,wind_speed_925hPa,wind_direction_925hPa,temperature_900hPa,geopotential_height_900hPa,wind_speed_900hPa,wind_direction_900hPa,temperature_850hPa,geopotential_height_850hPa,wind_speed_850hPa,wind_direction_850hPa
2026-09-03 00:00:00+02:00,15.6,1009.0,1.28,309,54,19.1,178.0,0.67,27,19.1,396.0,1.1,41,17.4,619.0,2.28,315,15.5,845.29,3.74,285,13.6,1076.71,5.62,273,9.9,1556.0,9.67,264
2026-09-03 01:00:00+02:00,14.9,1009.3,0.85,45,52,18.3,181.0,1.1,5,18.8,398.0,0.66,252,17.1,621.0,2.38,288,15.3,847.06,4.06,276,13.5,1078.23,5.81,271,10.0,1557.0,9.38,267
2026-09-03 02:00:00+02:00,13.7,1009.2,0.64,141,41,17.7,180.0,0.71,172,18.4,398.0,2.79,248,16.8,620.0,3.66,273,15.1,845.82,5.03,273,13.4,1076.75,6.39,272,10.1,1555.0,9.12,272
2026-09-03 03:00:00+02:00,13.3,1009.7,1.14,165,54,17.2,184.0,2.0,183,17.8,400.0,3.5,258,16.8,622.0,4.52,271,15.0,847.82,5.65,274,13.2,1078.75,6.78,275,9.7,1557.0,9.06,277
2026-09-03 04:00:00+02:00,13.3,1010.0,1.2,185,99,17.1,186.0,3.32,196,17.5,402.0,4.36,252,16.4,624.0,5.34,261,14.7,849.59,6.37,267,12.9,1080.27,7.45,272,9.4,1558.0,9.7,277
2026-09-03 05:00:00+02:00,13.3,1009.7,1.4,176,89,16.2,183.0,4.8,179,17.7,400.0,4.89,238,16.4,621.0,5.64,252,14.7,846.82,6.29,263,13.0,1077.75,7.12,272,9.7,1556.0,9.12,284
2026-09-03 06:00:00+02:00,13.5,1009.3,1.8,180,81,15.7,181.0,5.46,172,17.7,396.0,4.98,239,16.3,618.0,5.25,247,14.8,843.82,5.61,262,13.2,1074.75,6.3,275,10.1,1553.0,8.3,291
2026-09-03 07:00:00+02:00,13.4,1009.4,1.8,177,54,15.6,181.0,5.25,172,17.7,397.0,5.26,238,16.2,619.0,5.51,249,14.6,844.59,5.76,262,13.0,1075.27,6.27,274,9.8,1553.0,7.85,291
2026-09-03 08:00:00+02:00,14.8,1009.7,2.4,180,88,15.2,184.0,5.74,173,17.4,400.0,5.88,229,16.1,621.0,6.11,246,14.5,846.82,6.33,259,12.8,1077.75,6.85,271,9.5,1556.0,8.53,288
2026-09-03 09:00:00+02:00,16.7,1010.2,3.0,180,100,15.7,188.0,4.9,180,17.5,404.0,6.81,226,16.4,625.0,7.02,243,14.8,851.29,7.21,255,13.1,1082.7,7.7,266,9.8,1562.0,9.34,283
