time,temperature_2m,surface_pressure,wind_speed_10m,wind_direction_10m,cloud_cover,temperature_1000hPa,geopotential_height_1000hPa,wind_speed_1000hPa,wind_direction_1000hPa,temperature_975hPa,geopotential_height_975hPa,wind_speed_975hPa,wind_direction_975hPa,temperature_950hPa,geopotential_height_950hPa,wind_speed_950hPa,wind_direction_950hPa,temperature_925hPa,geopotential_height_925hPa,wind_speed_925hPa,wind_direction_925hPa,temperature_900hPa,geopotential_height_900hPa,wind_speed_900hPa,wind_direction_900hPa,temperature_850hPa,geopotential_height_850hPa,wind_speed_850hPa,wind_direction_850hPa
2026-09-03 00:00:00+02:00,16.5,1016.7,2.55,222,100,16.9,148.0,7.1,238,16.0,364.0,9.01,253,14.2,584.0,9.9,253,12.4,807.73,10.18,252,10.7,1036.47,10.47,250,7.1,1510.0,11.07,248
2026-09-03 01:00:00+02:00,16.6,1016.2,2.7,219,100,16.6,144.0,7.64,226,15.8,359.0,9.43,237,13.8,579.0,10.26,240,12.1,802.97,10.92,241,10.5,1031.94,11.58,242,7.1,1506.0,12.91,243
2026-09-03 02:00:00+02:00,16.8,1015.9,3.3,215,99,16.5,141.0,8.35,224,15.4,357.0,10.87,235,13.5,577.0,10.95,237,12.0,800.97,11.88,238,10.5,1029.94,12.82,240,7.6,1504.0,14.72,242
2026-09-03 03:00:00+02:00,16.6,1015.8,3.22,210,100,16.0,140.0,8.26,218,15.6,355.0,11.38,237,14.1,575.0,12.57,246,12.5,798.97,13.13,246,10.9,1027.94,13.7,245,7.6,1502.0,14.83,244
2026-09-03 04:00:00+02:00,16.6,1015.0,3.2,200,100,15.8,134.0,7.87,207,15.5,349.0,12.9,226,14.2,569.0,14.14,235,12.5,793.2,13.91,238,10.7,1022.42,13.7,240,7.2,1497.0,13.37,245
2026-09-03 05:00:00+02:00,16.5,1014.7,4.11,198,100,15.5,131.0,8.8,201,15.1,346.0,15.24,224,13.9,566.0,15.55,238,12.7,790.43,15.07,241,11.6,1019.9,14.62,244,9.3,1495.0,13.85,250
2026-09-03 06:00:00+02:00,16.5,1013.1,4.09,202,100,15.6,118.0,8.28,205,14.8,332.0,14.17,229,14.2,552.0,14.72,245,13.1,777.37,14.72,249,11.9,1007.81,14.78,252,9.7,1485.0,15.07,259
2026-09-03 07:00:00+02:00,16.4,1012.7,4.61,204,100,15.6,114.0,9.26,208,14.7,329.0,16.11,230,14.2,549.0,18.75,247,13.1,774.84,17.98,250,12.1,1005.77,17.24,252,9.9,1484.0,15.89,259
2026-09-03 08:00:00+02:00,16.8,1012.3,5.28,207,100,16.0,111.0,9.98,208,15.2,326.0,16.57,227,14.4,546.0,17.26,244,13.5,772.3,16.78,246,12.5,1003.72,16.33,249,10.6,1483.0,15.57,255
2026-09-03 09:00:00+02:00,17.3,1012.2,5.75,211,100,16.4,110.0,10.6,212,15.0,325.0,15.69,227,14.5,546.0,19.36,250,13.5,771.84,18.35,252,12.5,1002.77,17.37,254,10.4,1481.0,15.49,259
2026-09-03 10:00:00+02:00,18.4,1011.9,7.44,234,97,17.3,108.0,13.18,232,15.4,324.0,15.09,233,13.8,544.0,13.75,243,13.0,769.84,13.96,247,12.3,1000.77,14.21,250,10.7,1479.0,14.86,256
2026-09-03 11:00:00+02:00,18.6,1011.5,6.48,232,100,17.4,105.0,11.31,231,15.4,321.0,14.22,233,13.9,541.0,14.08,237,13.0,767.07,14.45,246,12.0,998.25,15.17,255,10.1,1477.0,17.47,269
2026-09-03 12:00:00+02:00,18.9,1011.2,6.58,234,96,17.8,102.0,11.42,233,15.9,319.0,14.46,236,14.3,539.0,13.28,242,13.4,765.07,13.88,249,12.4,996.25,14.69,255,10.5,1475.0,16.75,266
2026-09-03 13:00:00+02:00,19.9,1011.0,5.61,239,53,18.6,101.0,9.78,239,16.8,318.0,15.43,251,15.5,539.0,15.06,258,14.3,765.54,15.38,260,13.1,997.2,15.72,261,10.6,1477.0,16.42,264
2026-09-03 14:00:00+02:00,20.0,1010.7,5.58,237,100,19.2,99.0,10.04,237,17.2,316.0,13.17,238,16.0,538.0,15.24,248,14.5,764.3,15.63,252,13.0,995.72,16.12,256,10.0,1475.0,17.32,264
2026-09-03 15:00:00+02:00,20.9,1011.0,6.72,255,100,20.0,101.0,12.3,257,17.9,319.0,14.78,259,15.8,541.0,15.42,260,14.4,767.3,15.74,261,13.0,998.72,16.08,262,10.1,1478.0,16.78,265
2026-09-03 16:00:00+02:00,21.1,1011.7,6.71,267,100,19.9,107.0,12.01,268,17.8,325.0,13.59,268,15.7,547.0,13.88,268,14.1,772.84,14.4,268,12.6,1003.77,14.92,268,9.4,1482.0,15.96,268
2026-09-03 17:00:00+02:00,21.2,1010.7,6.3,271,100,20.1,99.0,10.91,273,18.0,317.0,12.76,272,16.3,539.0,15.48,270,14.7,765.3,16.05,269,13.0,996.72,16.62,267,9.7,1476.0,17.8,265
2026-09-03 18:00:00+02:00,20.8,1011.7,6.36,262,100,19.7,107.0,11.57,264,17.6,325.0,13.74,264,15.7,547.0,16.14,268,14.1,772.6,16.43,269,12.4,1003.29,16.74,271,9.2,1481.0,17.38,274
2026-09-03 19:00:00+02:00,20.0,1012.1,6.2,260,91,19.1,110.0,11.51,262,17.1,327.0,14.38,264,15.3,548.0,16.27,267,13.7,773.61,16.83,269,12.2,1004.29,17.43,272,9.1,1482.0,18.75,277
2026-09-03 20:00:00+02:00,19.4,1012.0,5.62,265,100,18.6,109.0,10.51,267,16.7,326.0,13.48,269,15.3,547.0,15.84,274,13.5,772.14,16.45,274,11.8,1002.34,17.06,274,8.3,1479.0,18.27,274
2026-09-03 21:00:00+02:00,18.9,1013.1,5.2,259,100,18.1,118.0,10.21,262,16.2,335.0,13.83,265,14.2,555.0,15.48,270,12.6,779.67,16.11,270,11.0,1009.38,16.73,270,7.8,1485.0,17.98,270
2026-09-03 22:00:00+02:00,18.6,1013.0,5.0,250,100,17.8,118.0,9.9,254,16.2,334.0,14.0,263,14.5,555.0,15.81,270,12.8,779.67,16.45,272,11.1,1009.38,17.11,274,7.7,1485.0,18.48,277
2026-09-03 23:00:00+02:00,18.3,1012.8,4.62,248,96,17.6,116.0,9.11,251,16.3,332.0,13.76,264,14.5,553.0,14.95,269,12.9,777.67,15.67,271,11.3,1007.38,16.41,272,8.1,1483.0,17.92,275
