time,temperature_obs,temperature_source,station_id,station_name,station_altitude_m,latitude,longitude,humidity_percent,pressure_hpa,pressure_sea_level_hpa,wind_speed_ms,wind_direction_deg,precip_mm
2026-09-16 00:00:00+02:00,24.5,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,72.0,1015.3,1016.8,3.0,7.0,0.0
2026-09-16 01:00:00+02:00,23.9,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,63.0,1015.2,1016.7,2.3,23.0,0.0
2026-09-16 02:00:00+02:00,23.2,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,62.0,1014.7,1016.2,1.2,17.0,0.0
2026-09-16 03:00:00+02:00,22.4,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,67.0,1014.6,1016.1,1.2,352.0,0.0
2026-09-16 04:00:00+02:00,21.7,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,73.0,1014.4,1015.9,1.7,18.0,0.0
2026-09-16 05:00:00+02:00,23.1,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,74.0,1014.0,1015.5,2.3,27.0,0.0
2026-09-16 06:00:00+02:00,22.8,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,72.0,1013.9,1015.4,1.9,355.0,0.0
2026-09-16 07:00:00+02:00,21.9,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,69.0,1014.1,1015.6,0.8,282.0,0.0
2026-09-16 08:00:00+02:00,21.6,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,65.0,1014.4,1015.9,1.5,345.0,0.0
2026-09-16 09:00:00+02:00,22.5,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,63.0,1014.6,1016.1,1.5,338.0,0.0
2026-09-16 10:00:00+02:00,24.7,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,64.0,1014.9,1016.4,2.3,1.0,0.0
2026-09-16 11:00:00+02:00,26.1,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,72.0,1015.1,1016.6,4.8,17.0,0.0
2026-09-16 12:00:00+02:00,26.5,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,72.0,1015.1,1016.6,3.7,15.0,0.0
