time,icon_d2_index,icon_d2_max_positive_gradient_K_per_100m,icon_d2_inversion_deltaT_K,icon_d2_inversion_depth_m,icon_d2_inversion_base_m,icon_d2_inversion_top_m,icon_d2_level_count
2026-08-28 00:00:00+02:00,1.2447831050228384,0.27397260273972995,0.8000000000000007,295.0,2.0,297.0,7
2026-08-28 01:00:00+02:00,1.2296296296296232,0.13888888888888593,0.5999999999999979,519.0,2.0,521.0,7
2026-08-28 02:00:00+02:00,1.1693466076696157,0.309734513274336,0.6999999999999993,226.0,285.0,511.0,7
2026-08-28 03:00:00+02:00,1.8810722713864314,0.5752212389380534,1.3000000000000007,226.0,279.0,505.0,7
2026-08-28 04:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-28 05:00:00+02:00,0.5746904761904753,0.08928571428571397,0.1999999999999993,224.0,279.0,503.0,7
2026-08-28 06:00:00+02:00,1.1024562211981572,0.1382488479262676,0.5,441.0,51.0,492.0,7
2026-08-28 07:00:00+02:00,1.887488095238096,0.5803571428571431,1.3000000000000007,224.0,261.0,485.0,7
2026-08-28 08:00:00+02:00,1.1793978494623647,0.32258064516129,0.6999999999999993,217.0,45.0,262.0,7
2026-08-28 09:00:00+02:00,0.8134416282642115,0.18433179723502402,0.40000000000000213,217.0,49.0,266.0,7
2026-08-28 10:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-28 11:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-28 12:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-28 13:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-28 14:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-28 15:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-28 16:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-28 17:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-28 18:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-28 19:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-28 20:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-28 21:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-28 22:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-08-28 23:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
