time,temperature_obs
2026-08-28 02:00:00+02:00,23.2
2026-08-28 02:10:00+02:00,23.2
2026-08-28 02:20:00+02:00,23.2
2026-08-28 02:30:00+02:00,23.1
2026-08-28 02:40:00+02:00,23.0
2026-08-28 02:50:00+02:00,22.9
2026-08-28 03:00:00+02:00,22.6
2026-08-28 03:10:00+02:00,22.3
2026-08-28 03:20:00+02:00,22.0
2026-08-28 03:30:00+02:00,21.6
2026-08-28 03:40:00+02:00,21.5
2026-08-28 03:50:00+02:00,21.0
2026-08-28 04:00:00+02:00,20.8
2026-08-28 04:10:00+02:00,20.6
2026-08-28 04:20:00+02:00,20.0
2026-08-28 04:30:00+02:00,19.6
2026-08-28 04:40:00+02:00,19.5
2026-08-28 04:50:00+02:00,19.4
2026-08-28 05:00:00+02:00,19.4
2026-08-28 05:10:00+02:00,19.3
2026-08-28 05:20:00+02:00,19.2
2026-08-28 05:30:00+02:00,19.1
2026-08-28 05:40:00+02:00,19.1
2026-08-28 05:50:00+02:00,19.0
2026-08-28 06:00:00+02:00,18.9
2026-08-28 06:10:00+02:00,18.8
2026-08-28 06:20:00+02:00,18.9
2026-08-28 06:30:00+02:00,18.8
2026-08-28 06:40:00+02:00,18.8
2026-08-28 06:50:00+02:00,18.7
2026-08-28 07:00:00+02:00,18.7
2026-08-28 07:10:00+02:00,18.7
2026-08-28 07:20:00+02:00,18.7
2026-08-28 07:30:00+02:00,18.7
2026-08-28 07:40:00+02:00,18.7
2026-08-28 07:50:00+02:00,18.7
2026-08-28 08:00:00+02:00,18.7
2026-08-28 08:10:00+02:00,18.7
2026-08-28 08:20:00+02:00,18.7
2026-08-28 08:30:00+02:00,18.7
2026-08-28 08:40:00+02:00,18.8
2026-08-28 08:50:00+02:00,19.0
2026-08-28 09:00:00+02:00,19.1
2026-08-28 09:10:00+02:00,19.3
2026-08-28 09:20:00+02:00,19.5
2026-08-28 09:30:00+02:00,19.7
2026-08-28 09:40:00+02:00,20.0
2026-08-28 09:50:00+02:00,20.3
2026-08-28 10:00:00+02:00,20.3
2026-08-28 10:10:00+02:00,20.3
2026-08-28 10:20:00+02:00,20.5
2026-08-28 10:30:00+02:00,20.6
2026-08-28 10:40:00+02:00,20.7
2026-08-28 10:50:00+02:00,20.8
2026-08-28 11:00:00+02:00,21.0
2026-08-28 11:10:00+02:00,20.9
2026-08-28 11:20:00+02:00,20.9
2026-08-28 11:30:00+02:00,20.8
2026-08-28 11:40:00+02:00,20.7
2026-08-28 11:50:00+02:00,20.8
2026-08-28 12:00:00+02:00,20.8
2026-08-28 12:10:00+02:00,20.8
2026-08-28 12:20:00+02:00,21.2
2026-08-28 12:30:00+02:00,20.9
2026-08-28 12:40:00+02:00,20.7
2026-08-28 12:50:00+02:00,20.8
2026-08-28 13:00:00+02:00,20.9
2026-08-28 13:10:00+02:00,20.9
2026-08-28 13:20:00+02:00,20.9
2026-08-28 13:30:00+02:00,20.8
2026-08-28 13:40:00+02:00,20.8
2026-08-28 13:50:00+02:00,20.9
2026-08-28 14:00:00+02:00,20.9
2026-08-28 14:10:00+02:00,20.7
2026-08-28 14:20:00+02:00,20.9
2026-08-28 14:30:00+02:00,20.7
2026-08-28 14:40:00+02:00,20.7
2026-08-28 14:50:00+02:00,20.6
2026-08-28 15:00:00+02:00,20.5
2026-08-28 15:10:00+02:00,20.6
2026-08-28 15:20:00+02:00,20.4
2026-08-28 15:30:00+02:00,20.5
2026-08-28 15:40:00+02:00,20.5
2026-08-28 15:50:00+02:00,20.4
2026-08-28 16:00:00+02:00,20.4
2026-08-28 16:10:00+02:00,20.4
2026-08-28 16:20:00+02:00,20.5
2026-08-28 16:30:00+02:00,20.6
2026-08-28 16:40:00+02:00,20.2
2026-08-28 16:50:00+02:00,16.9
2026-08-28 17:00:00+02:00,17.2
2026-08-28 17:10:00+02:00,16.7
2026-08-28 17:20:00+02:00,16.8
2026-08-28 17:30:00+02:00,17.0
2026-08-28 17:40:00+02:00,17.5
2026-08-28 17:50:00+02:00,17.2
2026-08-28 18:00:00+02:00,17.4
2026-08-28 18:10:00+02:00,17.8
2026-08-28 18:20:00+02:00,17.8
2026-08-28 18:30:00+02:00,18.1
2026-08-28 18:40:00+02:00,18.2
2026-08-28 18:50:00+02:00,18.3
2026-08-28 19:00:00+02:00,18.5
2026-08-28 19:10:00+02:00,18.6
2026-08-28 19:20:00+02:00,18.7
2026-08-28 19:30:00+02:00,18.7
2026-08-28 19:40:00+02:00,18.8
2026-08-28 19:50:00+02:00,18.8
2026-08-28 20:00:00+02:00,18.7
2026-08-28 20:10:00+02:00,18.7
2026-08-28 20:20:00+02:00,18.7
2026-08-28 20:30:00+02:00,18.6
2026-08-28 20:40:00+02:00,18.3
2026-08-28 20:50:00+02:00,18.1
2026-08-28 21:00:00+02:00,17.8
2026-08-28 21:10:00+02:00,17.7
2026-08-28 21:20:00+02:00,17.6
2026-08-28 21:30:00+02:00,17.6
2026-08-28 21:40:00+02:00,17.4
2026-08-28 21:50:00+02:00,17.4
2026-08-28 22:00:00+02:00,17.6
2026-08-28 22:10:00+02:00,17.7
2026-08-28 22:20:00+02:00,17.6
2026-08-28 22:30:00+02:00,18.1
2026-08-28 22:40:00+02:00,17.3
2026-08-28 22:50:00+02:00,17.2
2026-08-28 23:00:00+02:00,17.1
2026-08-28 23:10:00+02:00,17.1
2026-08-28 23:20:00+02:00,17.0
2026-08-28 23:30:00+02:00,16.9
2026-08-28 23:40:00+02:00,16.8
2026-08-28 23:50:00+02:00,17.0
