time,temperature_2m,surface_pressure,wind_speed_10m,wind_direction_10m,cloud_cover,temperature_1000hPa,geopotential_height_1000hPa,wind_speed_1000hPa,wind_direction_1000hPa,temperature_975hPa,geopotential_height_975hPa,wind_speed_975hPa,wind_direction_975hPa,temperature_950hPa,geopotential_height_950hPa,wind_speed_950hPa,wind_direction_950hPa,temperature_925hPa,geopotential_height_925hPa,wind_speed_925hPa,wind_direction_925hPa,temperature_900hPa,geopotential_height_900hPa,wind_speed_900hPa,wind_direction_900hPa,temperature_850hPa,geopotential_height_850hPa,wind_speed_850hPa,wind_direction_850hPa,max_inv_gradient_K_per_100m,inversion_depth_m,positive_deltaT_K,lowest_profile_height_agl_m,temperature_100m_agl,deltaT_100m_model_K,temperature_200m_agl,deltaT_200m_model_K,temperature_500m_agl,deltaT_500m_model_K,inversion_index,surface_temperature_obs,dwd_temperature_obs,surface_temperature_for_profile,surface_temperature_source,surface_temp_bias_K,deltaT_100m_surface_K,deltaT_200m_surface_K,deltaT_500m_surface_K,inversion_index_corrected,surface_correction_used,local_stratification_index,local_max_gradient_K_per_100m,local_positive_deltaT_K,local_inversion_depth_m,local_surface_measured,local_inverted_layer_count,local_strongest_layer,local_profile_top_m,local_profile_point_count
2026-09-22 00:00:00+02:00,11.1,1017.5,0.41,104,100,15.1,249.0,1.02,11,14.0,463.0,3.84,2,12.4,682.0,5.49,2,10.7,904.32,5.4,355,9.0,1131.58,5.41,347,5.7,1602.0,5.72,332,2.7210884353741496,147.0,4.0,149.0,13.766666666666666,2.666666666666666,14.83785046728972,3.7378504672897197,12.999086757990868,1.8990867579908688,4.4705,,,11.1,model_2m,,2.666666666666666,3.7378504672897197,1.8990867579908688,4.4705,False,4.49,2.7210884353741496,4.0,147.0,False,1,Boden-1000hPa,582.0,4
2026-09-22 01:00:00+02:00,10.7,1017.5,0.32,18,93,14.8,249.0,0.95,342,13.8,463.0,3.63,2,12.3,681.0,5.71,3,10.6,903.31,5.57,359,8.9,1130.58,5.47,354,5.6,1601.0,5.37,345,2.7891156462585043,147.0,4.100000000000001,149.0,13.433333333333334,2.7333333333333343,14.561682242990655,3.861682242990655,12.857339449541286,2.1573394495412863,4.4705,,,10.7,model_2m,,2.7333333333333343,3.861682242990655,2.1573394495412863,4.4705,False,4.49,2.7891156462585043,4.100000000000001,147.0,False,1,Boden-1000hPa,581.0,4
2026-09-22 02:00:00+02:00,9.7,1017.1,0.63,18,38,14.0,245.0,1.57,333,13.2,459.0,3.14,352,12.0,677.0,4.73,359,10.4,899.08,4.79,356,8.8,1126.1,4.86,354,5.7,1596.0,5.02,350,3.0069930069930075,143.0,4.300000000000001,145.0,12.646853146853147,2.9468531468531474,13.794392523364486,4.094392523364487,12.423853211009174,2.7238532110091747,4.4645,8.883333333333335,8.883333333333335,8.883333333333335,measured,-0.8166666666666647,3.763519813519812,4.9110591900311515,3.5405198776758393,4.598375,True,4.4766666666666675,3.578088578088577,5.116666666666665,143.0,True,1,Boden-1000hPa,577.0,4
2026-09-22 03:00:00+02:00,8.9,1017.0,0.5,360,57,13.7,244.0,1.5,360,12.8,457.0,3.34,353,11.6,675.0,3.98,360,10.2,897.08,4.3,355,8.8,1124.1,4.66,350,6.0,1594.0,5.44,342,3.380281690140844,142.0,4.799999999999999,144.0,12.212676056338028,3.3126760563380273,13.46338028169014,4.56338028169014,12.012844036697247,3.112844036697247,4.463,8.233333333333333,8.233333333333333,8.233333333333333,measured,-0.6666666666666679,3.979342723004695,5.230046948356808,3.779510703363915,4.59725,True,4.473333333333334,3.8497652582159625,5.466666666666667,142.0,True,1,Boden-1000hPa,575.0,4
2026-09-22 04:00:00+02:00,9.0,1016.8,0.58,329,57,13.4,242.0,1.5,356,12.4,455.0,3.11,358,11.3,673.0,2.87,13,10.1,895.08,3.49,360,8.8,1122.1,4.24,351,6.3,1592.0,5.93,340,3.1428571428571432,140.0,4.4,142.0,12.08,3.08,13.127699530516432,4.127699530516432,11.66834862385321,2.668348623853211,4.460000000000001,8.466666666666667,8.466666666666667,8.466666666666667,measured,-0.5333333333333332,3.6133333333333333,4.661032863849766,3.201681957186544,4.595000000000001,True,4.466666666666667,3.523809523809524,4.933333333333334,140.0,True,1,Boden-1000hPa,573.0,4
2026-09-22 05:00:00+02:00,8.7,1016.6,0.63,342,37,13.0,240.0,1.73,350,12.3,453.0,2.9,358,11.2,670.0,2.56,15,9.9,892.08,3.37,1,8.6,1119.1,4.3,353,5.9,1589.0,6.29,345,3.1159420289855078,138.0,4.300000000000001,140.0,11.753623188405797,3.0536231884057976,12.80281690140845,4.102816901408451,11.55483870967742,2.85483870967742,4.457000000000001,8.966666666666667,8.966666666666667,8.966666666666667,measured,0.2666666666666675,2.78695652173913,3.8361502347417833,2.5881720430107524,4.5927500000000006,True,4.46,2.922705314009662,4.033333333333333,138.0,True,1,Boden-1000hPa,570.0,4
2026-09-22 06:00:00+02:00,8.4,1016.6,0.85,339,49,12.5,240.0,2.12,352,11.9,452.0,3.01,360,11.1,670.0,2.64,12,9.8,891.62,3.49,2,8.5,1118.15,4.4,357,5.8,1587.0,6.28,351,2.971014492753623,138.0,4.1,140.0,11.31159420289855,2.9115942028985504,12.330188679245284,3.9301886792452834,11.356880733944955,2.9568807339449545,4.457000000000001,9.733333333333333,9.733333333333333,9.733333333333333,measured,1.3333333333333321,1.5782608695652183,2.596855345911951,1.6235474006116224,4.5927500000000006,True,4.46,2.0048309178743966,2.7666666666666675,138.0,True,1,Boden-1000hPa,570.0,4
2026-09-22 07:00:00+02:00,8.3,1016.6,0.7,360,39,12.2,240.0,2.1,3,11.8,452.0,3.01,2,10.9,670.0,2.49,7,9.8,891.85,3.57,2,8.6,1118.63,4.66,359,6.3,1588.0,6.85,356,2.826086956521738,138.0,3.8999999999999986,140.0,11.069565217391304,2.7695652173913032,12.086792452830188,3.7867924528301877,11.188990825688073,2.8889908256880723,4.419499999999999,9.366666666666667,9.366666666666667,9.366666666666667,measured,1.0666666666666664,1.7028985507246368,2.7201257861635213,1.8223241590214059,4.5646249999999995,True,4.46,2.0531400966183564,2.833333333333332,138.0,True,1,Boden-1000hPa,570.0,4
2026-09-22 08:00:00+02:00,8.9,1016.6,0.5,360,57,12.2,240.0,1.87,16,11.8,452.0,2.39,18,10.7,669.0,2.38,18,9.6,890.85,3.48,9,8.5,1117.63,4.62,4,6.3,1587.0,6.96,359,2.3913043478260865,138.0,3.299999999999999,140.0,11.243478260869566,2.3434782608695652,12.086792452830188,3.186792452830188,11.049769585253456,2.1497695852534555,4.1945,10.316666666666666,10.316666666666666,10.316666666666666,measured,1.416666666666666,0.9268115942028992,1.770125786163522,0.7331029185867894,4.2831535829307565,True,4.357916666666666,1.3647342995169078,1.8833333333333329,138.0,True,1,Boden-1000hPa,569.0,4
2026-09-22 09:00:00+02:00,11.5,1016.9,1.0,354,78,12.0,242.0,3.2,358,11.7,454.0,2.64,11,10.6,671.0,2.87,13,9.6,892.85,3.83,7,8.6,1119.63,4.82,3,6.6,1589.0,6.84,359,0.35714285714285715,140.0,0.5,142.0,11.85,0.34999999999999964,11.917924528301887,0.41792452830188687,10.959907834101381,-0.5400921658986189,1.0522619047619048,12.683333333333332,12.683333333333332,12.683333333333332,measured,1.1833333333333318,-0.8333333333333321,-0.7654088050314449,-1.7234254992319507,0.7891964285714286,True,0.0,0.0,0.0,0.0,True,0,keine,571.0,4
2026-09-22 10:00:00+02:00,14.1,1017.2,1.55,15,27,12.1,245.0,2.32,7,11.7,458.0,2.69,23,10.5,675.0,2.94,24,9.7,896.61,3.94,14,9.0,1123.15,5.0,8,7.5,1592.0,7.22,2,0.0,0.0,0.0,145.0,12.72937062937063,-1.37062937062937,11.996713615023474,-2.103286384976526,10.9147465437788,-3.185253456221199,0.0,15.366666666666667,15.366666666666667,15.366666666666667,measured,1.2666666666666675,-2.6372960372960375,-3.3699530516431935,-4.451920122887866,0.0,True,0.0,0.0,0.0,0.0,True,0,keine,575.0,4
2026-09-22 11:00:00+02:00,16.8,1017.3,1.71,353,56,14.2,247.0,2.12,352,12.4,460.0,2.32,10,10.6,677.0,3.04,45,9.6,898.61,3.77,30,8.7,1125.15,4.67,21,6.8,1594.0,6.68,10,0.0,0.0,0.0,147.0,15.042758620689655,-1.7572413793103454,13.752112676056338,-3.0478873239436624,11.238709677419354,-5.561290322580646,0.0,17.55,17.55,17.55,measured,0.75,-2.5072413793103454,-3.7978873239436624,-6.311290322580646,0.0,True,0.0,0.0,0.0,0.0,True,0,keine,577.0,4
2026-09-22 12:00:00+02:00,18.1,1016.7,1.94,12,56,15.3,242.0,2.33,10,13.2,456.0,2.42,10,11.0,674.0,2.35,16,9.9,895.38,3.27,16,8.8,1121.67,4.2,16,6.6,1590.0,6.05,16,0.0,0.0,0.0,142.0,16.14,-1.9600000000000009,14.730841121495327,-3.369158878504674,11.746788990825689,-6.353211009174313,0.0,18.366666666666667,18.366666666666667,18.366666666666667,measured,0.2666666666666657,-2.2266666666666666,-3.6358255451713397,-6.6198776758409785,0.0,True,0.0,0.0,0.0,0.0,True,0,keine,574.0,4
2026-09-22 13:00:00+02:00,18.7,1016.3,1.97,24,60,15.9,239.0,2.34,20,13.7,453.0,2.49,17,11.6,671.0,2.56,15,10.5,893.08,3.57,16,9.4,1120.11,4.58,16,7.2,1590.0,6.61,17,0.0,0.0,0.0,139.0,16.697080291970803,-2.0029197080291965,15.272897196261683,-3.4271028037383164,12.28394495412844,-6.416055045871559,0.0,19.216666666666665,19.216666666666665,19.216666666666665,measured,0.5166666666666657,-2.519586374695862,-3.943769470404982,-6.932721712538225,0.0,True,0.0,0.0,0.0,0.0,True,0,keine,571.0,4
2026-09-22 14:00:00+02:00,19.5,1015.8,2.15,22,45,16.7,236.0,2.75,19,14.4,451.0,2.82,17,12.2,669.0,2.9,15,10.8,891.08,3.69,20,9.4,1118.11,4.51,24,6.6,1588.0,6.17,28,0.0,0.0,0.0,136.0,17.452238805970147,-2.047761194029853,16.015348837209302,-3.4846511627906978,12.896330275229358,-6.603669724770642,0.0,19.766666666666666,19.766666666666666,19.766666666666666,measured,0.2666666666666657,-2.3144278606965187,-3.7513178294573635,-6.8703363914373075,0.0,True,0.0,0.0,0.0,0.0,True,0,keine,569.0,4
2026-09-22 15:00:00+02:00,20.1,1015.7,2.42,7,41,17.3,234.0,3.13,7,15.0,450.0,3.14,8,12.8,669.0,3.15,8,11.2,891.32,3.58,18,9.5,1118.58,4.1,25,6.2,1589.0,5.27,35,0.0,0.0,0.0,134.0,18.021212121212123,-2.078787878787878,16.59722222222222,-3.50277777777778,13.493150684931507,-6.606849315068494,0.0,20.183333333333334,20.183333333333334,20.183333333333334,measured,0.08333333333333215,-2.1621212121212103,-3.586111111111112,-6.6901826484018265,0.0,True,0.0,0.0,0.0,0.0,True,0,keine,569.0,4
2026-09-22 16:00:00+02:00,20.1,1015.7,2.91,4,26,17.6,234.0,3.91,4,15.3,450.0,4.06,6,13.2,669.0,4.03,9,11.5,891.55,4.22,17,9.8,1119.06,4.47,24,6.5,1590.0,5.17,36,0.0,0.0,0.0,134.0,18.243939393939396,-1.8560606060606055,16.897222222222222,-3.2027777777777793,13.861643835616437,-6.238356164383564,0.0,20.216666666666665,20.216666666666665,20.216666666666665,measured,0.11666666666666359,-1.972727272727269,-3.319444444444443,-6.355022831050228,0.0,True,0.0,0.0,0.0,0.0,True,0,keine,569.0,4
2026-09-22 17:00:00+02:00,20.6,1014.9,2.72,17,0,18.6,228.0,3.67,17,16.4,444.0,3.8,17,14.2,664.0,3.84,18,12.3,887.02,3.83,20,10.4,1115.01,3.83,23,6.6,1587.0,3.85,27,0.0,0.0,0.0,128.0,19.044444444444444,-1.5555555555555571,17.866666666666667,-2.7333333333333343,14.84,-5.760000000000002,0.0,20.283333333333335,20.283333333333335,20.283333333333335,measured,-0.31666666666666643,-1.2388888888888907,-2.416666666666668,-5.443333333333335,0.0,True,0.0,0.0,0.0,0.0,True,0,keine,564.0,4
2026-09-22 18:00:00+02:00,19.9,1015.0,2.92,31,0,18.3,229.0,4.39,30,16.2,445.0,4.59,28,14.0,665.0,4.57,27,12.2,888.02,4.78,23,10.4,1116.02,5.01,20,6.9,1588.0,5.5,15,0.0,0.0,0.0,129.0,18.665354330708663,-1.2346456692913357,17.60972222222222,-2.290277777777778,14.65,-5.249999999999998,0.0,19.533333333333335,19.533333333333335,19.533333333333335,measured,-0.3666666666666636,-0.8679790026246721,-1.9236111111111143,-4.883333333333335,0.0,True,0.0,0.0,0.0,0.0,True,0,keine,565.0,4
2026-09-22 19:00:00+02:00,18.3,1014.7,2.13,41,0,17.8,226.0,4.82,42,15.8,442.0,4.92,41,13.6,661.0,4.74,39,11.9,884.25,5.26,33,10.2,1112.49,5.85,28,6.8,1585.0,7.13,20,0.0,0.0,0.0,126.0,17.90483870967742,-0.39516129032258007,17.114814814814814,-1.185185185185187,14.212785388127854,-4.087214611872147,0.0,17.933333333333334,17.933333333333334,17.933333333333334,measured,-0.36666666666666714,-0.028494623655912932,-0.8185185185185198,-3.72054794520548,0.0,True,0.0,0.0,0.0,0.0,True,0,keine,561.0,4
2026-09-22 20:00:00+02:00,15.8,1015.3,1.78,52,0,17.3,231.0,5.54,51,15.5,447.0,5.73,49,13.6,666.0,4.95,56,11.7,889.25,5.29,42,9.9,1117.49,5.91,30,6.2,1590.0,7.68,13,1.1627906976744187,129.0,1.5,131.0,16.93953488372093,1.1395348837209305,16.725,0.9250000000000007,14.172602739726027,-1.6273972602739732,2.887782945736434,16.35,16.35,16.35,measured,0.5500000000000007,0.5895348837209298,0.375,-2.177397260273974,2.7795322997416014,True,3.511249999999999,0.7364341085271312,0.9499999999999993,129.0,True,1,Boden-1000hPa,566.0,4
2026-09-22 21:00:00+02:00,14.1,1015.0,1.64,52,22,16.3,229.0,6.8,66,15.4,444.0,7.47,61,13.6,663.0,5.63,61,11.6,886.25,5.7,50,9.7,1114.49,6.0,39,5.8,1587.0,7.1,22,1.7322834645669298,127.0,2.200000000000001,129.0,15.797637795275591,1.6976377952755914,16.00279069767442,1.9027906976744209,14.117808219178082,0.017808219178082396,3.7655000000000003,13.9,13.9,13.9,measured,-0.1999999999999993,1.8976377952755907,2.10279069767442,0.21780821917808169,4.074125,True,4.423333333333334,1.8897637795275595,2.4000000000000004,127.0,True,1,Boden-1000hPa,563.0,4
