time,icon_d2_index,icon_d2_max_positive_gradient_K_per_100m,icon_d2_inversion_deltaT_K,icon_d2_inversion_depth_m,icon_d2_inversion_base_m,icon_d2_inversion_top_m,icon_d2_level_count
2026-09-22 00:00:00+02:00,4.4675,2.7586206896551726,4.0,145.0,2.0,147.0,7
2026-09-22 01:00:00+02:00,4.4675,2.8275862068965525,4.100000000000001,145.0,2.0,147.0,7
2026-09-22 02:00:00+02:00,4.461500000000001,3.0496453900709226,4.300000000000001,141.0,2.0,143.0,7
2026-09-22 03:00:00+02:00,4.460000000000001,3.428571428571428,4.799999999999999,140.0,2.0,142.0,7
2026-09-22 04:00:00+02:00,4.457000000000001,3.1884057971014497,4.4,138.0,2.0,140.0,7
2026-09-22 05:00:00+02:00,4.454000000000001,3.1617647058823537,4.300000000000001,136.0,2.0,138.0,7
2026-09-22 06:00:00+02:00,4.454000000000001,3.0147058823529407,4.1,136.0,2.0,138.0,7
2026-09-22 07:00:00+02:00,4.4165,2.867647058823528,3.8999999999999986,136.0,2.0,138.0,7
2026-09-22 08:00:00+02:00,4.1915000000000004,2.4264705882352935,3.299999999999999,136.0,2.0,138.0,7
2026-09-22 09:00:00+02:00,1.0587512077294687,0.36231884057971014,0.5,138.0,2.0,140.0,7
2026-09-22 10:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-22 11:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-22 12:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-22 13:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-22 14:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-22 15:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-22 16:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-22 17:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-22 18:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-22 19:00:00+02:00,0.0,0.0,0.0,0.0,0.0,0.0,7
2026-09-22 20:00:00+02:00,2.9183543307086612,1.1811023622047243,1.5,127.0,2.0,129.0,7
2026-09-22 21:00:00+02:00,3.7625,1.760000000000001,2.200000000000001,125.0,2.0,127.0,7
2026-09-22 22:00:00+02:00,3.8840000000000003,1.9083969465648856,2.5,131.0,2.0,133.0,7
2026-09-22 23:00:00+02:00,3.957500000000001,2.0769230769230775,2.700000000000001,130.0,2.0,132.0,7
