time,temperature_2m,surface_pressure,wind_speed_10m,wind_direction_10m,cloud_cover,temperature_1000hPa,geopotential_height_1000hPa,wind_speed_1000hPa,wind_direction_1000hPa,temperature_975hPa,geopotential_height_975hPa,wind_speed_975hPa,wind_direction_975hPa,temperature_950hPa,geopotential_height_950hPa,wind_speed_950hPa,wind_direction_950hPa,temperature_925hPa,geopotential_height_925hPa,wind_speed_925hPa,wind_direction_925hPa,temperature_900hPa,geopotential_height_900hPa,wind_speed_900hPa,wind_direction_900hPa,temperature_850hPa,geopotential_height_850hPa,wind_speed_850hPa,wind_direction_850hPa,max_inv_gradient_K_per_100m,inversion_depth_m,positive_deltaT_K,lowest_profile_height_agl_m,inversion_index,dwd_temperature_obs,surface_temp_bias_K,inversion_index_corrected,surface_correction_used
2026-08-09 00:00:00+02:00,22.8,1004.1,1.4,360,100,26.1,137.0,1.99,18,26.4,360.0,5.28,116,25.9,589.0,9.22,124,23.8,821.58,8.07,133,21.8,1059.58,7.15,143,17.7,1553.0,6.39,172,9.42857142857143,258.0,3.599999999999998,37.0,4.486999999999999,,,4.486999999999999,False
2026-08-09 01:00:00+02:00,22.3,1004.1,0.95,18,28,25.8,137.0,1.77,47,26.1,360.0,7.33,119,25.8,588.0,9.66,135,23.7,820.82,8.95,143,21.7,1059.05,8.44,153,17.6,1553.0,8.16,173,10.0,258.0,3.8000000000000007,37.0,4.562,,,4.562,False
2026-08-09 02:00:00+02:00,21.0,1003.8,0.82,14,9,25.5,135.0,0.41,14,24.9,357.0,4.25,146,24.9,585.0,8.15,144,23.2,817.58,8.02,153,21.4,1055.58,8.12,163,17.9,1549.0,8.99,181,13.636363636363635,33.0,4.5,35.0,4.2995,,,4.2995,False
2026-08-09 03:00:00+02:00,18.0,1003.5,1.63,79,0,23.7,133.0,2.6,92,25.1,355.0,5.86,134,24.7,582.0,9.49,157,23.0,814.58,9.05,165,21.3,1052.58,8.83,174,18.0,1546.0,9.09,193,18.387096774193544,253.0,7.100000000000001,33.0,4.6295,,,4.6295,False
2026-08-09 04:00:00+02:00,17.9,1003.1,1.42,309,0,22.3,129.0,1.48,332,24.7,351.0,5.16,142,24.5,578.0,9.7,165,22.9,810.58,8.67,172,21.3,1048.58,7.85,182,18.1,1542.0,7.08,207,16.296296296296305,249.0,6.800000000000001,29.0,4.6235,,,4.6235,False
2026-08-09 05:00:00+02:00,15.6,1003.1,0.92,319,0,17.9,129.0,2.05,317,22.8,349.0,1.99,208,24.0,575.0,9.16,171,22.6,808.05,7.64,183,21.2,1046.53,6.65,201,18.5,1541.0,7.08,241,8.518518518518514,473.0,8.4,29.0,4.9595,,,4.9595,False
2026-08-09 06:00:00+02:00,15.7,1003.0,0.4,360,100,18.0,129.0,0.71,8,22.0,348.0,1.41,163,23.3,574.0,7.38,167,22.1,806.82,6.23,180,20.8,1045.06,5.47,196,18.2,1539.0,5.72,235,8.51851851851852,472.0,7.600000000000001,29.0,4.958,,,4.958,False
2026-08-09 07:00:00+02:00,15.8,1003.6,0.22,297,0,17.5,133.0,0.81,300,21.8,352.0,1.81,167,22.7,578.0,6.82,174,21.5,810.58,5.99,185,20.4,1048.58,5.48,200,18.1,1542.0,5.67,231,5.483870967741933,476.0,6.899999999999999,33.0,4.964,,,4.964,False
2026-08-09 08:00:00+02:00,18.5,1003.7,0.82,346,100,18.0,133.0,1.08,338,21.7,352.0,1.64,162,22.4,577.0,5.06,178,21.4,809.59,4.65,192,20.4,1047.58,4.56,208,18.5,1541.0,5.37,236,1.689497716894977,444.0,4.399999999999999,33.0,4.916,,,4.916,False
2026-08-09 09:00:00+02:00,21.3,1003.7,0.36,236,86,20.5,133.0,0.42,225,21.7,352.0,2.85,170,21.8,578.0,5.05,181,21.0,810.35,4.84,193,20.2,1048.11,4.86,206,18.5,1541.0,5.56,229,0.5479452054794517,445.0,1.3000000000000007,33.0,2.1595662100456616,,,2.1595662100456616,False
