time,temperature_obs,temperature_source,station_id,station_name,station_altitude_m,latitude,longitude,humidity_percent,pressure_hpa,pressure_sea_level_hpa,wind_speed_ms,wind_direction_deg,precip_mm
2026-09-09 00:00:00+02:00,27.4,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,68.0,1009.0,1010.5,1.5,17.0,0.0
2026-09-09 01:00:00+02:00,26.7,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,69.0,1008.8,1010.3,1.4,3.0,0.0
2026-09-09 02:00:00+02:00,26.1,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,71.0,1008.8,1010.3,0.6,149.0,0.0
2026-09-09 03:00:00+02:00,26.0,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,73.0,1008.7,1010.2,0.6,4.0,0.0
2026-09-09 04:00:00+02:00,26.1,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,80.0,1008.4,1009.9,0.9,43.0,0.0
2026-09-09 05:00:00+02:00,26.0,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,84.0,1008.6,1010.1,1.5,32.0,0.0
2026-09-09 06:00:00+02:00,26.3,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,74.0,1008.8,1010.3,1.8,34.0,0.0
2026-09-09 07:00:00+02:00,26.4,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,59.0,1009.0,1010.5,1.5,40.0,0.0
2026-09-09 08:00:00+02:00,25.2,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,72.0,1009.2,1010.7,1.1,331.0,0.0
2026-09-09 09:00:00+02:00,24.9,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,75.0,1009.7,1011.2,2.1,353.0,0.0
2026-09-09 10:00:00+02:00,26.5,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,72.0,1009.9,1011.4,1.5,328.0,0.0
2026-09-09 11:00:00+02:00,29.4,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,52.0,1010.2,1011.6,1.3,1.0,0.0
2026-09-09 12:00:00+02:00,30.8,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,44.0,1010.3,1011.7,1.6,89.0,0.0
2026-09-09 13:00:00+02:00,29.4,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,46.0,1010.3,1011.7,1.9,29.0,0.0
2026-09-09 14:00:00+02:00,25.0,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,69.0,1011.2,1012.7,2.1,303.0,1.7
2026-09-09 15:00:00+02:00,23.1,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,80.0,1011.2,1012.7,1.1,267.0,1.5
2026-09-09 16:00:00+02:00,24.2,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,81.0,1011.0,1012.5,0.7,339.0,0.5
2026-09-09 17:00:00+02:00,25.7,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,66.0,1010.5,1012.0,1.7,54.0,0.0
2026-09-09 18:00:00+02:00,24.9,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,64.0,1011.1,1012.6,2.5,131.0,0.0
2026-09-09 19:00:00+02:00,24.7,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,67.0,1011.8,1013.3,1.4,117.0,0.0
2026-09-09 20:00:00+02:00,22.9,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,84.0,1011.9,1013.4,1.9,31.0,1.9
